,sigma1_crev_clean,sigma2_crev_clean
41234,143172.51139797465,38457.754834982385
41235,147583.05981743074,43879.50334399853
41236,153073.02529812657,52497.783235260365
41237,158907.4276176893,63080.570766299075
41238,164509.03597701777,74553.38147413291
41239,169357.28346199586,85595.3150346975
41240,173405.32483189594,95735.07076271412
41241,176496.8180515095,104587.02161153119
41242,178785.70966208095,112132.29410580642
41243,180162.77490039286,118356.83307365584
41244,180656.5669713406,123386.05247563482
41245,180614.94726630102,127014.56877140817
41246,180238.47220333712,128839.71844191535
41247,179561.10195659802,129387.97206319889
41248,178471.56347337412,128698.53012158175
41249,176987.2586988523,126567.63043660819
41250,175178.65188423073,123659.84533801443
41251,172910.9591828981,119866.33575577855
41252,-22207.117048633198,-165205.117282373
41253,-38450.36887147221,-174664.37862963782
41254,-53860.18627577717,-181656.8304834842
41255,-67420.35312391442,-186318.46027842537
41256,-121097.30492195157,-131329.33998285246
41257,-120634.17260523571,-137380.54302789026
41258,-117142.16788553193,-144518.11548328097
41259,-113966.65923365208,-148832.84189991283
41260,-109874.58211593993,-150021.58799993058
41261,-103358.51858065769,-147984.65399501842
41262,-91319.78502153937,-142675.7505825192
41263,-68999.1937505411,-133314.12146692708
41264,-26183.52218003331,-114745.30883986918
41265,43731.372902785275,-69213.08482815586
41266,101313.50600954203,-9925.536647858484
41267,130237.81164758655,28058.64449929019
41268,146204.9701809095,49546.284630101596
41269,156056.55244353693,62159.85303193668
41270,162145.42533367174,70577.80894866062
41271,165528.66419287294,75716.91279183092
41272,166941.16982042516,79302.44241219235
41273,167194.64648490323,81933.7270891011
41274,166863.01064483504,84455.4013964991
41275,166123.7890269477,87619.89155693358
41276,165358.39572746243,89967.90816956552
41277,164531.100101088,92149.4150014044
41278,163518.37722972542,94017.28900296363
41279,162219.0409168913,95049.96759188447
41280,160562.8889423798,94739.62618616424
41281,158646.5796969435,92713.4907554737
41282,156556.00594865053,88142.71242523473
41283,154343.64696031192,81062.96601225185
41284,152087.85956085217,73026.67861365959
41285,149729.08698000538,63757.26433976233
41286,147741.89211321267,54544.54621723939
41287,146698.3872471129,47787.6453860476
41288,147085.5191606544,44395.37393595121
41289,149185.2922369677,44886.349716141354
41290,152705.9192802333,48623.21948904116
41291,157256.47811360878,55561.10549441209
41292,162258.0135276535,64629.355610023806
41293,167040.98786202367,74845.9682594047
41294,171389.16905865513,85469.7644491682
41295,174829.24675742624,95392.14596552867
41296,177459.98435215664,104920.18201003008
41297,179134.36400531133,112928.36312943959
41298,179929.8142342103,119827.59396911087
41299,179886.4283000188,125461.3334095232
41300,179310.70988635148,129956.69588233711
41301,178509.26770484584,132416.85274155068
41302,177517.84603942654,133492.98832389593
41303,176290.48440517718,133042.89147084206
41304,174794.08062181805,130998.68499670576
41305,172984.8746113809,127994.56437231481
41306,170817.50081354432,124115.14392374584
41307,-119333.44423994781,-123461.40781847776
41308,-109991.60104500627,-134683.5627988892
41309,-101867.9450259718,-142398.0851325817
41310,-94637.67580137684,-146725.2164875767
41311,-86073.16696179778,-147710.25114665556
41312,-74559.18792477794,-144965.61783963538
41313,-55440.50774982057,-137461.2199147689
41314,-23590.66628200608,-121747.72767110547
41315,26781.209819971577,-89491.65265546777
41316,82939.5802145388,-37484.78519279022
41317,119885.90442525601,9242.06749009349
41318,140182.87858296843,38669.9836963907
41319,152783.13206556698,56859.51032234773
41320,161099.14169473512,68342.87025677192
41321,166148.0230461802,76207.14226754976
41322,168957.045879792,81305.29190121827
41323,170114.3644006204,85176.75927356134
41324,170315.89451326587,88198.82002721814
41325,170031.7726885603,91069.64319124166
41326,169398.57375048715,94432.7056194079
41327,168833.71652427083,96731.06028430548
41328,168211.94555283876,98712.28239095016
41329,167355.27898276947,100018.86873720486
41330,166229.76857358194,100512.54991701651
41331,164697.75519266218,99709.21911354487
41332,162899.93865103452,97198.9531210163
41333,160852.33171157844,92438.16791971351
41334,158597.59691210842,85323.96098366826
41335,156248.10973661597,77528.67124308924
41336,153720.9133371843,68309.81974530693
41337,151530.5714430565,59037.98548075139
41338,150020.31094754027,51577.7076815141
41339,149731.90272297224,47006.55554509108
41340,150957.92821593306,45887.9410269052
41341,153625.80287085974,47829.37104828049
41342,157401.79436130167,53060.09867473412
41343,161796.6748724282,60761.827354362955
41344,166176.4217481519,69984.46326165338
41345,170229.95370186507,80205.10286179511
41346,173499.84111893154,90411.04032666214
41347,175852.12639208778,100346.41971334898
41348,177219.80489030166,109072.26799725345
41349,177703.92740329425,117046.04969939217
41350,177295.93372128066,123770.13088850015
41351,176378.40850173152,129013.8946119855
41352,175270.03352301745,132269.05373069443
41353,174110.5792278836,133775.1983768937
41354,172925.46575663914,133496.35774693958
41355,171588.6868329292,131330.1969426424
41356,170005.12155377617,128063.72201325485
41357,168024.34961390024,123879.74879302348
41358,-89276.38079888558,-132168.30531277735
41359,-77035.50144971871,-138287.19074598255
41360,-65735.6820221052,-141158.93737667555
41361,-52798.08066270487,-140324.48385104135
41362,-36432.26716604195,-134874.10909220407
41363,-11609.309337479113,-122441.0062071488
41364,24135.83980827169,-98701.58944215885
41365,67813.52691973608,-60698.97641638441
41366,106427.499067848,-15914.168893282556
41367,131931.90539413947,20970.01375985294
41368,147599.49601869294,45775.96119086802
41369,157794.71924048522,61872.19774444332
41370,164628.27305599337,72412.14163470367
41371,168981.29208119653,80281.21868849019
41372,171460.43055231753,85629.92167853907
41373,172658.2553097675,90056.34270787406
41374,173039.72323733717,93470.06635205986
41375,173042.50899657334,96770.22745224992
41376,172697.95415616827,100100.79077709424
41377,172405.42193640125,102303.3820396594
41378,171993.43532383646,103952.10974731944
41379,171264.84535679538,104822.93610566817
41380,170126.51864678782,104813.78403673801
41381,168482.7147937557,103483.32664452193
41382,166423.1106394687,100590.06268013509
41383,164011.94289921471,95572.53107429508
41384,161345.8764203074,88411.0847290644
41385,158532.55652490212,80581.77778106483
41386,155504.60723744342,71186.39296109814
41387,152715.38592172822,61350.87678377462
41388,150475.69434246543,52825.122803909704
41389,149268.56704821155,46695.413552934646
41390,149474.7105317284,43378.35458806688
41391,151080.76486407022,43143.85885391115
41392,154044.63818841096,46404.51843803792
41393,157817.71168484242,52386.32496132246
41394,161930.98970716528,60716.010855104556
41395,165753.41360292735,70310.74790306936
41396,168949.54020981424,80437.14255095075
41397,171331.54375175218,91122.29258592089
41398,172696.2112585497,100848.12485409538
41399,173120.99757456745,109913.08868074238
41400,172614.6297340566,117722.11765403819
41401,171590.00699930423,124041.13324007431
41402,170440.19696184658,128021.32671594256
41403,169484.40051775397,129811.98206885088
41404,168710.44137232885,129469.04869467598
41405,167824.26477899725,127051.58364372331
41406,166678.44091820178,123515.71294793829
41407,165025.3933212473,119059.63972949085
41408,-116451.1095862439,-188287.70457840335
41409,-55999.13989823723,-125677.94958513792
41410,-40994.32357150839,-128256.76839210412
41411,-27163.452441132504,-128201.84726397766
41412,-12101.310398124151,-124549.1615325362
41413,5744.496223537717,-115900.28974530181
41414,31206.11148941754,-99108.23289416026
41415,61416.791983494324,-73268.88524519006
41416,93556.74887359788,-38950.23391620573
41417,121022.67448820252,-2181.651502823828
41418,139615.74397117004,27537.706911952133
41419,152445.99074044343,49672.79600990822
41420,161017.77220640267,64600.352400805976
41421,166935.7640286629,74964.03696438609
41422,170872.5327707168,83139.9679807295
41423,173331.86610460372,89037.94800969676
41424,174661.92244003277,93853.22298805328
41425,175399.19897694385,97623.55681154801
41426,175710.80719191142,100887.43855767683
41427,175648.0303818546,104135.24515935653
41428,175516.32125317544,105951.56669973518
41429,175116.89985079493,107236.08852028968
41430,174209.404564257,107635.83093055384
41431,172733.6936324614,107198.97681452936
41432,170647.74332170605,105541.68874407138
41433,168042.56627976487,102434.89709644997
41434,164995.3363952245,97324.7098729692
41435,161632.06968933603,89955.38652788533
41436,158157.13092783387,81849.45712446468
41437,154596.5887897224,72285.52393942256
41438,151162.9193945888,61629.82813118882
41439,148127.06205636,51659.705820749325
41440,145969.72089769092,43590.71008316719
41441,144990.3017564982,37711.374639238034
41442,145488.66247148634,34919.819215046904
41443,147488.29771375604,35846.54127854393
41444,150615.99328500105,39910.378187825176
41445,154330.8876461714,46763.42177806455
41446,158053.30540007044,55527.29239393962
41447,161478.66955649506,65902.77062354496
41448,164129.80159886804,77165.406973076
41449,165794.21306208204,88108.19960613773
41450,166467.60454581602,98338.71990932019
41451,166188.6111977118,107357.01193135386
41452,165423.10970932333,114754.9987346182
41453,164629.96642608708,119318.73779535585
41454,164223.8471328808,121190.76782895628
41455,164188.4049958965,120627.11176406151
41456,163944.66064057895,117875.10567705146
41457,163299.56643027675,114039.55160347218
41458,162017.04731731155,109531.03245823071
41459,-111395.57787571268,-187762.70817180528
41460,-112528.68214400284,-184703.71662067858
41461,-111485.1234364745,-180455.15423831766
41462,14829.586770351489,-106444.78911155023
41463,27647.796037731685,-101679.41792315908
41464,43023.04272930264,-92111.98580660584
41465,63105.24954365281,-75867.08016155785
41466,86137.08722066022,-52527.51184425289
41467,109226.18491919155,-24394.918561396706
41468,129164.1848172206,4914.238869217181
41469,144198.36868869455,30571.985658082303
41470,154864.08288053333,50317.42001897525
41471,162456.03639004793,64779.44657765546
41472,167910.59744735458,75452.68477651982
41473,171698.47306098405,84237.2778629106
41474,174309.56527335715,90824.86036661867
41475,175934.39521938964,96088.28954960586
41476,177004.75383474573,100043.62710650143
41477,177590.59350261107,103209.85045384217
41478,177646.45936838805,106155.5602982973
41479,177472.4561608463,107689.01529815918
41480,176772.3741772342,108568.17193437484
41481,175393.57702225543,108650.39973010015
41482,173303.29469627634,107959.08246473971
41483,170486.6652167175,106085.80251947817
41484,167121.4501013778,102819.52129886906
41485,163363.07492671942,97728.31651845272
41486,159415.6369456176,90424.9714546001
41487,155435.4299175733,82125.15119128395
41488,151457.54164692957,72238.20849073403
41489,147559.11862850777,60752.85137923484
41490,143829.34302943805,49136.23908091053
41491,140615.64840398525,38570.43386638141
41492,138466.78696281745,30175.32852929629
41493,137477.54643546318,24101.812651699445
41494,138175.80491017853,22047.915122303748
41495,140214.91339247732,23472.45048341363
41496,143183.96497291347,28045.860620415275
41497,146645.74477800846,35300.5895534438
41498,150236.861220389,44904.91536130508
41499,153459.591799538,56389.58241134217
41500,155864.8580371624,68244.11173288025
41501,157296.76737550032,79714.71942847027
41502,157767.83098281117,89897.68311387309
41503,157771.30455492577,98256.46596489899
41504,157814.0699061384,103228.8888217411
41505,158305.47884928153,104991.2140867296
41506,159090.69319158024,104138.8730820795
41507,159434.30209145593,101311.48066669592
41508,159230.30815263133,97637.2506517642
41509,158281.31184834425,93460.27789186718
41510,-95768.15784652444,-186351.73633897357
41511,-99995.2686313183,-186873.58101246948
41512,-101661.93137074873,-185942.37266378943
41513,-101918.93336351679,-183487.45702171736
41514,-99777.55902021215,-179505.60941136116
41515,-95324.4077373337,-174305.40262157973
41516,58973.76665053076,-77698.86838063148
41517,69543.90781773326,-70308.87919720811
41518,83790.00736843894,-57406.95768894095
41519,100197.45948365434,-38989.57994277017
41520,117157.44033084705,-16702.7626955129
41521,132734.85907907668,7300.8542951344425
41522,145369.82840897757,29538.431089853148
41523,154901.5258158014,47814.801541157416
41524,161981.81647584296,62013.345550408
41525,167356.1942636639,73216.94575024112
41526,171292.96446140116,82808.13753539574
41527,174186.59267908393,90113.21825018026
41528,176223.08672764368,95924.51484739264
41529,177624.460440912,100126.33153214032
41530,178436.98343450532,103462.32386135127
41531,178523.39084032958,106385.04432384872
41532,178168.72817013192,107828.65185759508
41533,177053.77987300887,108634.82609414376
41534,175108.45306381962,108674.53652812546
41535,172304.58353827804,107949.0806870182
41536,168711.17373150797,106109.42453490483
41537,164591.05614471086,102942.92005449905
41538,160094.0587093438,97981.03269705843
41539,155564.3912145885,90767.27454142502
41540,151215.11582069253,82573.84769175702
41541,146754.36529176004,72082.6849574763
41542,142373.88180192024,59490.762056241794
41543,137876.05097530026,45867.756290021156
41544,133408.401595903,32317.757582432096
41545,129546.618155523,20298.30719246305
41546,126426.05804028461,10189.922607443354
41547,125058.21098792345,4229.6727094821545
41548,125194.32145280339,1866.9104933911585
41549,126696.2303010221,3106.171826261023
41550,129228.20027046319,7429.207156662676
41551,132591.89271214663,14817.176644547653
41552,136435.7145625148,25141.91134202738
41553,145202.70906456606,60139.82127705811
41554,146895.64236384077,69256.82062957821
41555,148356.6785081011,74677.06208411697
41556,149937.85580471385,76674.94923246106
41557,151497.78555476083,76237.96646281972
41558,152288.18194502994,73903.11947951827
41559,152448.23878562148,71144.46711718314
41560,151863.73992977245,68109.52136776563
41561,-81807.6948837876,-181207.81196802674
41562,-85812.43302676581,-182645.86390099186
41563,-86971.3370460468,-182420.99876833806
41564,-86385.14713001557,-180439.8518649517
41565,-83160.8009852403,-176759.18544841546
41566,-77369.95424061139,-171475.79035920824
41567,79720.40570581461,-57701.74871625019
41568,86112.56320477367,-53474.49252876677
41569,95420.00933624693,-44810.79997054343
41570,107054.07301652685,-31084.023057258608
41571,119941.39848131922,-13702.219228896778
41572,132503.59946069337,5869.701715645308
41573,143481.68162658086,25103.044216682225
41574,152265.28255931643,41820.91364271183
41575,159415.75377242174,56111.767148449435
41576,164974.69416045537,67736.63714141524
41577,169253.74777586613,78023.7090360431
41578,172683.01618340943,86293.7095502652
41579,175176.71254470292,92754.73012352193
41580,177036.21596531366,97656.16077666702
41581,178064.15833436296,101460.07418224076
41582,178178.09806531758,104813.63296415491
41583,177623.6625727438,106578.29488155196
41584,176138.1838983553,107674.96657600382
41585,173592.92129754403,107970.84512615133
41586,170054.87412766222,107471.50651926694
41587,165658.56171941978,105889.72392692651
41588,160710.91130389753,102953.60335520442
41589,155401.92960067853,98230.34560141298
41590,150133.2344829694,91091.94087225135
41591,145209.85850238943,82595.17069172408
41592,140287.10884064715,71503.55566369416
41593,135162.1866736893,56870.68688894745
41594,129470.37842394455,40005.53225477084
41595,123140.58424012426,22475.71151696962
41596,116204.16783423777,4888.188935070466
41597,109870.47745491896,-9989.118246194426
41598,105342.34747775117,-20508.715642535062
41599,102429.01725114121,-27303.37416027482
41600,101186.99672069793,-30432.7966520575
41601,101587.4213924881,-30207.42176395368
41602,103385.0444230536,-26985.29614181621
41603,126260.38601637768,21083.04957175383
41604,130131.30006799076,27840.305986683437
41605,133587.41214264097,31856.993877706656
41606,136520.33850348712,33763.9680764567
41607,138390.6573144236,34178.47579531498
41608,139661.24466286352,34362.52065722915
41609,140248.1327391258,34357.63444841995
41610,-66694.75553619694,-176150.5283908188
41611,-67836.03362714869,-176663.27566252465
41612,-66881.4535561556,-175175.02215478913
41613,-63034.96642398757,-171748.7405917616
41614,-56103.64138609006,-166181.78296369183
41615,-46291.745613505154,-158713.17251097152
41616,-33197.29711607703,-149180.9329810115
41617,-15985.322253685335,-136723.29767772218
41618,4748.460301578896,-120699.96391731652
41619,26380.529630101904,-101832.78449806085
41620,47414.96833315318,-81275.78380443656
41621,64376.241818311566,-62060.60524533669
41622,76917.3298101941,-46603.78813093668
41623,83567.24260713992,-38141.06030055787
41624,87115.96694880488,-35887.729209199395
41625,88171.46069914511,-38487.80018027339
41626,88924.4894428302,-42145.29470958865
41627,90584.74142463852,-44161.38617815772
41628,94110.78955091527,-42703.17598167419
41629,100412.3636782891,-37314.44967125259
41630,108655.69756687981,-27640.757677560163
41631,118379.65804744975,-14747.69194933615
41632,128870.84133058607,1106.5089675900817
41633,138721.56706563686,17615.73256640324
41634,147320.80267589103,33138.528926082996
41635,154527.9703095495,46827.68602214204
41636,160588.0465950395,58932.65489457241
41637,165558.28719830618,70108.85995998056
41638,169534.84086214498,79039.36700135117
41639,172742.01553665783,86652.15213512315
41640,175062.00010101884,92413.67384914405
41641,176336.97971488576,96940.68280383862
41642,176513.6988662698,101023.6750293102
41643,175814.8466602401,103485.57835126854
41644,173949.7392509574,105160.08252141494
41645,170929.63653513812,106007.66627036362
41646,166638.13679287053,106034.7062088669
41647,161464.8425700395,104933.1233637635
41648,155653.4543873388,102536.32627671455
41649,149477.5624107347,98232.40682260017
41650,143466.15549536346,91377.64095106153
41651,137883.85614107497,82499.86671508313
41652,132627.4906075123,70558.76638201259
41653,126958.1484822252,53869.41944968432
41654,119716.14341788349,32802.15689273985
41655,109834.91635964747,8458.977700804768
41656,98620.64470446407,-14919.564958781928
41657,87458.85640925926,-35091.707074079146
41658,78561.03048254675,-49918.52316222912
41659,92377.45562630414,-36260.613157957894
41660,100397.19046920637,-28013.69414139168
41661,107717.29174601196,-20602.210340277838
41662,113492.50907657557,-14496.530520253444
41663,118392.3347362393,-8650.057616730133
41664,122280.55855797106,-3264.428311669217
41665,-44008.06697558292,-167051.25400415988
41666,-45940.446129442316,-168392.26777067062
41667,-45207.79377912663,-167458.66610702302
41668,-41161.48956437884,-164153.5716217594
41669,-34430.51112466078,-158728.45665506786
41670,-24621.024493222045,-150930.00000290942
41671,-11187.117375497139,-140372.21203393937
41672,5348.137891971564,-127045.06827680371
41673,24036.442462362364,-110752.60512637054
41674,43381.48810444395,-91855.72877106459
41675,61351.985449113,-72190.59116605515
41676,75694.25373232964,-53965.20838252568
41677,85462.14748227724,-39949.95900418093
41678,90728.97230989467,-31304.319216024483
41679,93226.05698707738,-28216.950808004804
41680,93455.32692360217,-30110.187023010487
41681,93242.02373105119,-34017.73757305823
41682,93457.09688012235,-37270.12520605921
41683,95456.15769859166,-37491.73228016468
41684,99644.1549269917,-34868.807075015095
41685,105558.46888510852,-28496.63103371735
41686,113310.59019361035,-18973.86158409756
41687,122174.27864899804,-6510.3808295160925
41688,131099.1814879939,7314.747365705633
41689,139664.02922981186,21445.26515228622
41690,147305.83956029845,34691.4214114809
41691,153992.20521176507,46860.3247792958
41692,159804.05804928788,58720.33742463795
41693,164660.5393872061,68650.03545389354
41694,168491.2836838392,77005.35199079079
41695,171372.23964142712,83759.84730795212
41696,172938.2912659355,89174.54690114182
41697,173276.77937342325,94072.53801756544
41698,172501.07381431723,97299.28799774834
41699,170395.74280481413,99765.36835310348
41700,166821.5056981786,101374.39000949457
41701,162038.8916572714,102147.47677288299
41702,156296.77336966596,101792.41502686735
41703,149632.7041921776,100155.64960582808
41704,142691.59233335784,96668.50839841756
41705,136238.79114526106,90581.79794947071
41706,130176.12277634136,81763.13844188565
41707,124599.01385656273,69030.01742436024
41708,118504.78429536853,50208.24645519085
41709,45003.658293104614,-90752.25879103513
41710,57431.65026387568,-81032.92071759595
41711,70263.97529542749,-70088.57646496929
41712,81593.64361694644,-59303.98296123481
41713,91886.67331096788,-48311.668704464406
41714,100915.4244763276,-37392.927225812935
41715,-6199.233913509335,-142388.89984322008
41716,5385.14773957734,-132244.9952993124
41717,19542.679727693554,-119491.47347082113
41718,35127.26090093507,-104364.63503536343
41719,50975.18699690649,-87342.57087601787
41720,65286.932510428756,-70309.40060094521
41721,77128.94256782481,-54012.17121959904
41722,84844.14845017633,-41678.480375243744
41723,89250.9746687698,-32802.492143316274
41724,91145.37521709964,-28837.13542716779
41725,90987.95757011836,-29542.494870506576
41726,90351.12689322652,-32877.793715633146
41727,89903.74538892697,-36443.070671560024
41728,90903.30702000961,-37850.20702916603
41729,93744.84895899096,-37223.08767106748
41730,98243.91426995269,-33226.21415191723
41731,104542.23140596611,-26606.455131866052
41732,112208.40658635263,-17053.032234217695
41733,120680.31757570432,-5398.4073419699125
41734,129129.85454503413,6946.204432278042
41735,137378.97916546193,19555.427120502776
41736,144947.96434432728,31715.4462915662
41737,151809.98694299394,44082.558492228614
41738,157646.0422119976,54757.5864499886
41739,162337.93480335735,64001.63197955581
41740,165783.37490983243,71461.17031882679
41741,167762.82139864107,77587.27785704259
41742,168379.78204270848,83289.91132136402
41743,167670.42822215072,87205.41066620726
41744,165440.06799898608,90359.01963887468
41745,161717.61542319693,92608.08597418066
41746,156622.22073283372,94049.34136135282
41747,150422.17911501895,94364.28848588972
41748,143535.35722273862,93473.8773723695
41749,136208.16065210899,90781.67917555125
41750,129273.23653559969,85421.9809149018
41751,53794.26441139109,-90025.65662891863
41752,68658.7689544331,-76193.06405549709
41753,82395.40333206428,-61681.37254898288
41754,151803.49739520444,38938.01718252041
41755,137878.8393479407,10199.088432153374
41756,117387.98271336948,-23434.18550506374
41757,91981.8670974272,-57061.26664125675
41758,36737.2182833633,-103444.59401188401
41759,48833.743415706995,-89424.71049486237
41760,60396.66369243887,-74828.66130050314
41761,69606.5323819134,-61426.18159238895
41762,76093.64360777629,-50470.0880437364
41763,79608.36160691033,-42281.03259538057
41764,81277.312651254,-37578.702646363854
41765,81315.69345566921,-36641.56771685343
41766,80816.28490430137,-38671.1861041717
41767,80332.16728698011,-41617.43779445169
41768,81033.95292040413,-43277.06556797042
41769,83507.44748300944,-43512.56616811192
41770,87169.37794578793,-41194.832082128574
41771,92503.56882094007,-36801.98123404478
41772,99436.33533001007,-29548.992501523266
41773,107448.26682095144,-20079.72366354034
41774,116070.93701274594,-9258.245499625998
41775,124753.53427447533,2188.1093706171814
41776,133260.285855521,13963.564715138033
41777,141335.85433848022,26574.346704883137
41778,148343.76048689111,37890.817275091926
41779,154042.7867705445,47861.483999894095
41780,158299.80571072057,56170.5669216489
41781,160914.88474059277,63119.62327293921
41782,162049.74227087156,69527.1265941376
41783,161715.05012905953,74163.79321893258
41784,159724.89069947682,77903.99022257808
41785,156284.4540986377,80784.55692252712
41786,151394.0149747334,82770.73171881623
41787,145415.08734624583,83607.35424656804
41788,138610.82689931823,83036.94418892321
41789,18399.794284141324,-119728.39503394108
41790,35777.927275087575,-106710.83931132633
41791,53737.267752054846,-91399.23524276883
41792,70991.59421612872,-74604.15849934079
41793,159558.74788499007,48796.63741388965
41794,147271.20829336252,22798.25093315376
41795,129614.33560498609,-7911.717968908233
41796,105941.28687775452,-41637.236293031885
41797,79840.6536839089,-72502.73961618551
41798,19697.605135716374,-118697.62511164535
41799,28271.064894019146,-108608.41796014212
41800,37186.661053823525,-97379.23904580467
41801,45534.89266105437,-86261.05537068321
41802,52360.76587799378,-75927.20268283805
41803,57319.36144504598,-67228.88620385769
41804,60073.64655163935,-60225.067007613485
41805,61605.99454084213,-55483.77140505647
41806,61788.52478066877,-53361.051176325636
41807,62224.99129962128,-53419.13707546277
41808,62436.36029818828,-54839.467628000544
41809,63997.15981715795,-55354.93458717081
41810,67041.14813238679,-55316.80597542844
41811,70649.97126872756,-53726.251581743745
41812,75847.91755727964,-50563.058407165685
41813,82439.90983769414,-45042.63442860578
41814,90353.95971900408,-37315.65149599573
41815,99246.22584595707,-28045.786783032687
41816,108720.60043911752,-17581.200914268942
41817,118248.25328154257,-6454.524221662745
41818,127722.57270616546,6070.045127546073
41819,136214.65440326458,17959.586392008343
41820,143265.34629262896,28713.8444872197
41821,148728.47398168896,37950.8615716879
41822,152322.20537168882,45818.50441178004
41823,154432.165130548,53306.31334778103
41824,154892.97549530867,59065.16136930467
41825,153616.68977362083,63874.33046576843
41826,150734.2127640693,67786.57430858465
41827,146489.6961608431,70808.72052076485
41828,141205.5372929765,72620.00999859866
41829,-8835.082962700537,-136704.22940458314
41830,8859.685040788863,-125788.34238009763
41831,28176.52805612867,-111955.47747823628
41832,48835.332823735014,-95014.26380805924
41833,69024.67405708232,-75928.6572223644
41834,163055.96317326004,53524.95402868006
41835,151312.10302432257,29103.382818342674
41836,133878.99408557682,-1438.369841474021
41837,111226.56144890127,-34254.18908675997
41838,84832.12031268916,-66093.61136472854
41839,58720.31930271606,-92617.29311321818
41840,578.6118206381361,-132142.24778951466
41841,5250.676028163529,-125662.4617178753
41842,10271.75182819453,-118386.71885396153
41843,15501.932373063755,-110443.30926479807
41844,20656.82810133085,-102646.72431326972
41845,24968.321228355133,-95427.98734554311
41846,28332.81529615613,-89194.32712308434
41847,29843.48627169746,-84112.98709601058
41848,31017.155635943,-80118.79815174652
41849,31435.11977963221,-77487.78021097631
41850,33175.57216576474,-75857.02095717168
41851,34990.073090156075,-75170.4669510151
41852,38263.938066890376,-73897.73290976488
41853,42978.06704711626,-72620.00090719594
41854,47443.212587697315,-70755.340431972
41855,53519.49031655725,-67794.47252506355
41856,60663.431758164275,-63045.83756260461
41857,68986.22152299459,-56576.763876468394
41858,78582.42650250954,-48466.89391492306
41859,89289.76495542006,-38752.979358307755
41860,100236.8462434519,-28115.626187789087
41861,111380.73090619403,-15714.795449818703
41862,121853.39585755568,-3181.218882705056
41863,130581.04260801074,8374.106497499408
41864,137477.49790908844,18484.84835595994
41865,142450.96570500103,27433.897977973167
41866,145922.06104828243,36240.50799405447
41867,147584.83451422874,43457.74433995639
41868,147427.61289329233,49865.502882054905
41869,145639.34067237828,55489.07811348003
41870,142491.04163788885,60399.04778996256
41871,-27683.26051669118,-143805.42106239777
41872,-12015.418480724235,-135762.48686392434
41873,7643.389710258991,-123840.36920003436
41874,29890.550080993817,-108003.13728580895
41875,53165.68402920054,-88780.14144140651
41876,75224.29417498641,-67537.21570352848
41877,162239.73053136174,54010.55728746231
41878,149415.7673013135,28402.66128752989
41879,131346.32796380113,-2276.7695377253985
41880,108001.53236899391,-35262.86226939314
41881,79666.54703993266,-68391.90816757508
41882,52152.74953321093,-95248.59483888079
41883,28957.21260129429,-115001.96990175395
41884,-13951.326435289418,-124830.5648672516
41885,-11508.932348034788,-119601.17604148184
41886,-9047.721263149178,-114644.9431952686
41887,-6627.538248105651,-110221.99415331049
41888,-5116.372817820156,-106231.5110294141
41889,20779.028811267373,-87978.30478586667
41890,28324.340372821778,-84755.91089252154
41891,36666.128876385745,-80254.87282747719
41892,46108.888103957644,-74318.39446587597
41893,56830.14802050046,-66994.02757843734
41894,69133.04180837993,-57725.213890739695
41895,81704.46407566273,-47508.075884555365
41896,94746.3809143922,-35211.656897056935
41897,106888.45739799636,-22628.88434810195
41898,117179.63001292036,-10794.927782201194
41899,125612.63307890405,-26.914659714893787
41900,132090.04190543867,9886.011386262682
41901,136954.58200074514,19711.208457197055
41902,140023.21098491672,28485.84736319082
41903,141216.12653589906,36598.97482391114
41904,140828.4172418104,44206.01856463106
41905,138989.00923146034,51561.30265116529
41906,136026.5343597305,57924.79831693305
41907,-26846.319219516954,-138214.09655003354
41908,-8140.742376602626,-128559.22858773396
41909,14911.391253383314,-114221.57300871724
41910,40376.362034113445,-95329.16557528512
41911,65695.95580875054,-73192.25257791094
41912,88775.27688256068,-49357.125787878365
41913,156363.95092418054,49543.30893808028
41914,141593.4615145005,21606.48360635813
41915,121131.08485956899,-11172.175626310272
41916,93206.74681205495,-47660.2741441398
41917,62133.81422584322,-80704.53190309471
41918,33624.29517771407,-105833.60615446801
41919,10122.046653257486,-123820.83289769094
41920,-7683.460106815342,-135956.43612191337
41921,51491.52532408893,-71760.0524552389
41922,65363.97236884873,-62192.573964804644
41923,79647.09068438418,-50596.26528453715
41924,92892.03545657988,-38642.5566443422
41925,104355.84997333965,-27097.01825122841
41926,113920.63552659018,-16375.287268868924
41927,121623.8578523433,-6195.8493890318205
41928,127810.85801249191,4310.82254216318
41929,132264.73043297432,14231.39602666768
41930,134948.4059671365,23994.354462786425
41931,136089.87544688256,33943.44100945594
41932,135838.45530859748,43758.3326372631
41933,134303.96291234845,53107.51328266597
41934,-19154.120331656726,-126698.35886328474
41935,3699.6166301658013,-114299.33509931728
41936,31577.86184388261,-95545.32427308819
41937,60426.725032883296,-71808.52161222915
41938,86246.49043633338,-46344.97602534145
41939,106265.73970388147,-23170.248962249847
41940,144206.51303252063,38668.82240961149
41941,125537.73304205833,5923.320185036886
41942,98124.51346090429,-33116.267856009144
41943,63700.241243391334,-71581.13008422425
41944,29833.476214113703,-101805.5303388272
41945,638.5849544844459,-123258.17926806674
41946,-20331.01377070445,-136834.9165142035
41947,-35561.79915871685,-145756.9564506606
41948,68217.45739571814,-60415.246540354696
41949,82075.08131522246,-49322.33204038648
