,sigma1_crev_clean,sigma2_crev_clean
1952,11655.534438681643,-150137.19368452855
1953,21328.935414152234,-140135.31680861535
1954,37219.90377064551,-125412.32459942506
1955,59381.13702288307,-104910.4369943997
1956,84789.46916237017,-79602.17821429527
1957,109277.84962068312,-52529.16803445324
1958,128369.21313584037,-29563.627435296803
1959,140905.33532798837,-14292.839501520226
1960,147688.98406895337,-7414.83388813991
1961,148939.00352977967,-9308.476875584529
1962,145421.7828446072,-18551.31834038692
1963,137928.33571158297,-33144.299385359736
1964,126132.6608702708,-52211.294911693665
1965,111385.87604864105,-72865.28010421136
1966,38181.87642933577,-142915.72499355816
1967,49943.117549979266,-125122.11687105117
1968,54132.309984607644,-120412.50195581111
1969,57409.52477567326,-116446.3225406472
1970,164075.07704836508,85106.52521451986
1971,154900.53532962612,71206.14675240645
1972,140636.03487993707,54441.113221916436
1973,117473.93483466232,30994.71823791448
1974,58274.38423727919,-28448.133462771097
1975,-65227.8143451503,-107735.48126479903
1976,-47847.51120035419,-228896.4175481922
1977,-26606.99370299239,-219708.8580757369
1978,237.30887444748078,-205131.48093709862
1979,33119.20004153717,-183967.56670345386
1980,69623.75899912164,-156727.68999624005
1981,107943.57332218628,-123615.52388050582
1982,142533.6256371201,-89629.00314796226
1983,171326.2358734211,-58252.897175498154
1984,193775.3472129749,-32086.34892350243
1985,210695.5346797295,-11928.936738995617
1986,223459.02657932625,3330.685604639424
1987,233257.45586391413,15145.599113643228
1988,240900.41603808483,24761.456932222398
1989,246830.3422847226,32852.98260560083
1990,251073.67548569397,39458.88309119338
1991,253508.1274633184,44389.249440370695
1992,254063.09537872561,47006.38117618124
1993,252776.00800414698,48112.185291748596
1994,249988.36897109746,47672.75977698277
1995,245525.86093911255,45524.52942123842
1996,239159.8079395265,40293.54710121323
1997,230593.05679739203,31273.557131870126
1998,219936.17473957821,18619.87659560461
1999,207127.79437763558,2487.681154343605
2000,192527.5447220063,-16067.638880535014
2001,176087.1864231598,-36033.218501303185
2002,158803.6378216481,-55655.39586663483
2003,140374.41503741135,-74582.95927125443
2004,121937.46359645601,-91701.3123150687
2005,104167.66232001422,-106418.38525201641
2006,87221.42931080383,-118888.80614621183
2007,71144.57999326523,-129379.47922146208
2008,56419.84529729473,-137759.3580420725
2009,43006.727051292924,-144277.95500228737
2010,32175.55140306802,-148468.0011957548
2011,23411.130718837805,-150869.11870472616
2012,33415.20842655147,-127639.04377691327
2013,49880.95585921904,-111511.87680607688
2014,71986.75180608314,-89814.29527071674
2015,94530.02251920919,-66291.02883159171
2016,113990.63642856375,-44934.94206316721
2017,127355.39849346897,-30637.994565045265
2018,134943.8870894027,-24491.49348626897
2019,136773.18239235936,-26835.27983267163
2020,133843.63853712828,-36084.83046921513
2021,127336.8638497353,-49599.448010535656
2022,116991.74112225234,-66670.92585777352
2023,104290.37450758115,-84672.42677628587
2024,65502.91028708186,-127695.86405544238
2025,43488.86357078398,-143618.67901765706
2026,40689.79941478905,-143883.90208346624
2027,39461.043474381164,-142719.78431912273
2028,50974.80827456196,-125704.75066990322
2029,55102.22342301005,-120836.48319585316
2030,58550.28187009474,-116524.38758510983
2031,154588.756789097,86576.75295267213
2032,146394.7955901976,68477.74103176221
2033,131844.63924937707,45207.35027100226
2034,103672.63722947749,5913.346324387348
2035,30202.316395781825,-73637.86194970211
2036,-37340.99791771602,-126915.64311669141
2037,-61051.317176010496,-156514.45546070073
2038,-47898.62242466347,-235520.6662678009
2039,-28135.11818031408,-226637.4675200843
2040,-3201.5496108253283,-212722.7313283406
2041,27151.89228923568,-192920.9895898566
2042,61101.39154572364,-167558.76503753208
2043,97316.41441264836,-136553.2196045211
2044,131131.9694819657,-103696.58512152424
2045,159853.9477918635,-72466.90989071765
2046,182964.64050790673,-45105.23933837465
2047,199933.5270358856,-23917.13558443921
2048,212780.56398769675,-7364.013556955499
2049,222437.75003560743,5747.754850481622
2050,229812.97119414064,16686.353957839514
2051,235513.21172054345,26057.814076029186
2052,239550.5544513731,33672.88238876415
2053,241654.8411904018,39056.18887738926
2054,241781.43883898764,41754.80569178102
2055,240112.39711941674,41994.61496869492
2056,236924.1506173441,40046.34734071084
2057,232150.623926426,35358.32890221907
2058,225437.9705414606,26843.236842226353
2059,216442.1057778186,13695.295675379559
2060,205461.48034240177,-2684.8340620854433
2061,192723.36085556552,-21215.758197402174
2062,178927.04608191992,-40134.931141570836
2063,165013.0156193271,-57588.15665742313
2064,151249.00108339294,-72953.36662768302
2065,138050.6276553874,-85827.00937903355
2066,125311.0492994266,-96575.35919772553
2067,113385.52478968364,-105109.49913287396
2068,101932.48103234297,-112075.0853786878
2069,90551.7035552382,-118082.59223251004
2070,78799.11846420079,-123610.10067020592
2071,66993.28706866365,-128639.28566063287
2072,56909.78894637292,-132185.78200634333
2073,46370.36785965149,-135747.4873110145
2074,99762.15887081854,-58775.36682914781
2075,112937.70919382371,-46308.06978859632
2076,120894.5799095316,-41151.204287550565
2077,123438.24880727036,-43689.77859980233
2078,121221.95831357726,-52495.57492393389
2079,116041.95734388763,-64588.26196154307
2080,107613.3134403314,-79407.14625007013
2081,97405.71127607756,-94626.40697531302
2082,86043.42702696868,-109158.81887675161
2083,75710.3277613355,-120939.90786584097
2084,65949.52072887198,-130625.46032687093
2085,57661.17710856521,-137624.00234340382
2086,52173.9473298256,-141189.11582099926
2087,47130.6368433632,-143452.5043622409
2088,44578.319365815296,-143242.93759335612
2089,43389.78463200272,-141705.78563965723
2090,43903.36021748412,-138763.1837622468
2091,45780.555266508505,-134811.0396160778
2092,49249.61014737433,-129794.3951830678
2093,54105.017401401856,-123946.88049113436
2094,58086.71226047996,-118862.79127366448
2095,61653.94332942594,-114122.50260233853
2096,151744.4475210535,75447.2682651045
2097,142826.07026017457,52226.68397985177
2098,126005.16590525393,20959.66864323491
2099,91936.36905393496,-28420.834657696807
2100,29906.208373956466,-93214.55930012134
2101,-22182.43617839741,-137244.02855404935
2102,-49971.39584959234,-165681.95771898967
2103,-64315.376460912164,-187579.02889435046
2104,-48132.05834138817,-241819.79809755314
2105,-29351.23440239222,-232917.48777240067
2106,-5690.783478244688,-219141.4914018431
2107,22562.100239513442,-200203.7536910043
2108,54692.4137774285,-175743.60738921777
2109,88631.48617601526,-146451.33533491494
2110,121156.66097728556,-114685.44416606441
2111,149514.12638957446,-83529.86218970857
2112,172421.85642178706,-55713.37790192164
2113,189102.28333632438,-33900.962107800835
2114,201179.52352168417,-16919.752977784534
2115,210226.89412772813,-3243.5650824971963
2116,216932.37558447436,8155.51593559992
2117,221940.02543844067,17993.193067997243
2118,225221.10297774558,25888.44399636054
2119,226545.5192894694,31054.62152725867
2120,226075.14959961927,32813.970119136575
2121,223657.65131355944,31198.163467316903
2122,219954.99175136242,26385.14476485786
2123,214706.85026897214,18123.31355616459
2124,207539.97281267116,5544.675801680758
2125,198126.30793577986,-11051.893253975839
2126,187351.93788960797,-29373.822260209636
2127,175899.8317077685,-47409.69517441257
2128,164773.10781303325,-63474.04283109974
2129,154888.25301920527,-76236.71421708667
2130,146122.13529544463,-85837.23715042447
2131,138463.12753604603,-92474.1669251698
2132,131500.95690057907,-96891.49738047327
2133,125322.02164277791,-99271.58258102073
2134,119277.2325479523,-100530.03257269418
2135,112801.01581774243,-101479.34757798903
2136,105593.49284173525,-102596.83959656424
2137,96649.83000094711,-104910.28091424445
2138,90133.95345449132,-66436.09103674685
2139,101360.6312106773,-57213.38944749787
2140,108681.46997432609,-53901.791077354945
2141,111088.73563905156,-57361.341137785
2142,109672.2652746139,-65768.19342121611
2143,105826.32493306018,-76741.14452800807
2144,99359.4538687432,-89574.0076323454
2145,91538.30261388337,-102435.04202250205
2146,82711.0057995008,-114610.84589629446
2147,74781.07672556801,-124293.14102608312
2148,66962.87170461203,-132363.74072807955
2149,60302.46579446743,-138004.32527848706
2150,55760.61602126286,-140685.06624303877
2151,51705.053667568805,-142044.45561178416
2152,49762.397542431514,-141119.34988052648
2153,48833.13255494137,-139083.712661824
2154,49413.32460739714,-135738.06284144244
2155,51286.0913018803,-131413.8247473981
2156,54643.92704323398,-126071.39594344665
2157,59480.03066811446,-119761.90091117664
2158,63390.149338233736,-114313.31065272498
2159,67071.86720553973,-108976.833674765
2160,142829.33149714087,37097.28148825872
2161,124904.16919380389,3736.7876968862256
2162,90194.48156075712,-45626.597544717886
2163,38153.09804093806,-101306.32954740856
2164,-8582.479509316647,-143289.29539168542
2165,-37981.19845831461,-171888.90018137463
2166,83050.37679768316,-152726.03082814548
2167,114084.81374826033,-121683.46889714278
2168,141451.26629659813,-90776.5107972331
2169,163331.47177606085,-63070.89200390137
2170,178848.6051082813,-41405.617465965755
2171,189621.01909685472,-24737.489627576884
2172,197150.59470783846,-11523.057642537431
2173,202354.4132886916,-729.5213995109225
2174,205970.17594431178,8482.985504246739
2175,207922.41002744186,15591.799272444085
2176,208211.1072791904,19367.80628618096
2177,206498.3703829124,18850.347280713715
2178,202996.37134848337,13785.943124792582
2179,198117.16804480867,4777.0669320050365
2180,191996.82451688693,-7738.657705072896
2181,184331.61626458378,-23602.18251069472
2182,175095.17900198617,-41552.127120493664
2183,165862.76769294674,-58711.9059707426
2184,157346.39963877958,-73391.873072049
2185,150458.7292953303,-84535.62047073554
2186,145679.3859742855,-91544.10382063495
2187,142549.31563017712,-94918.37545161863
2188,140658.31773741648,-95251.87793936799
2189,139406.37329322685,-93387.53775667574
2190,138789.39565535705,-89581.52549687546
2191,138268.64252799904,-84694.74435538838
2192,136420.4655696408,-80190.23116816263
2193,133166.95984356327,-76577.66528902078
2194,127791.36444456535,-74884.49277182139
2195,121446.83238737786,-74506.8005571283
2196,111518.59890166887,-77827.16541973963
2197,101424.88555496093,-81460.34095163146
2198,87813.532767315,-65744.71567459517
2199,95140.91520925978,-61269.82435972811
2200,100223.57886479105,-61220.72799067057
2201,101781.19642692503,-66614.67466184635
2202,100365.68635527222,-75592.0106131621
2203,97430.42058226875,-85864.36513976716
2204,92516.13916951213,-97347.12677142968
2205,86894.45785329782,-108189.16621948284
2206,80193.38141786114,-118634.46316138688
2207,74301.38299289618,-126666.9511230213
2208,68569.66902274062,-133058.04005717396
2209,63476.75928267274,-137472.9257484721
2210,59981.54410922967,-139260.42298714904
2211,56922.99329694729,-139710.26349071134
2212,55766.2700492951,-137956.68480037467
2213,55417.35491227143,-135172.29887625267
2214,56357.282005955734,-131165.1599025578
2215,58476.42543671956,-126185.47876410099
2216,61906.85635313239,-120256.07976593896
2217,66792.77448916758,-113307.98116453717
2218,70687.204901571,-107228.35303068275
2219,74469.16834099483,-101268.55462890802
2220,82393.93394047764,-86539.85356339562
2221,147094.86049737042,30502.50129510522
2222,129340.82176752196,-3282.885730969545
2223,98917.1727628689,-48761.63040757892
2224,53939.67532487234,-100870.24204462496
2225,9387.483912861804,-144134.73315117398
2226,81467.54461157334,-154910.6883855646
2227,110764.64332398311,-124364.73410897561
2228,136831.18084155492,-93436.68606112612
2229,156842.47898868457,-66417.06738731207
2230,170282.3585465536,-45730.60255261439
2231,178739.9006901619,-30405.508903939262
2232,183863.90494431357,-18784.128695586027
2233,186638.04018921842,-9858.966103797939
2234,187880.6596857914,-2772.9176781182323
2235,187742.89935111866,1967.1239663910965
2236,185748.41092548566,2459.817857365546
2237,181954.3656496525,-2357.7407008989103
2238,176536.66190267177,-12442.291072326625
2239,169928.72159617947,-26230.406953288417
2240,162966.01709528582,-41792.54928235476
2241,155690.8261073163,-58157.89945083676
2242,148256.24184058554,-74207.16584812888
2243,142394.81796519825,-87263.72109498738
2244,138293.07919908984,-96861.80557527012
2245,136584.14335366266,-102284.49326875733
2246,137355.4886846488,-103353.21678835666
2247,139955.09105914616,-100617.41920801855
2248,143731.14161006457,-94822.78027533506
2249,147793.1459937668,-86961.8812370594
2250,152380.09923693235,-77028.15539018853
2251,156510.03276974673,-66321.59376610315
2252,159061.48587966827,-56050.096372886386
2253,159634.2898588632,-47171.729398265416
2254,157615.68150546268,-40835.590757708225
2255,153541.98458249072,-37103.459752050665
2256,146409.670319207,-37346.64687868087
2257,137769.4747054851,-39656.88114063018
2258,128305.35756130618,-43131.676920076716
2259,94578.33418237374,-55111.926881733285
2260,96156.74911898978,-57319.598785496884
2261,97303.95232179448,-62418.34899054597
2262,96526.17683357533,-70839.25231540375
2263,93924.43288480601,-81688.75751865632
2264,90961.44245019103,-92377.8970641785
2265,86905.36727314023,-103190.45860542654
2266,82447.3198083269,-113247.66550985858
2267,77431.1066633466,-122371.41366753074
2268,73286.7979388538,-129065.0812321144
2269,69000.01046036399,-134390.63242677436
2270,65614.72425214772,-137471.38886874754
2271,63413.449921952895,-138213.47329757712
2272,61633.14621142769,-137577.28272627093
2273,61589.07268581938,-134725.72063444575
2274,62237.7797966858,-130839.32819788542
2275,64049.47249502628,-125704.00118400829
2276,66717.55732029228,-119786.17876490389
2277,70538.432419705,-112813.04658357348
2278,75625.12614852477,-104915.963131482
2279,79589.84826566702,-98008.58144551878
2280,83379.5032207493,-91300.62200584156
2281,86216.39444013304,-85519.58097898366
2282,89285.18799735242,-79664.09151942658
2283,91599.25383027818,-74631.17613162263
2284,155387.7359296812,30222.988213535406
2285,139206.38541265723,-2911.6801531562814
2286,71901.14774809181,-97596.45647550205
2287,-21471.631051431017,-242394.48337340215
2288,83295.91595531537,-153547.7495830424
2289,111284.63636754626,-122663.84354286343
2290,135469.13750885686,-92083.26247516499
2291,153252.66607082688,-65797.58296011444
2292,163895.3087819685,-46790.53841956638
2293,169191.20344947852,-33816.80900601184
2294,170928.6683064748,-25041.815595619657
2295,169928.2296110539,-19864.408093149934
2296,167470.75580941193,-16947.695669534412
2297,163821.45809932693,-16917.223664331264
2298,158437.69730270366,-22063.080064291105
2299,151237.12017624342,-33121.087477382054
2300,142832.82593642746,-48481.28984059982
2301,134801.8627910792,-64930.2754463818
2302,128391.16791019318,-79940.92215735864
2303,123737.1897379763,-93199.56755722428
2304,120165.5105369096,-104544.24250875326
2305,118862.20096917842,-112444.90477563125
2306,119801.82700155633,-116632.74127167148
2307,123402.76684676875,-116563.1120838085
2308,129582.84451414621,-112105.55885631699
2309,137571.75315128453,-103757.01305865451
2310,146561.23357240445,-92264.21544884024
2311,155625.21486443817,-78621.49860464594
2312,164724.13234784518,-63016.27796921559
2313,172618.25543797642,-46975.714228903205
2314,178724.0358515286,-31554.26523019714
2315,181946.73016208527,-18123.782020736777
2316,182205.67146807216,-7772.910271186251
2317,179943.69623511808,-766.633653289915
2318,175002.60302713234,2319.140903372201
2319,168042.00430746214,2473.7289507593523
2320,159799.41215028038,578.8934347411996
2321,150192.23879068822,-3361.4672616314056
2322,108497.21258361984,-35921.25714109841
2323,104062.99641286817,-45996.2688069208
2324,100307.0391829861,-57432.885948044306
2325,95613.13697917189,-71028.08344796317
2326,90577.56194071588,-84729.72597081805
2327,86331.92686216548,-96981.34207967739
2328,82065.4584365216,-108192.5522005323
2329,78086.53519460114,-117998.48362189642
2330,73961.97635847054,-126509.4930679154
2331,71047.36056627994,-132305.9389233642
2332,68106.55250311627,-136644.87611562578
2333,66154.25441616609,-138635.43600751687
2334,65435.4914365937,-138204.18937518809
2335,65178.45420410321,-136235.1445937191
2336,66759.45395668401,-131865.43394564814
2337,68881.96692199854,-126434.37007037876
2338,72016.87033059297,-119712.97778124321
2339,75760.59947820433,-112239.79373835801
2340,80395.30627289817,-103732.49049873203
2341,85940.6746761417,-94478.1092527505
2342,90043.01561426792,-86520.28816008703
2343,93676.29423616116,-79069.58981540019
2344,96241.66676789414,-72776.61296410067
2345,98968.07044595212,-66587.22545930126
2346,101006.2209801896,-61332.28356503386
2347,101840.48648683794,-57531.50497792594
2348,90655.87161793307,-93714.9430462704
2349,-42659.080228840015,-259081.17501683452
2350,-31165.212239974877,-252992.50901854987
2351,-14633.452817964426,-241754.36386629322
2352,6419.325233176263,-225566.67935032796
2353,59476.21380422693,-178366.64655286138
2354,88132.2665745327,-148685.55855123154
2355,114663.32961738986,-117463.66709383251
2356,136702.13854940207,-87411.68952055556
2357,151743.51203117918,-62501.44387764577
2358,158987.8231309757,-46013.01369556385
2359,160416.53780296343,-36492.14319064174
2360,157799.7680511499,-32143.478172226794
2361,151766.02388849496,-32631.3866275927
2362,143803.79604430177,-36611.60901819482
2363,134535.9160829251,-44247.443040613136
2364,123761.86432800426,-57069.88689719334
2365,112459.1478219509,-73535.80830546186
2366,102606.38852398907,-90369.51513641316
2367,95627.99013591275,-104938.43507015935
2368,92494.01485231948,-115963.34609872529
2369,91754.09385795706,-124483.3828396368
2370,92554.20765946031,-130917.08343699554
2371,95903.26988916605,-133964.83719114403
2372,101551.40401069933,-133443.7659631773
2373,109820.97890026258,-128766.43981359516
2374,121133.06781631388,-119372.20414527442
2375,134187.899208054,-105884.31993969622
2376,148006.13281305454,-89145.21592364524
2377,161511.53500154713,-70214.1438162876
2378,174466.2460550423,-49530.2868818132
2379,185638.45058257433,-28507.357632188126
2380,194062.26075661488,-8921.59989608312
2381,199135.9684882221,7999.557026135968
2382,200791.4308943535,21181.017723886238
2383,199423.82903243072,30481.076163853053
2384,195452.2314264552,35632.3077370852
2385,189468.28829324184,37764.48390290953
2386,181828.55090011048,37328.300599783746
2387,173429.57526561414,35353.03775579385
2388,164181.00853497675,31263.74245559267
2389,134726.5806514505,3738.847058538049
2390,125423.54352387314,-11695.477024162603
2391,116235.55883708861,-29861.236571097375
2392,107346.54963298514,-48892.94851855511
2393,98466.67650461418,-67827.34141483367
2394,90284.47132033475,-85087.35580349305
2395,83785.0346290935,-99872.11994212035
2396,78191.77712242618,-112527.41803673822
2397,73919.88266406282,-122669.03415847993
2398,70414.17291938988,-130669.33172360889
2399,68208.40893214432,-135992.2093713966
2400,66528.40280744419,-139372.99757737224
2401,65853.49191297995,-140344.90552136602
2402,66871.60233734292,-138486.28290654745
2403,68389.86013804203,-134899.24355522776
2404,71828.15832996917,-128724.54786955377
2405,75844.51014613158,-121365.06396417167
2406,80685.2993944802,-112540.79925127498
2407,85785.20986465497,-103121.12980189953
2408,91378.4741617975,-92790.56298988988
2409,97426.06108239978,-81971.06407496669
2410,101609.06622230235,-72972.03117681312
2411,104872.04879725864,-64859.1952427706
2412,106841.98899105462,-58380.43594448664
2413,108709.68614511662,-52320.54807878782
2414,109922.67752468694,-47463.28880700975
2415,110202.81079750523,-44003.638714735134
2416,111433.7448394786,-40265.21508344382
2417,106327.83258656114,-93272.99565062452
2418,-31756.99925019464,-257539.11296779593
2419,-20931.895732975012,-250641.8466497539
2420,-5275.6354638302,-238604.6129789977
2421,15301.475287677313,-221352.88506218843
2422,39934.15476804317,-199080.0377363025
2423,67342.54193930441,-171829.3510440242
2424,94897.67816222864,-141397.47742187997
2425,119659.72525921365,-110232.52857650814
2426,139422.89800990824,-80728.16319528667
2427,151357.4334046746,-58121.79984833711
2428,154849.26921864742,-45021.27976697977
2429,151887.35547032417,-40255.90820305721
2430,143993.8708517002,-42161.95573540915
2431,131498.24211157512,-50666.58086657567
2432,116020.29485196617,-63928.3305150322
2433,99848.66450703646,-79929.93644001569
2434,84113.31021700308,-97955.59710040607
2435,71495.85789649739,-114898.05307620476
2436,62993.69672550785,-128976.2596022443
2437,58898.356738639486,-139574.85855705757
2438,58828.24636391589,-146795.1234879885
2439,61411.613102237825,-151454.64277452487
2440,65503.17627066571,-154199.3184794744
2441,72308.59638211151,-153718.2351006488
2442,81627.98635053243,-149683.58555734495
2443,94012.23747785852,-141296.68507563882
2444,109589.19144629575,-127936.40515164986
2445,127402.16727824758,-109898.17508992135
2446,145902.65240558097,-88248.49767323781
2447,163545.88991710526,-64461.85293297756
2448,180417.7702030961,-38461.064556843616
2449,194341.79988710777,-13178.279231937544
2450,204681.21877870706,9910.723638169904
2451,211048.3263887654,29497.755772640696
2452,213430.9530028564,44477.184908256226
2453,212871.19870476983,55167.95329884959
2454,209230.66000285128,61406.43215433834
2455,203806.8234958141,64731.41299380512
2456,196917.95478009223,65682.01131963883
2457,188983.3534345547,64821.34933807688
2458,180416.6933182199,61892.96269531727
2459,170880.4872337414,55692.96677122367
2460,161337.6259523618,46237.24940626149
2461,140975.27734089887,11893.952064353369
2462,129510.22932864935,-12180.72123474718
2463,117011.81298610408,-37702.89299258971
2464,104314.15169297875,-61924.52114157378
2465,92110.46639521807,-84088.33372615965
2466,83128.12505855513,-101298.26837514134
2467,75954.08874733461,-115480.11920430485
2468,71005.34811350901,-126276.41806882684
2469,67445.22987837758,-134392.3076050938
2470,65831.25637602263,-139284.2797957334
2471,65224.86853012065,-141816.95983403924
2472,65909.80701200591,-141670.603920101
2473,68476.51613218198,-138427.94449498758
2474,72024.14886506728,-132980.54226582416
2475,77510.68824981847,-124727.68943145931
2476,83498.10061733678,-115172.88419356689
2477,90166.2277285483,-104024.81715256978
2478,96694.93396764324,-92423.03426102447
2479,103251.51390216063,-80072.96097971432
2480,109566.67333136768,-67871.24765774752
2481,113511.59027332862,-57837.78320810869
2482,116147.82147120842,-49455.44062352044
2483,117052.72815276987,-43302.785809955865
2484,117665.06848028785,-37922.84745348685
2485,117779.14699590244,-33830.97696857289
2486,116978.87559584875,-31452.23925725618
2487,117341.01328552517,-28769.704013449023
2488,117967.89098097073,-26980.80964755892
2489,192400.3665289246,41898.63368954098
2490,183147.60172657427,16055.664557774347
2491,168055.20394363508,-17111.753827064036
2492,118488.31319883441,-96682.01525958594
2493,35913.242499632775,-193456.82784614828
2494,-17127.94523585,-252770.98074086144
2495,-7528.227381627672,-245230.716021166
2496,7424.568160873969,-232269.23572307295
2497,27144.307163568665,-214086.51258915878
2498,50937.08245003721,-190808.06143491124
2499,77151.18146759667,-162862.4206476184
2500,103145.81921914342,-131966.757641321
2501,125636.14821667958,-101270.48591993807
2502,142452.554230642,-73671.15100323348
2503,150953.2264200456,-54203.1580321316
2504,150500.50015212395,-45892.85502036096
2505,142875.14763522852,-47325.12713184053
2506,129545.46582639491,-56777.65061205372
2507,109759.94497617809,-74399.35151272046
2508,87581.60589066477,-95255.58762456416
2509,67371.45294077348,-115195.33502108499
2510,51185.52803882265,-132875.28980662895
2511,40104.556398231434,-147211.45982794923
2512,33323.98611092166,-158364.53852611876
2513,30467.896188463026,-166437.6372704702
2514,31498.571426553157,-171388.91917907496
2515,34838.28275888674,-174151.022665078
2516,39874.49133207668,-174999.3084535072
2517,47973.73982251625,-172678.5521198176
2518,59044.37316355336,-166771.64898316254
2519,73566.73615685827,-156442.65200332637
2520,92868.53281423969,-140100.95839686634
2521,114864.95016467382,-118539.93040242777
2522,138002.74574810633,-92529.08699591883
2523,160278.97801620234,-63700.579300670885
2524,180828.5734495478,-33077.03686845601
2525,197687.74720024416,-3481.3059939436353
2526,209973.25977445807,22872.74133880509
2527,217594.37483914528,44648.34897989691
2528,220830.39178388414,61040.60548157197
2529,220883.62647964916,72613.449658879
2530,217933.0283994024,79845.0185950069
2531,213040.68764780677,83950.28625035944
2532,206624.61007052363,85723.66564316205
2533,199087.98388756093,85680.66651047979
2534,190677.46704610164,83311.16868742612
2535,181843.41799237096,77953.62698374143
2536,172811.75991899334,68682.59936357223
2537,163410.4436167279,53695.82392176571
2538,153526.0308650554,32233.153805549846
2539,141614.47183200423,4713.339080429578
2540,127059.88025086206,-25796.81384668588
2541,110782.04708442815,-55701.44898202525
2542,95349.2105947176,-81748.5885014354
2543,83440.50517816583,-101983.08866537287
2544,74328.01615941236,-117969.16649100813
2545,68463.16012403053,-129523.27581145432
2546,64562.22634386676,-138052.6010250604
2547,63413.1985878665,-142599.4572308666
2548,63833.24511858387,-144280.78418380886
2549,65945.38638104856,-142921.4939117013
2550,70229.2501574582,-138137.1170785927
2551,75754.00894333972,-130818.06138300689
2552,83365.84466455117,-120356.91784253163
2553,91561.02940961428,-108130.57625718895
2554,100103.90845229938,-94543.06275528124
2555,108128.90869637611,-80396.34406660538
2556,115383.57810769512,-66245.06771533616
2557,121751.7949502244,-52735.232221356564
2558,125131.97979438021,-42155.2794801198
2559,126869.07676992594,-33774.36131620342
2560,126462.23195953554,-28265.02889471862
2561,125848.85932502939,-23779.028433382045
2562,124630.14171788399,-20739.628910074884
2563,122542.87669208596,-19766.727934422728
2564,121793.18534928924,-18638.66666732286
2565,121571.37246415851,-18396.896004783623
2566,198124.42405035853,27827.958690051993
2567,187734.35057941155,773.6386801727931
2568,172284.51278747298,-31558.404417475802
2569,151949.08456179025,-66924.13666732408
2570,127632.96698062171,-103067.94414800275
2571,102886.28550515682,-135781.64013785275
2572,77867.73430315629,-165367.93804938966
2573,55648.00060580419,-189892.20094712626
2574,36270.1279091203,-210121.07443058648
2575,20775.885386256312,-225745.66689184168
2576,10632.51590738575,-235709.1724559015
2577,24280.456456306565,-222081.28009947177
2578,42540.80803450923,-203268.0227756775
2579,64683.066649400665,-179457.32180570468
2580,89001.63726182493,-151116.35542515048
2581,112341.02456012514,-120960.3364701592
2582,131792.3709260175,-91919.3879474955
2583,145128.12222578484,-67403.9634220858
2584,150001.22703605465,-52415.77642286313
2585,145547.0777261989,-50115.50581309884
2586,133393.1527537239,-58667.83909545341
2587,114747.80673026326,-75813.89277162525
2588,90423.7958321865,-99245.55936207384
2589,65948.71221397375,-122550.59248027176
2590,46360.281199754056,-141853.50437609252
2591,31851.632746041585,-157563.2154891657
2592,22129.485741072567,-169799.14232043116
2593,15686.668154856961,-179308.25070014148
2594,12449.826670887545,-186115.9142710542
2595,12281.033727277405,-190338.05404551607
2596,14258.988882639736,-192482.29203366826
2597,17893.262016143824,-192841.37040525733
2598,24915.883844248267,-190118.26731620246
2599,35333.71474596973,-183920.246377284
2600,50306.00370688115,-173016.7419385477
2601,70696.74243819926,-156097.33372804744
2602,95618.16718729136,-132781.4287585396
2603,122840.71977086861,-103842.99717625922
2604,149208.7847401425,-71556.42031618248
2605,174652.8409762603,-35680.526143566225
2606,194706.41618910013,-2214.3782802686183
2607,209682.36064984126,27936.981550830125
2608,218903.63188743102,51930.520850313886
2609,223330.2106449998,69804.45818982023
2610,224282.22128484183,82516.52561128204
2611,222190.70718094794,90637.05114375155
2612,217985.2838300155,95631.75742294748
2613,212173.1952562055,98303.11838588235
2614,205110.7921935093,99128.94062394348
2615,197151.70977344958,97659.98791239795
2616,188784.29926049616,93061.52016246504
2617,180307.5692509512,84423.84132318714
2618,171593.8771146033,69560.35816967566
2619,162716.65306687396,48132.020008971085
2620,150829.19598860032,18184.07153867987
2621,135513.62160220818,-15384.311305345196
2622,116392.39776495355,-50340.345687830326
2623,97749.90087412477,-80424.74543295793
2624,83259.57076384423,-103207.37621403635
2625,71813.84883166655,-121391.82152929279
2626,64861.483837851076,-133827.97442949982
2627,60793.23598704157,-142397.57998143067
2628,60033.871760095004,-146666.22983520874
2629,61509.82435736059,-147441.87748099276
2630,65212.814100841715,-144689.75380599784
2631,71498.15139040345,-138087.95753895122
2632,79292.33923648231,-128509.34826795862
2633,89376.30952737558,-115407.41007784526
2634,99858.63750045451,-100505.7531536763
2635,110393.27613695411,-84221.70750942902
2636,119719.21079552933,-67673.45109202401
2637,127661.07140742324,-51401.191074869064
2638,133797.0860247625,-36726.56394637356
2639,136448.23044646913,-25984.41465752173
2640,137017.11807658925,-18009.483482968724
2641,135244.11794351874,-13404.706759543784
2642,133174.48853879343,-10074.283983799833
2643,130392.15415122113,-8565.279259622017
2644,127059.74570621426,-8995.13323678622
2645,125087.306480558,-9605.394621461812
2646,124036.01626228601,-10975.235877592073
2647,123859.7746823006,-12327.588172495125
2648,199685.95170844588,8405.787407032825
2649,188201.99434136794,-18979.879260279442
2650,172821.12365839825,-49467.87349958363
2651,154374.11141283502,-80830.73153154469
2652,133789.31582664396,-111591.47469401744
2653,113086.2278785827,-139507.6770160109
2654,93550.3577161718,-163698.75878113485
