,sigma1_nocrev_clean,sigma2_nocrev_clean
2998,-149385.82243003417,-208084.98945879785
2999,-145164.02593674214,-206073.38211001497
3000,-138167.23738237852,-204833.5078355034
3001,-127998.45576626158,-203643.5535433845
3002,-117165.9435646145,-202282.8003393319
3003,-104717.97914389096,-200065.3290251717
3004,-43667.52641679053,-169670.04842833284
3005,118836.15308413317,16968.926318062644
3006,119825.44412314959,16468.834376880484
3007,120801.91524266468,14885.704642789337
3008,122706.62055716025,14739.099050276083
3009,218237.11301875644,137686.32730073918
3010,20531.89253950819,-149345.36794947652
3011,182197.36623762752,105798.9816110066
3012,172390.3937672893,105199.80395415243
3013,161782.37200280486,103158.40877227983
3014,150808.04669404647,98165.25481033308
3015,141938.32105440993,87872.26679089546
3016,133626.404986603,70691.56337860663
3017,121366.23869996669,44202.8787889076
3018,101938.77629159394,9314.85680464781
3019,59566.46338051383,-44270.44572497603
3020,-4479.533052029095,-95119.15671770764
3021,-57457.37923133231,-122593.30251839012
3022,-86008.27135571657,-140239.16105153077
3023,-99881.46192497479,-156934.32005448156
3024,-109594.29179259103,-172992.33573847008
3025,-116578.17066673763,-186166.45447821866
3026,-122309.15962787131,-196861.01407203526
3027,-126531.88850034494,-204543.9124159041
3028,-130349.34326709805,-209613.79685326503
3029,-133940.71530325006,-212382.88027874526
3030,-137323.67924449441,-212945.55337489687
3031,-141239.08213438702,-211717.03369775493
3032,-143900.4119681164,-209078.0050855114
3033,-144705.34272347493,-205789.4774480478
3034,-142211.33164249873,-202922.4410694876
3035,-136385.74143438274,-201013.03902845114
3036,-127814.17274479114,-200040.618317316
3037,-116457.43410002979,-199015.1794500672
3038,-104971.78968832795,-197814.17756014946
3039,-92471.68506236188,-195736.3382418864
3040,96303.77368778968,-17701.648355907564
3041,98711.4753711203,-16731.21428243671
3042,103880.65190934463,-12213.153566516085
3043,211086.86565875442,134223.78888056526
3044,22217.5628282451,-144860.9289994593
3045,158451.3842155705,110726.06133225714
3046,151242.30624339203,100020.39716975085
3047,143905.75464459794,83588.50330491993
3048,133408.97799552124,61053.95301020549
3049,117158.74093223547,31347.04363153249
3050,83354.18518619498,-16867.18694609488
3051,12765.163751386106,-81991.70776859038
3052,-57649.556754022946,-119387.35493314237
3053,-88387.36267880823,-139352.3674333208
3054,-101163.52285910254,-158047.85602012827
3055,-109781.99514261386,-174564.6637087616
3056,-116256.76269859434,-187615.29618239458
3057,-121588.63918365337,-197725.64626665474
3058,-125420.3752412239,-204492.19878112228
3059,-128758.67947916886,-208516.92673306155
3060,-131677.0604718608,-209974.64370350027
3061,-134206.26038300997,-209233.9167313336
3062,-137350.97867064527,-206821.17275270866
3063,-139077.0189837293,-203211.5089253689
3064,-138453.53593064073,-199474.86649389678
3065,-134043.0824863693,-196644.40721914003
3066,-125919.05502700892,-195073.99755498103
3067,-115513.78842280804,-194342.6136398592
3068,-103037.03125604674,-193387.6621565047
3069,-91153.32326958032,-192204.25245731714
3070,-79051.35478752649,-190230.2509827318
3071,-36218.02571499486,-167627.05159286462
3072,54176.62680551998,-66826.40907045847
3073,57716.10070426298,-62808.04282189319
3074,54349.58113460611,-65291.98485617977
3075,62789.89766916124,-59344.33469242493
3076,72555.8441070283,-50760.64372680692
3077,82987.26534170508,-39537.34727284545
3078,96416.03137138093,-22213.959085897543
3079,203761.13311094345,128665.9564081234
3080,197928.79505123693,130477.9567429154
3081,65316.5852488578,-100844.99662616735
3082,26934.711958825916,-136456.61929540426
3083,-3145.9115711573977,-160867.42401863038
3084,-22771.581263375963,-175814.14751233385
3085,164992.49251309526,118187.21017046137
3086,158956.11198371902,106965.03621331374
3087,152014.46720194272,91312.0301121636
3088,141837.17812348783,71025.531846734
3089,126181.75228668217,44232.60709283014
3090,96096.99329914394,627.8520582746278
3091,20457.06178039626,-74228.58614721426
3092,-60630.24214400083,-117372.3910917081
3093,-90718.98608165252,-139571.44546055308
3094,-101540.20874840843,-159486.55127014098
3095,-109175.59666932345,-176015.34353111463
3096,-115173.69385598652,-188672.94153336406
3097,-119912.56822913184,-197450.05639845305
3098,-123570.75749804289,-203155.34453232482
3099,-126400.34263730938,-205733.18636837503
3100,-128916.70193360788,-205804.99685047206
3101,-130883.52011104467,-203597.34663872744
3102,-133246.38851220236,-199914.95652794704
3103,-133934.6311117176,-195434.81103935553
3104,-131487.97155331535,-191443.24101939314
3105,-124283.10016056687,-188923.53627122287
3106,-113679.05013299073,-187862.7507453266
3107,-101158.9329976735,-187347.80279754417
3108,-87710.80734053647,-186307.83731842108
3109,-75953.70788169773,-185181.55567849375
3110,-64604.949779726434,-183324.29521465016
3111,-55086.175950579236,-180858.88232513197
3112,-46673.63043103057,-177804.59755871934
3113,-31759.8331615918,-164816.48168874864
3114,17221.117067743202,-99473.72853566357
3115,16505.6420048968,-99635.04225149668
3116,10800.802231719863,-103181.19952986191
3117,13196.798880192866,-102236.48550184062
3118,32920.89943380903,-89124.07753651308
3119,48715.38954333479,-75370.78445039081
3120,70056.01768325847,-53190.76662943739
3121,189010.29431051214,125440.78724281106
3122,70180.26621539742,-89670.79229491318
3123,35728.59465264669,-123033.2245116083
3124,8402.190039976049,-145997.537566579
3125,176046.8515916714,129858.04318705574
3126,170221.5891326929,121797.0655148098
3127,164751.05458327208,110369.81303102989
3128,157764.12478111722,95557.19093920868
3129,146716.43218341723,75791.17870576642
3130,130689.0846184082,50947.930475676745
3131,100819.35168342691,9053.009923184582
3132,18618.972015971707,-72934.30999588239
3133,-67100.52712964414,-117777.5229431769
3134,-91287.9821611348,-140908.99582030578
3135,-100050.1247283569,-161050.9677171904
3136,-106757.75732161285,-176908.6391407025
3137,-112292.8966834943,-188661.2989740641
3138,-116658.08793632779,-196206.1779123519
3139,-119912.56803531684,-200134.75208812562
3140,-122660.26909824913,-201168.55344907957
3141,-124885.34260907449,-199444.6394496123
3142,-126638.39505552882,-195625.9819241845
3143,-128644.64892571988,-190392.51434959949
3144,-128398.1463725571,-184997.5209739614
3145,-123528.79042254091,-181072.69148534164
3146,-112642.20348169314,-179363.9285921648
3147,-98376.21506957406,-178895.70594789519
3148,-84009.098050383,-178533.9447622619
3149,-69960.26863676353,-177389.17313810528
3150,-58823.05494611316,-176319.30599056376
3151,-48743.55003290279,-174772.47757259395
3152,-34593.63161726693,-170613.1485791662
3153,-26388.410806063213,-160839.06648639607
3154,-25460.27743605587,-157045.02114250982
3155,-23964.384617425698,-152474.81938600933
3156,-12888.808262022147,-121100.32645544002
3157,-16417.386400390315,-123268.0797816991
3158,-22708.511227576506,-126766.78881920813
3159,-20830.214593078817,-126557.6108396691
3160,-14264.300760026366,-123537.56317951526
3161,-1200.0832480678655,-115943.56569012771
3162,40561.71521886077,-82749.1904616135
3163,180279.41975828866,119318.1704805207
3164,175282.95017349746,120458.42629204284
3165,168519.6870534274,110836.14044383861
3166,160778.98743799774,95737.74321863185
3167,148858.10232742032,76322.00111298643
3168,131707.33922742776,51687.30203923313
3169,98510.34590257346,6818.949102787359
3170,4480.573722108224,-81112.3909065858
3171,-72153.6421238953,-120623.93482584813
3172,-90864.73545112659,-144430.58724348882
3173,-97618.13147596992,-163363.1079865865
3174,-103021.18975814153,-177497.58200773748
3175,-107501.74867902894,-187622.9901902459
3176,-111050.07333681526,-193399.40602855154
3177,-113883.5134068387,-195547.57707244175
3178,-116293.3213119481,-194507.74115700732
3179,-118641.9581519904,-190699.95333466437
3180,-120874.34906372754,-184703.29635959072
3181,-123305.82460012175,-177640.88374688078
3182,-122339.53990274403,-171038.58834101402
3183,-113925.00458571978,-167923.89079012454
3184,-97763.7551559553,-167612.00007620917
3185,-79111.11516995676,-167655.7420845782
3186,-62727.0135423154,-167201.061822513
3187,-48478.82824328927,-165980.08756887302
3188,-38466.76357749321,-165268.72706053604
3189,-19722.315371697536,-155873.4723729626
3190,-20111.898362228996,-152828.3039724285
3191,-20235.826021180168,-149175.25917088208
3192,-18466.459284658813,-144193.720651964
3193,-35806.18098790438,-135080.37253463376
3194,-40549.02407225248,-138152.86889729233
3195,-46282.45427464941,-141428.17941303362
3196,-44392.70619926644,-141602.69717949582
3197,-38108.20808541316,-139253.67802230056
3198,-25624.991301840302,-133018.5773826788
3199,-9083.16185373805,-122676.61485830465
3200,53431.12362774614,-72753.16052097423
3201,166481.47570232744,116939.69788960459
3202,164731.9640721238,114877.34747716431
3203,121204.0591213453,-84533.85595789236
3204,107934.13998754174,-98381.51216080578
3205,175320.7108706158,119381.8666736912
3206,169813.83891208883,107557.8384541933
3207,161434.2011479045,92178.45028502162
3208,148045.65569242905,71349.2580152582
3209,128310.63370069067,43478.14963556566
3210,86592.41143067004,-10962.042365392925
3211,-18389.237083089618,-95972.57882893918
3212,-77181.03694371373,-126412.14208028468
3213,-91487.415494896,-148369.5916422237
3214,-96053.85783235924,-165016.63488811572
3215,-99676.96295284678,-177662.15374758746
3216,-102101.1641825026,-185576.34415348578
3217,-103800.74583476318,-189331.8976716583
3218,-105284.3247217499,-189351.43303377114
3219,-106829.57163430058,-186140.89824255783
3220,-108963.9081472005,-180096.50590824915
3221,-112139.34749109932,-171285.96233829082
3222,-116597.12512267577,-160978.87707306448
3223,-115994.93439936101,-152517.6526856291
3224,-101156.37204322778,-151607.12248245918
3225,-76169.0699804083,-152921.23349085037
3226,-52809.38921243729,-152598.6563495049
3227,-35206.6882125913,-151819.2546635288
3228,-22426.87878348578,-150802.55588751443
3229,-14804.560852747396,-151064.4895535804
3230,-12122.661863387286,-150258.62248973013
3231,-13957.778373829235,-147968.48718827227
3232,-15817.421922133144,-145222.73034497257
3233,-16032.229500776135,-141339.42066189877
3234,-53467.73970968053,-144253.75878869105
3235,-58318.40423879399,-147741.55240940998
3236,-63001.23625842629,-150734.04806011886
3237,-60682.41828664983,-151108.81499391014
3238,-54158.03593865583,-149110.14386774204
3239,-41412.847009020865,-143477.68234972178
3240,-24732.696757427286,-134221.21424367704
3241,39665.437532782176,-88985.37256254966
3242,78860.44944584256,-50878.854344706895
3243,141974.6284232344,80910.51481743692
3244,159454.19438661294,112354.34121367082
3245,157108.72742220506,114846.7061607637
3246,140732.68732139526,52505.63838338124
3247,121931.92786730468,-84196.84823340725
3248,104203.36931470752,-103341.09558220571
3249,159574.91599119722,84904.80282087538
3250,144111.9203733363,60657.018485975466
3251,119803.2102470491,25504.940584592507
3252,61404.37195648436,-43847.97780989997
3253,-38690.39321146348,-110239.00259012998
3254,-82650.72838656382,-133396.64748470855
3255,-94145.55986412143,-152233.5768214293
3256,-96487.31515707712,-166589.89927566395
3257,-97382.03047510424,-176734.11611195933
3258,-96847.82505608775,-182500.9603375824
3259,-95468.91063205668,-183998.0131959915
3260,-94008.05937899393,-181855.0821860166
3261,-93358.94904536658,-167994.1838547529
3262,-96622.22528012727,-156241.62738800514
3263,-105032.89663881436,-141089.00641110336
3264,-109916.81124383658,-125706.86581501212
3265,-80839.2164510117,-131248.66278169065
3266,-41829.464988204585,-131807.54334842507
3267,-14485.68616124348,-129114.13268042836
3268,965.246847161623,-128550.04544824455
3269,10060.88656509624,-128973.80239247688
3270,4903.2194248822925,-143548.7213266154
3271,863.2331048079941,-144123.31796586595
3272,-3295.686384323897,-143884.0966482714
3273,-7041.42035698361,-142608.45064777986
3274,-10747.653740629139,-140869.12385375882
3275,-52445.46872054879,-141849.64219543163
3276,-61096.190370183154,-145839.5251177936
3277,-67060.55927029706,-149824.35694494433
3278,-71537.45820405593,-153442.62529380186
3279,-75081.01437709661,-156255.1332572001
3280,-72018.34928592527,-156637.7073308244
3281,-64598.018948221485,-154635.5175039825
3282,-51044.50255954946,-149253.12499913634
3283,-32965.22601272412,-140330.60043241753
3284,33881.889846384955,-97609.02092782804
3285,72949.04548910318,-62939.47863595619
3286,152409.16740249403,113455.18452342969
3287,152526.89436906466,115791.3117459381
3288,105152.94578812488,-101856.38712228688
3289,84124.67930975414,-121810.52542637914
3290,50801.578056422484,-140711.06544522347
3291,54931.565610988546,-131788.30150661664
3292,155004.15115514142,74012.36892088667
3293,136964.67532895858,44771.38575096579
3294,104049.69028948658,-2287.947977158896
3295,28333.21764169102,-77731.29609258515
3296,-52955.58375996189,-121853.82734739594
3297,-88159.51468922495,-139628.54508567715
3298,-97933.21787280764,-154770.73604996427
3299,-98289.5624163342,-166773.05572665847
3300,-96223.67265437721,-174569.27839039543
3301,-91824.94516764785,-178264.90626726247
3302,-85918.63125862906,-177524.8636856343
3303,-79309.77943181408,-172985.66918196226
3304,-22193.7618072626,-100314.84742634246
3305,23260.230442648633,-88500.10273073173
3306,42611.06353843804,-86422.23240251688
3307,48452.97276055197,-91175.25785693979
3308,50132.73469236113,-96933.36193258838
3309,18938.02846778243,-133474.83910416253
3310,12419.807721161691,-135884.21098760873
3311,5881.034461155927,-137116.39633498812
3312,408.78451337823935,-136935.6849680586
3313,-5752.5334741954575,-136383.11088927157
3314,-11002.712366967782,-134884.32344841227
3315,-28502.77002480255,-135408.2486079072
3316,-38017.40419962933,-136482.4560805039
3317,-50957.01770802847,-139730.767656763
3318,-62884.16862895633,-143828.60536051553
3319,-71779.58054513505,-148146.32613837704
3320,-77499.61872500958,-152323.280534245
3321,-81250.0031990634,-155848.7982721838
3322,-83699.8255133677,-158457.27761684486
3323,-79614.89793404046,-158619.9920825707
3324,-70927.05930938019,-156392.77786754043
3325,34782.24381820669,-100060.51256376889
3326,71605.3035224904,-69157.58114705628
3327,128794.90692684735,31516.05627209349
3328,124678.80379549824,32526.014499141245
3329,122198.86624532541,34653.82768606006
3330,119344.78582384347,35894.89501953491
3331,117459.36163895077,36283.61666931168
3332,152522.5790936618,109179.45947761765
3333,152617.4066999645,116945.81524315132
3334,134066.1017714502,-65942.94202550616
3335,110554.39954851578,-94274.58927479955
3336,87920.21813261171,-117387.19775376859
3337,69518.5113246763,-133324.84928975446
3338,56355.735589744174,-142431.6044766883
3339,51209.2114074713,-143490.80130750404
3340,54057.960046363165,-137097.62856066535
3341,63404.81987735816,-124131.51420603119
3342,148169.50414501355,61300.55768978468
3343,126236.6034699798,24873.102259229898
3344,81748.17633075928,-33899.122071941805
3345,701.8562116473477,-100874.13096600545
3346,-62696.00161583067,-130455.6867615371
3347,-92881.83819308059,-143730.93404059342
3348,-102496.80697602255,-155793.74702732527
3349,-101095.98329903616,-165071.61519693513
3350,-95742.69453257475,-170860.66996813845
3351,-86578.97714090961,-172549.1004319558
3352,-74230.50893996272,-169481.66499407543
3353,101321.54000080572,-23579.89006829534
3354,97048.44795818446,-40564.0924673487
3355,91312.69047522121,-55668.69114081714
3356,83050.40116583159,-70998.83116842849
3357,43956.72696373855,-115243.76798611491
3358,32511.89773264507,-123222.7975193488
3359,23402.701955078977,-127838.14795662905
3360,14821.392762569158,-130633.10544131079
3361,7198.260067302959,-131771.1279141579
3362,-43431.30810197648,-136045.96822841006
3363,-58680.90263530092,-139513.14339613015
3364,-71907.71452909787,-143545.04852139115
3365,-80753.21267275556,-147653.35676595688
3366,-86075.08586232045,-151733.9954331434
3367,-89027.52672285879,-155140.75735193084
3368,-90160.04788187411,-157320.62658826626
3369,-84755.07974382723,-157152.56241547657
3370,-74340.99877063022,-154763.05419597094
3371,112558.36441768482,-4459.164372324703
3372,107168.75717437995,-5640.951728541848
3373,104390.45779152367,-4410.222798409202
3374,101393.93588359126,-3787.090274827686
3375,100277.835620143,-2148.050687135503
3376,100331.32728944327,-585.8620601993753
3377,93640.3260426119,-8234.391968055148
3378,82039.46189999308,-23087.21457032852
3379,61745.52555211389,-47090.47106899401
3380,158906.55844168895,113771.58507217099
3381,161074.60890652722,121157.65808336315
3382,122793.8731900227,-77525.6138904988
3383,98755.14648657767,-104710.2116539212
3384,79060.10935154506,-123979.37104326121
3385,64878.21761897352,-135751.71552793894
3386,58699.61701804367,-139136.84911803532
3387,60006.106286821836,-135131.51965719304
3388,67072.30444882163,-125145.99218131827
3389,138870.3680137123,46318.420977103975
3390,111166.20196450595,975.8194139775442
3391,55714.393702742585,-63232.816629422145
3392,-17778.882957376423,-114823.08725956018
3393,-68908.43080877545,-135977.0930511021
3394,-97299.36729629451,-145607.66928188098
3395,-107064.28346647929,-153783.88153152802
3396,-104224.20229515438,-160870.0343467253
3397,-94895.3102268249,-165360.45999986236
3398,86810.91228773432,-73951.25535739456
3399,72909.24961979651,-89273.38728054588
3400,59574.67463282386,-101659.30925483903
3401,44928.05599649071,-113202.35978476639
3402,33212.21812946956,-120351.95337512855
3403,-65138.002327440634,-137461.93807601117
3404,-79785.21955548118,-140766.09952418949
3405,-88765.22993013763,-144277.65121012792
3406,-93462.20233760646,-147975.58773345323
3407,-95361.07359659455,-151031.78830785834
3408,-95169.78474754449,-152850.67208836175
3409,-88447.13695427025,-152449.04862421114
3410,-75562.49774385152,-149917.14179139928
3411,81155.12580202693,-66010.29785484074
3412,101203.92558671521,-47532.740338830845
3413,100148.7703810693,-34535.72806660027
3414,90615.03247121698,-40382.92022007843
3415,82570.31423677875,-44516.43656355304
3416,78507.15002242036,-45047.39611888408
3417,74270.56611896754,-45954.621095198716
3418,72990.99934288702,-44605.01938335147
3419,73951.17054816724,-42083.36415938519
3420,34998.679371739956,-76615.1235816048
3421,14007.597838553425,-93717.6858114559
3422,-5632.875695917639,-108017.053047631
3423,-22698.487908313095,-118571.98488976968
3424,168153.74943156276,108673.76980501325
3425,172024.5444813515,117225.191175467
3426,141940.6099257706,-49845.835273885765
3427,117420.60014758303,-81848.8980063757
3428,96520.99247416615,-105458.50501650202
3429,80842.85451108331,-120950.90187349907
3430,73167.48702228606,-127262.16169086409
3431,72213.66344829115,-126278.13601774712
3432,76449.10651072243,-119532.0510215952
3433,126845.26528889066,29011.26838954565
3434,91839.24862175097,-24475.56543786406
3435,32158.470266260796,-84559.22542520094
3436,-28805.94454657416,-122223.51354203494
3437,-73002.26636181197,-138285.9570152858
3438,-100840.2555859618,-144095.98837582214
3439,-112171.11770761904,-148400.1865418843
3440,107125.39545036442,-50650.273531396524
3441,90044.87909271922,-71473.3803908874
3442,73526.24319539689,-88396.46952570595
3443,56069.77521688836,-103592.93405297758
3444,-50336.95765834811,-132156.5130621826
3445,-70511.129525338,-133804.32504375922
3446,-86818.63035687763,-135520.9252056563
3447,-95861.21418899027,-137786.70966234288
3448,-99824.13339329607,-140963.90779445335
3449,-100458.8635626072,-143833.57624996942
3450,-98825.54753804978,-145141.1732911098
3451,-90338.87728609488,-144533.73853759264
3452,-74668.51162532608,-141954.96552151605
3453,63638.8004193122,-78641.59633884
3454,88141.83930394391,-59749.206884120795
3455,103740.77801603905,-46606.965756089696
3456,111223.00370368423,-40082.941382185316
3457,113665.6179637334,-37584.24821276635
3458,109910.62739651275,-40419.77745931476
3459,94827.93859828617,-51284.710035522716
3460,80940.16602206323,-61519.943705860765
3461,68637.52207575575,-69602.12595605062
3462,58323.92660937476,-75358.13961276764
3463,52704.37201279719,-77229.5888765068
3464,46984.63761194414,-79140.07535323936
3465,44710.166424195675,-78665.41331818276
3466,45337.99025657009,-76525.18705296257
3467,-5824.611726420771,-109562.22066720852
3468,-20218.400945710877,-118123.20242509067
3469,-32683.263045792926,-124120.01355598032
3470,-40437.19600810546,-126233.60060599617
3471,-45525.814741486116,-124663.00930145102
3472,-43043.16757500198,-116640.70844727641
3473,-31239.78002865937,-100066.80414390129
3474,182682.9256693878,113382.21929711597
3475,187494.24514949025,119621.92192936242
3476,165313.0133182867,-11340.720582972775
3477,142781.34587485212,-47310.159243583934
3478,121383.09076083204,-76276.52780983452
3479,103656.18181164152,-97164.76936241853
3480,93531.13526926217,-107738.98578622895
3481,90142.94165907256,-110145.37009077429
3482,90890.94069503834,-107232.303177381
3483,148050.12863877413,80995.33621386389
3484,131456.39225558267,52129.941347426415
3485,113242.84904714004,13066.78024214213
3486,72673.98207114104,-44113.36734039242
3487,16740.837950642723,-94840.51343100189
3488,-36296.22078314065,-124828.18602829785
3489,-74324.9195786934,-136585.93841170878
3490,-103301.050712937,-138991.68617931567
3491,124117.7315373104,-28192.28423423491
3492,105795.37419025363,-53004.50166186392
3493,86178.8507497445,-75063.10562375335
3494,65777.28270799472,-94384.04340335002
3495,-50041.01453418775,-129135.92535917582
3496,-73131.7384909903,-129086.06009917625
3497,-91967.6081251722,-127932.4886732632
3498,-102413.53881929231,-127691.15599545011
3499,-105545.7853129471,-129920.17657470064
3500,-104492.39407396274,-132514.6902069885
3501,-101545.73557067313,-133359.7078582049
3502,-91240.77198709846,-132469.73638293627
3503,-71127.03298221497,-130267.92083660778
3504,-36227.719755694605,-122791.40455054418
3505,107195.64351619058,-42534.13361949348
3506,110717.50994519723,-41323.780769201876
3507,109481.19437969767,-43941.84091355311
3508,102283.17697431176,-51283.342960339076
3509,93003.35215789656,-59638.65199814247
3510,81207.202265627,-69080.87078844487
3511,65220.256565804855,-81015.9557588773
3512,51263.936121146435,-90071.94947280543
3513,40021.068708162886,-96267.03047134534
3514,33614.1325775778,-98689.24340574478
3515,26953.91317945334,-101100.34998523587
3516,23325.100400256735,-101364.08608219252
3517,22449.64592667934,-100212.3479566412
3518,-22334.252886814364,-120950.6313973132
3519,-33126.0334311988,-125370.87822031695
3520,-42047.4649279887,-127609.85691627988
3521,-47076.66154438061,-126442.2010364931
3522,-49821.58570950653,-121491.76967160299
3523,-44917.45325219594,-109605.04729708174
3524,-25370.173688144794,-86113.16009324859
3525,67782.09454676988,1326.8818224098795
3526,108077.39716197517,47700.1497758419
3527,129719.86896452183,64886.10481842657
3528,145045.2933783898,77278.93883083903
3529,118950.77983121191,-80021.80867970856
3530,112121.90495668566,-87358.14796688141
3531,145528.6264229943,64454.20192030542
3532,138171.6857628621,73817.1487783143
3533,129043.05701215004,70078.27652909808
3534,119904.15336299749,46876.97724777855
3535,100255.91650270263,2810.879200095922
3536,57542.08714182682,-54572.7683068804
3537,6331.89857236376,-98152.44570999632
3538,-38977.77678483357,-122056.24151882646
3539,-74842.85756485462,-131324.99072371586
3540,-104189.75875780941,-130419.17693512238
3541,154109.77876078087,23442.301565910115
3542,138418.1782128256,-6221.487241000141
3543,119675.51669713427,-34397.87415140154
3544,98534.96664134545,-60446.436662823005
3545,76245.68758071866,-83435.6114590521
3546,-25884.150540908675,-125800.08010319073
3547,-44688.550644392424,-125774.98258244885
3548,-69009.25308923725,-124684.82524156758
3549,-90204.3966397081,-121071.49211171844
3550,-104618.93104853376,-115645.69311303613
3551,-110411.15364882068,-113396.30809335472
3552,-106461.73549588452,-116742.89132877518
3553,-103276.1314020525,-115930.41717013533
3554,-91682.2983527474,-114486.9639540576
3555,111911.1991400605,-34951.23850018841
3556,111328.9558987796,-39325.67741036009
3557,106706.77859365742,-46585.165565844036
3558,96369.43581897789,-58003.74293990284
3559,84548.13777330797,-69415.68335113456
3560,70907.17929438745,-80962.27317988341
3561,53727.36490542347,-93850.80702132311
3562,39957.50575470933,-102807.40388587519
3563,28661.11455288621,-109127.73744379239
3564,22082.774029753724,-111849.14726723763
3565,14699.870790662775,-114593.69094333501
3566,9677.497847110477,-115747.94861882651
3567,7064.33171519528,-115414.44604920184
3568,-24766.26326829678,-125906.55129215927
3569,-35178.05533229019,-128643.55950465624
3570,-43606.96753475979,-129827.79703499182
3571,-50144.18594878164,-128834.99560900612
3572,-52801.67451814772,-124291.9773419422
3573,-53489.44593409577,-115587.74814278673
3574,-43293.85418000384,-98866.5876180692
3575,170630.8778066953,92628.93353897078
3576,174944.73236527425,99646.1122453667
3577,177679.81477953406,106968.5374803103
3578,141086.3819930556,33396.66480994373
3579,136699.9668329985,51641.55394185386
3580,127832.99465862059,66879.86757126285
3581,116208.84989161576,70305.11949586014
3582,88353.20391934592,-2066.374724534893
3583,46284.8703744498,-58026.39585357726
3584,1244.378111096703,-95194.48291806877
3585,-39409.770986393385,-115474.10929136002
3586,163291.59389458035,42415.4141655997
3587,110063.78122536468,-45362.65909880123
3588,85930.65683036346,-72326.72017852146
3589,32028.59838431565,-113095.4856512298
3590,19366.412787333473,-118156.4588313161
3591,8907.09613907423,-120083.58554196515
3592,-2435.08053858723,-120990.27270057736
3593,-17207.148331740966,-122339.34350256031
3594,-33615.48358349243,-121832.16930799081
3595,-54770.97418796316,-121214.5704010894
3596,-73004.85798501075,-119164.54518537101
3597,-83635.17907191566,-116153.35859399001
3598,-86556.61912639515,-114766.91613895088
3599,-85625.4639326308,-112475.44870425617
3600,-85148.31399782326,-106718.41004239388
3601,114613.6209044259,-20840.315875213317
3602,116207.51434811705,-25530.37700909134
3603,112316.01862355907,-34937.492224660215
3604,104858.30831056688,-46282.178706680694
3605,92087.78226378854,-61124.907119536656
3606,78476.156652493,-75001.41851948472
3607,64082.43696234317,-87703.58672398099
3608,46973.01317205691,-100859.63895291692
3609,33895.052285700745,-109703.98411457645
3610,23387.833194988576,-115808.37697702329
3611,16517.52556258507,-119086.85731108431
3612,8734.991675666926,-122326.62371811424
3613,2378.300579698858,-124329.72756834848
3614,-1810.9984272975707,-124804.54111117969
3615,-43580.764178521524,-133484.2182592152
3616,-50679.455311480706,-132082.08261101952
3617,-55122.76083243397,-128105.37907834924
3618,-54710.080357474595,-120238.41628479451
3619,-49899.33134333455,-107662.70374735925
3620,178334.64140458248,110561.55132072716
3621,174092.82676161767,114118.94858747255
3622,131359.14595295486,18696.91367145838
3623,126510.14539635749,36900.3098778214
3624,117240.40414630715,55933.81802737526
3625,100673.3617080914,71306.06299167487
3626,76374.750524979,-5446.052782495994
3627,37920.37196027461,-56999.97712110293
3628,-1030.4686987808454,-88506.47764289496
3629,-38330.176666574,-105877.4032307193
3630,-70188.71441859973,-112308.41712855338
3631,95989.37983601555,-59787.63915806805
3632,72762.17117476898,-82731.75664336303
3633,53208.45354253585,-98423.24251093245
3634,37633.86666043245,-108328.55922834954
3635,24496.889602661613,-114590.36306036402
3636,14386.168852247232,-117067.69206933692
3637,4760.265768237186,-117723.96396928537
3638,-6598.766185799868,-118337.05398282662
3639,-18080.107896583082,-116989.26345612785
3640,-33119.63612254347,-116642.7110073768
3641,-45126.12086075948,-116175.52844494025
3642,-49673.69528343977,-114315.24270156486
3643,-48602.2766296069,-111992.21176969339
3644,119349.04669072831,-15927.768817566779
3645,112875.78681323529,-29428.224156219694
3646,103084.09541368368,-44551.246379112206
3647,88733.52644554214,-61908.8319672654
3648,74469.43308181295,-77152.04934162804
3649,60205.07804846954,-90481.86478169334
3650,44062.70773217311,-103517.80134762393
3651,32566.886171644866,-111887.72562544333
3652,22593.40445332566,-118295.92322563013
3653,15939.787492033807,-121955.29692402123
3654,7690.235929943148,-125927.88727847472
3655,180.82733259542874,-128827.0930482063
3656,-5565.822678318909,-130172.74800143993
3657,-16961.699594643578,-133518.2251669674
3658,-38801.02706042196,-137020.87980884968
3659,-47227.93236813439,-136097.96729070623
3660,-52654.64621882655,-132719.99423557482
3661,-53922.469084162345,-126172.7503849536
3662,-46618.809440645084,-115489.95268337683
3663,-23521.88717839944,-98259.6101913045
3664,157312.25868893263,111975.13670116522
3665,146401.3070511293,111690.5162538583
3666,135660.89436415606,108470.0195080778
3667,124186.29270727365,-9934.259552087758
3668,119507.29064175297,2262.961273181696
3669,113833.9881890977,17303.792201875396
3670,89572.45479358474,56421.58437785643
3671,1274.4647094347602,-76447.70949414381
3672,-35485.1200342582,-91869.75143026808
3673,-60601.80214584009,-99710.11413173417
3674,-61395.95018974399,-111587.13832617064
3675,104412.50559094569,-48282.68294869009
3676,80773.71146026318,-73353.96855407485
3677,60115.02234482593,-91397.31351166742
3678,43720.60173087571,-103096.02174204399
3679,29924.546857312627,-110822.07014876993
3680,20284.080549430517,-113875.96631421553
3681,12236.245641432637,-114541.95054982248
3682,3706.1721601499885,-114548.314095545
3683,-2446.8271277069434,-111725.62158568537
3684,-9939.296891838792,-110087.03449126004
3685,-14474.181536605909,-108378.37948425984
