,sigma1_nocrev_clean,sigma2_nocrev_clean
38195,71647.00839478169,5489.188946852359
38196,78928.54653479917,21221.345674995737
38197,81824.84114383144,34267.655979792005
38198,81396.71806560425,45134.893924922966
38199,79207.83578833274,50544.27094797959
38200,79266.3059859866,43636.06951007349
38201,78429.0366621046,26965.12893638233
38202,73803.25630820805,7609.280398127441
38203,66509.87343927652,-10660.450034104913
38204,60095.848192559846,-23781.560714885545
38205,55262.423027945566,-31493.559896744384
38206,51624.90808024586,-36156.07706816202
38207,50195.06306339994,-37316.923857644
38208,50808.055531406775,-35238.39604489409
38209,55513.35095678484,-27854.384579839465
38210,62772.79755307808,-15465.187605657658
38211,71268.92723503703,-330.0700846655527
38212,79148.8109560963,15027.20081833424
38213,85342.6023894458,28715.824151824647
38214,89675.55363999809,40087.23037126294
38215,92722.31182914154,47188.0123733863
38216,95294.35896957509,50678.43478979931
38217,96969.739293851,51614.63947398054
38218,97853.08479691396,48873.82855642263
38219,97242.58055264445,45740.24688110731
38220,94756.22092403684,40619.57591958088
38221,91225.91946432646,34064.65457330328
38222,86900.14579411807,26892.5286428015
38223,82201.26889293839,20587.75085517038
38224,77612.9482358998,16225.346589857028
38225,73507.99990380308,11658.950528813242
38226,71055.46294821546,10271.26425501571
38227,70972.11229425082,13059.375085700409
38228,72979.10577751466,19255.78150742767
38229,76047.58508668136,26926.22983516279
38230,79764.745386019,35000.322631007904
38231,83718.02450911058,43936.20429689559
38232,87742.93688220048,51877.28036827771
38233,91708.15352390858,59242.542561127506
38234,95743.10136966775,66101.01375809252
38235,99586.52605492185,72475.58843690177
38236,103081.01880243399,78942.91246218658
38237,105991.62005418127,85663.46211765918
38238,121245.72396169604,83685.89830815663
38239,120407.7577887184,76816.33368272275
38240,118711.52033855046,68865.36558390564
38241,116152.53056663112,59697.348231079406
38242,112759.81744557444,50414.438683841494
38243,108022.99556339896,41507.14849882798
38244,102850.23252213708,31845.650147707347
38245,96939.14901984506,22479.7658841949
38246,113805.76842115479,74742.14295304017
38247,106958.99506526098,77300.88112057642
38248,97042.33101392977,78929.60889892266
38249,82918.27242784604,79381.42695580504
38250,78928.6178296233,61228.11633267302
38251,71818.70384346902,25602.54400248517
38252,45247.64355478175,-25505.694149493862
38253,18271.596295765576,-56352.56753809603
38254,872.3781571930958,-71439.29562678802
38255,-10350.390130531436,-78796.62869444207
38256,-18021.890193158204,-81819.41216628731
38257,-21353.10489756887,-81521.02196357181
38258,-20746.42817136514,-77894.22504115038
38259,-13209.765129413401,-71482.45480800733
38260,3020.0083511075536,-60428.77137677191
38261,24649.96624319816,-43159.75449835905
38262,44620.22326665039,-21517.50583270356
38263,57626.98610219884,-938.0881941609623
38264,63525.80011316907,18494.77906746423
38265,63052.8925679992,34745.7778268186
38266,63167.65519604231,29859.12778815515
38267,61735.951260300964,5152.490755082341
38268,55187.551176298744,-16105.390037477318
38269,48350.96855675065,-31593.556129703924
38270,42731.69925599415,-42430.289045897334
38271,40153.107392027574,-48491.29745216831
38272,38935.15291488968,-51019.880539526755
38273,38969.12347729096,-51000.00488607506
38274,41062.68587779414,-47996.91235398024
38275,45048.2849201802,-41946.58901905072
38276,53174.18745169563,-30258.33671692002
38277,63468.99480821866,-13156.901194129063
38278,73598.05936874714,6048.401898291704
38279,81594.45180641042,23703.51683208993
38280,87074.35201944197,37873.36796302721
38281,90605.40705571085,48471.30549741356
38282,93127.39899172448,54283.90519338853
38283,95465.67856230002,56196.39016650463
38284,96975.44101195181,55251.710586663874
38285,97722.58739219289,50535.833139583614
38286,96759.4476861473,45285.0332861997
38287,93623.5607668405,38066.65220777704
38288,89186.79620503583,29522.322750872485
38289,83399.4639158379,20028.269343355212
38290,77381.26758862534,12122.94044359662
38291,71491.90071394347,6530.635986046782
38292,66636.08200661434,2038.3407856977865
38293,64424.29822088439,2317.417546165165
38294,65747.44826640861,8892.194812947364
38295,69461.95148699536,20032.611307281226
38296,73782.3582345871,32021.576490461914
38297,78096.1130910098,42161.49002101751
38298,82695.39448397647,51485.83637290541
38299,87347.8794741481,58417.14398114811
38300,91949.44474742365,64349.93426529172
38301,96575.42310400945,69734.08222947284
38302,100739.15330510464,74750.42441347122
38303,104167.92530824244,80120.45272097763
38304,120224.08914680252,82213.91981333139
38305,119741.35239150182,75642.89888421442
38306,118501.64970814253,68199.2926273252
38307,116458.84387806666,59705.205830341125
38308,113730.23842536137,51531.612392734336
38309,109966.82844588968,44348.146657181394
38310,105900.63661314204,36402.165847697695
38311,101260.69216145891,28763.60288510796
38312,111365.70619350827,75295.69955602057
38313,102963.3370546622,77847.92921286993
38314,91131.1455079109,79406.2101716199
38315,80698.00331686938,72716.90954070701
38316,77517.66699201698,44908.64345742482
38317,60777.930729402855,-439.32203099605977
38318,26605.02544556014,-46483.57478192101
38319,2450.5641324420503,-68747.41294412035
38320,-13412.533947376476,-79996.73231356002
38321,-24555.256897697585,-85436.86232303047
38322,-33631.7533361335,-87469.41319236538
38323,-39580.38720079906,-86850.15373579464
38324,-43525.67562781589,-83472.22905384732
38325,-42814.72456278731,-79188.15553680406
38326,-35428.8156425677,-74038.33710430868
38327,-23416.461174586093,-67486.1683065794
38328,-9920.831182422735,-58185.667064106725
38329,983.581937829058,-47182.92704652155
38330,764.7162195333003,-36345.644337727186
38331,10432.221704615002,-29299.927915573608
38332,22022.405872681007,-36206.457973404744
38333,25536.192986978276,-44746.20823344495
38334,25694.93003643156,-52149.39767871781
38335,24894.91729986843,-58066.0886591798
38336,24520.558486873597,-62002.93986523881
38337,26230.00613975612,-63171.190221658675
38338,28711.35615599293,-61798.25862641466
38339,31899.207122249092,-58464.209409363495
38340,36959.66892244376,-52256.16780785893
38341,43780.52045415508,-42799.583622123566
38342,54300.01791078782,-27633.286800369027
38343,66350.38854835348,-6618.78430632352
38344,76488.2486522957,14961.130969744663
38345,83247.76001389927,32564.874308610328
38346,87583.88267689777,45545.07246545144
38347,90384.81378847458,54614.53911464488
38348,92528.73344081007,58949.69718263361
38349,94868.39248673391,59342.1781778443
38350,96435.69242463642,56640.41708992969
38351,97228.05218968767,50227.21557871788
38352,96098.02626574546,43139.44234774096
38353,92529.28439066591,34316.44572614324
38354,87218.72513242021,24080.616307489003
38355,80377.96571839749,13270.76838099381
38356,73118.7059056916,4285.133429086687
38357,66333.21351854492,-1567.6145741438631
38358,60947.46560372069,-5508.176186285698
38359,59191.88893840743,-2987.8472386060093
38360,62080.243853816806,7927.285015921909
38361,67049.01638121268,24453.891200936436
38362,71617.54265371984,39423.50897263484
38363,76356.15620908767,49799.87002880307
38364,81803.59532702019,57357.545888180284
38365,87518.41993922599,62671.29686283112
38366,92742.98890230405,67261.36892752296
38367,97684.59018375071,71539.79396442354
38368,101773.11840824834,75554.20561299684
38369,118472.1867726173,85841.44141581903
38370,119010.48299055974,80432.64375045738
38371,118865.21653953523,74164.44935407318
38372,118066.04905756873,67413.16323945641
38373,116644.76554845484,60126.07772545655
38374,114663.76672043659,53240.023199412084
38375,111746.83962456514,47425.37088398171
38376,108625.76656410936,40800.959417513404
38377,104996.89542640946,34418.7249209823
38378,106925.85163681903,75083.84348458784
38379,96499.93256477815,77402.11634274635
38380,84043.61829068577,76304.29906195727
38381,80288.39752203201,55458.662497088386
38382,69874.97379558827,15502.53378330636
38383,40060.198876759074,-32437.153898672386
38384,9169.841530887632,-63678.257966961304
38385,-9404.806942957228,-78310.70487752664
38386,-22829.44381907197,-86440.01522765683
38387,-33387.02790327839,-90425.24955470712
38388,-42996.58929257022,-91655.38614534031
38389,-50481.26796832356,-90615.78970912144
38390,-57138.1151538905,-86755.43229986104
38391,-61376.24860632104,-81804.78402944012
38392,-60937.06598167518,-77016.28387122006
38393,-57539.79766509076,-73115.42009164063
38394,-54563.436448906694,-68461.28937373114
38395,-53992.04544549412,-62829.938171994174
38396,-48149.88020936944,-62780.562035282055
38397,-29590.451540629223,-67635.09555047912
38398,-13244.611033090128,-69675.23109446399
38399,-1753.0583574088814,-71077.84998598187
38400,4267.093974706433,-72798.45827511916
38401,8053.9509567923815,-74071.98200459215
38402,11458.229366194722,-74245.4874509014
38403,16578.011400819596,-72190.26607809677
38404,22358.04740669034,-67751.14598196629
38405,28628.811283388946,-61407.17909763771
38406,36529.52903792398,-52124.6062315613
38407,45837.73672154713,-39463.14466838539
38408,58239.70904565221,-20745.904675594462
38409,70441.13825799382,2921.19163273467
38410,78771.35547065464,23937.911966202148
38411,83820.10602705888,39400.32357673732
38412,87002.07563547399,49994.185570475194
38413,89108.1820998624,56912.74675083372
38414,90857.63532774508,59932.90898054849
38415,93031.06289912562,58822.7225555048
38416,94622.19477073489,54695.85610162983
38417,95352.63056618292,46589.85113467786
38418,94121.51909353258,38184.48048600397
38419,90191.20756479149,28142.134430170187
38420,84457.01958292839,17363.425623939576
38421,77075.46241981613,6361.667158451208
38422,69655.90967785244,-2025.4847937628874
38423,62779.68948031994,-7038.467101047423
38424,57751.44243312838,-9318.541194356552
38425,57022.23745203882,-3818.414836989752
38426,60912.33165708079,11403.550178839614
38427,65641.84565496827,32731.55572702689
38428,69556.83926675953,47364.93391374631
38429,75355.83102086137,55224.358654204545
38430,82165.26407600068,59831.66536023705
38431,88604.28746283817,63693.16750461626
38432,94197.74786524981,67681.35861760806
38433,98872.28705001473,71434.76784365815
38434,116717.95589258209,83476.97564195738
38435,117501.25133717066,78470.78135378245
38436,117708.31377493405,72770.27631847058
38437,117360.87189918694,66897.10544586134
38438,116486.32054675044,60645.13919013051
38439,115159.88779078124,54789.106726267055
38440,112924.9451033088,49892.25256445163
38441,110484.26762351289,44127.794219699164
38442,107406.6374376757,38084.41449140655
38443,99971.03652248983,74565.98923426421
38444,87973.63518308432,74659.27392642011
38445,81943.46780816029,59889.80390920432
38446,74361.67083232504,23987.629003170216
38447,49517.2056741471,-23196.816278679093
38448,19264.280699573494,-56678.134194299295
38449,-2793.6321705127266,-75371.74823432715
38450,-16972.075368857768,-85386.09738974717
38451,-28094.328477886484,-91374.931438534
38452,-37674.58734188966,-94458.84618985615
38453,-47289.93892141393,-95468.3772683698
38454,-55393.8059582135,-94594.02202548496
38455,-63284.44157599263,-91152.98214215558
38456,-69635.26078697403,-86222.87760016583
38457,-73339.5776443431,-80487.90392551453
38458,-73086.87256011937,-76819.99048977546
38459,-67397.94089402667,-77232.780292497
38460,-60620.56162170612,-78330.51453797548
38461,-51445.50818000746,-80526.41147245804
38462,-39181.968295319486,-82712.38466123084
38463,-27325.921960197295,-84118.69182533937
38464,-16362.7031022351,-84557.57187347549
38465,-8957.32982110494,-84481.21140080408
38466,-2881.554794811891,-83555.10689111204
38467,2773.976085688715,-81474.82955160103
38468,10242.131120743368,-77219.64044674454
38469,18610.357258137094,-70423.40488979682
38470,27657.852563865377,-61376.47979423436
38471,38163.07106985756,-49163.082072594465
38472,49771.629462986275,-33135.331143894036
38473,62954.97689153235,-11688.506384867025
38474,73698.83956221257,12268.794966221409
38475,79848.25322573283,30508.98829597366
38476,83420.51971125309,42273.12213739392
38477,85778.41809558103,49789.425551788736
38478,87434.82981039314,54647.691584316824
38479,88591.87434272538,55997.53751922084
38480,90287.93496148814,53701.39463277832
38481,91506.81213308564,48261.64282628022
38482,91825.34738150987,38916.28055806977
38483,90335.8737960211,29843.13504910832
38484,86194.30944872857,19576.4064972005
38485,80261.04322364723,9135.96398263122
38486,72983.8353954908,-797.5985661018494
38487,66033.45435943344,-7568.523652559241
38488,59993.46904632586,-10597.27018848015
38489,56278.18442450776,-10123.215214887277
38490,56852.12585237439,-994.1757782938803
38491,61047.41575418116,19558.109547753804
38492,63189.8158469415,42625.423050787176
38493,68269.25992385109,52160.27001365671
38494,76104.83371353206,55805.063066386516
38495,83915.07832637876,58420.20449700178
38496,90303.9575418061,61674.39783689272
38497,114755.54754353226,81166.27351066696
38498,115866.86051578361,76650.15084281434
38499,116416.32812200967,71646.29113960493
38500,116486.68620544477,66572.36424775675
38501,116050.89167813261,61049.292383841675
38502,115175.50712575871,55828.31630076166
38503,113347.45143724189,51269.28710155425
38504,111096.16889787832,45308.80706910295
38505,108140.02808336401,38970.175721802116
38506,90847.96971534163,72800.68474732537
38507,83339.63473904789,61312.32888388187
38508,77390.79277496765,29526.64816268367
38509,57007.59277089305,-14975.899496052305
38510,29972.174102616875,-49316.30717692437
38511,8049.626092386665,-69448.36026650199
38512,-7854.759564713597,-81901.56465244704
38513,-19278.004107449808,-89488.45989162393
38514,-29069.634697064204,-94543.3247311633
38515,-38173.77978438951,-97497.27529807694
38516,-47791.1640925805,-98878.81780286337
38517,-56252.315210023036,-98727.05528517785
38518,-64312.48197307955,-96548.90144563466
38519,-70946.07229038265,-93137.49398651098
38520,-73624.47295214597,-90266.83283260075
38521,-72379.48604906273,-88945.06780470909
38522,-67733.88953541397,-89055.03895717135
38523,-61750.307316240964,-89605.54725346994
38524,-53631.703601642126,-90703.24283642464
38525,-43307.54218680905,-91469.14000732599
38526,-32853.89604911348,-91659.10807467412
38527,-22355.69103947596,-91003.85444901997
38528,-13983.384976004207,-89501.46565366148
38529,-6792.804764758112,-86989.6064991996
38530,449.9265363378654,-83137.42904705409
38531,9869.731341487866,-76872.03047458688
38532,20674.163386104025,-67632.3195045327
38533,32189.4788711503,-55768.7590904304
38534,44947.46523335031,-40265.01970267816
38535,57333.13242960844,-21600.449704655293
38536,69078.56472246072,544.4716323946122
38537,76627.36244614376,21290.511026005544
38538,80522.72905120024,34496.31334362035
38539,82852.9129908084,41475.987203223194
38540,84473.42109679357,45333.56480465067
38541,85523.87179778464,47529.076354797784
38542,85910.66425146023,47195.82184618086
38543,86787.39222794397,43846.052664483985
38544,87253.49436394677,37740.6409466114
38545,86947.04099433961,28217.34558058468
38546,85299.72065770923,19540.464099319084
38547,81345.5256684202,10466.456827774513
38548,75866.4966026236,1606.2840340815746
38549,69521.34117525953,-6154.197899700048
38550,63609.28630830341,-10807.78958634659
38551,58789.38107117934,-11487.825843238526
38552,56344.986453883816,-8260.698290338067
38553,57675.40931063298,4251.730218399069
38554,60178.72475543776,29306.406112793287
38555,58610.86661181099,50838.18887023618
38556,69572.62741712894,49950.848962971824
38557,78067.12693877636,51420.95133666099
38558,85597.53836222885,53458.826496265356
38559,112495.50201941922,78476.67765162681
38560,113862.63440379902,74638.10979632789
38561,114724.5656726195,70258.55612184037
38562,115117.24547750212,65703.21349716192
38563,114967.2250434657,60537.00031079092
38564,114285.81974603656,55302.804219549915
38565,112532.99499211201,50413.646345108544
38566,110102.36799053848,43595.00556683285
38567,106677.97902831747,35875.798980586835
38568,84567.84777941451,59669.43914121484
38569,78214.82740914784,29930.296173709652
38570,60686.521071401265,-10832.99744422437
38571,37265.15987129004,-43418.103219332836
38572,18006.52593761297,-63605.362786036174
38573,3449.663344737637,-75965.85073723184
38574,-8106.979965965729,-84856.84420819298
38575,-17266.55189805683,-91026.57037748661
38576,-26051.4298930729,-95792.08355972962
38577,-34819.38563639848,-99092.59597520067
38578,-44746.17494082554,-101302.80832391251
38579,-53858.42873080597,-102211.26743920353
38580,-62535.53857676501,-101274.11782808541
38581,-69297.58505938065,-99440.88334936206
38582,-72103.91083669588,-97804.03974686992
38583,-71360.39802685249,-97010.9033879594
38584,-67502.86850487682,-96851.57676398932
38585,-62165.44290945131,-96757.11750288791
38586,-54648.95997664108,-96898.62195858601
38587,-44956.26023449357,-96484.07003026594
38588,-34915.29479537026,-95538.89613592566
38589,-24179.671923155634,-93628.9435743966
38590,-14884.986483509456,-90678.3500356001
38591,-6394.296722397674,-86543.19502098155
38592,2698.4737463239435,-80680.32205021412
38593,13970.880509171246,-72308.0196415107
38594,27436.82465257514,-60049.8666527136
38595,41436.265054591655,-44696.30248055581
38596,55257.69167263815,-26176.100244344147
38597,66835.3481794245,-5784.121988597522
38598,75263.32682215469,14184.118332275313
38599,79541.9914484605,29775.30073625866
38600,81581.28284732465,37418.38984762924
38601,82725.48712537508,39623.22417713621
38602,83306.81649863135,39700.02215189603
38603,83356.11217644627,38634.92585448517
38604,82738.42302538315,36098.028614816285
38605,82613.05418152627,31736.676959862445
38606,82307.32564675629,25759.184112495754
38607,81559.41323537039,17334.620230327302
38608,80372.30092394017,10603.610699729608
38609,77422.83989506547,3960.2992399950817
38610,73368.76626240028,-2225.7408486961576
38611,68434.86564737963,-7544.718624168898
38612,64270.248896116456,-9479.351450310809
38613,60988.294949667325,-7543.1336174306925
38614,59540.37301627037,-1978.1788232002618
38615,60537.34125666261,13472.124090898622
38616,58949.038918496415,40071.40510207201
38617,61356.350137606336,49162.49072652648
38618,72492.37971652651,43740.52125261822
38619,80055.22449922767,44779.2340497752
38620,107910.06998714876,78872.28613369002
38621,109971.80629312473,75598.89200019413
38622,111502.10150733763,72185.6588930069
38623,112544.77160663242,68128.43834562335
38624,113074.56175818817,63630.38072645293
38625,112981.05291323147,58223.239237967835
38626,112170.10007207317,52222.435427997785
38627,110063.82620086112,46043.419219299525
38628,106905.07381665063,37386.5899319939
38629,102335.47476232547,27151.35639581659
38630,78140.54193343969,26769.403687854905
38631,60062.29526633251,-12937.207139073984
38632,38384.44256209328,-43117.30039840213
38633,21604.008520841635,-61458.236145329174
38634,9640.331090193271,-72810.79500375566
38635,242.02081353204267,-80463.6226628978
38636,-7910.036757466078,-86933.80432537457
38637,-15040.15132107809,-92088.253618154
38638,-22701.154915993844,-96687.27486170885
38639,-30885.815701734406,-100310.47663888735
38640,-40639.44337220109,-103225.1740572573
38641,-50024.13365319115,-105009.65028956137
38642,-58942.68956429738,-105037.35144199763
38643,-66053.52910381233,-104063.1675132851
38644,-69304.49531335646,-102881.68579922407
38645,-69314.44717748833,-101913.9351332802
38646,-66176.41387902672,-101229.52610717248
38647,-61379.57084511898,-100463.80602494377
38648,-53834.079975703185,-99690.99833115103
38649,-44053.331648847736,-98214.14684472827
38650,-33816.27849692934,-96094.14187019657
38651,-22394.849148040063,-92850.93876978266
38652,-12062.615469042212,-88468.29042271158
38653,-2220.5991355265287,-82636.27050848803
38654,8341.41430588944,-74916.84722925657
38655,21599.834320583697,-64033.30116287949
38656,36884.027699070364,-48865.69988979068
38657,51988.15045316004,-30513.259155532054
38658,65032.26340721306,-10345.66969795935
38659,73494.39994138957,7756.839774727072
38660,78757.40223581842,23295.102739752412
38661,80938.27079588907,33253.22952560471
38662,81834.43270006332,36149.695840635264
38663,81967.65020728698,34709.14894146686
38664,81348.00475627097,31554.117469343804
38665,80177.20852004681,27905.67635994096
38666,78422.42744879931,23646.96175801938
38667,77636.81773498574,19512.001382825034
38668,77167.52705920604,14999.349313238985
38669,77143.64502582647,9630.67064900403
38670,77419.19345603988,6164.291286930602
38671,76304.60596586693,2722.514786735308
38672,74379.0209412715,-220.7347714192365
38673,71599.35215134552,-2554.637800699107
38674,69197.10366758094,-1941.3500076770433
38675,67346.12132117205,2578.185208980325
38676,66373.90939405645,10453.965004678936
38677,65497.5111235927,26257.97268522671
38678,59737.827581578415,48383.837961986865
38679,66314.69149485354,45469.69422925595
38680,74907.70012917908,38458.99202294406
38681,81285.84237113266,38559.40689492592
38682,103616.78788861888,76566.29150494243
38683,105246.0725071291,75083.76597380331
38684,107352.62385329518,72214.90067990475
38685,108972.8964531139,68939.13035336416
38686,110082.16711551134,64627.59224852573
38687,110567.40925777814,59658.44327004376
38688,110229.31425204841,53234.68246436099
38689,108926.7611655397,45726.18225044079
38690,106000.70331896163,37317.94871274215
38691,101420.0111543547,25732.638097701587
38692,94544.61610239651,11682.417855034706
38693,58112.15930436661,-17788.633168277356
38694,36547.183425205076,-46377.88719081384
38695,20828.12372502021,-63093.91189835298
38696,10003.389584881985,-73304.29328898256
38697,2657.496933317976,-79778.0617135372
38698,-3372.4969417502725,-84606.1354310804
38699,-8967.33188304348,-89386.06083888252
38700,-14564.859773402779,-93886.58801574452
38701,-21240.94719825261,-98354.6690547636
38702,-28731.198449321324,-102132.71025885578
38703,-37944.95912591965,-105432.94587810594
38704,-47066.42472119087,-107642.92934770108
38705,-55859.10900667303,-108167.93930935202
38706,-62962.08404291877,-107509.7233020077
38707,-66583.92209393796,-106218.41509683107
38708,-67044.3418637173,-104785.10490326834
38709,-64268.90179894543,-103344.59730729698
38710,-59477.694510233676,-101700.84909849457
38711,-51685.021650311144,-99942.34930822715
38712,-41200.83140339682,-97286.3891235783
38713,-30060.892176984715,-93834.25604789853
38714,-17389.084617170825,-89047.0750208839
38715,-5622.358183263823,-82938.09496423678
38716,5770.452256913013,-75131.71370299542
38717,18109.37797671601,-65052.10991504911
38718,32780.36993320889,-51570.59248790027
38719,48619.19771173494,-33786.036660246675
38720,62302.199145349965,-14546.41746088113
38721,72355.96309142731,3771.7931607889477
38722,77726.60564644134,17787.952103262873
38723,80507.58806460179,27565.670465155934
38724,81243.83431815129,32251.3844900472
38725,81044.62046306985,31089.634456206757
38726,79814.04276667548,26326.41109451916
38727,77623.82687517561,20334.994650369783
38728,75038.21989440374,14837.334361627534
38729,72025.33432666594,9433.175574178014
38730,71162.23120669863,6762.196125159535
38731,71598.70351558874,5496.304436465412
38732,73209.91880930643,4180.8954056433795
38733,75669.38725455846,4795.575590416527
38734,76887.3121315787,5078.793453087259
38735,77169.41546371557,5287.895584931379
38736,76337.21312013848,5606.469435129286
38737,75520.58921917505,8565.428873522913
38738,74369.25738292834,14733.248901292427
38739,72917.98036595774,22971.05648763981
38740,70012.5855215975,36901.87266851016
38741,63512.79447921766,52067.47358795254
38742,70057.50384959632,43780.64611495115
38743,99586.87372890953,69690.69055715605
38744,100081.98439848426,71685.61114724391
38745,101202.3287514479,72401.50672635622
38746,102785.31015026933,71522.25713629299
38747,104902.79576100226,68728.3170069072
38748,106579.58859152466,65174.54430618652
38749,107616.19839693909,60176.64045883357
38750,107887.21327490936,54027.63328021375
38751,107010.05033327031,45746.45491792317
38752,104760.79080277914,35735.72900363517
38753,100196.42852261018,23884.948946497578
38754,92974.46817672046,8263.626509764326
38755,82532.26717430013,-9831.05124517392
38756,35097.18685453692,-49789.00802949611
38757,19555.132705916145,-65637.89446563403
38758,9077.615526834554,-74878.65145492737
38759,1943.9978087296695,-80717.72912774526
38760,-2620.7422926614963,-84505.1481406736
38761,-6479.170155051936,-87734.9154818048
38762,-10107.331092574423,-91440.26182156708
38763,-14421.919169596957,-95587.74077522321
38764,-20199.599660350497,-99962.9705955048
38765,-26915.07626714118,-103802.77542387659
38766,-35436.72754455096,-107239.21995904573
38767,-44013.77880590325,-109543.63896787548
38768,-52496.441588160655,-110168.75035564123
38769,-59438.97859060914,-109396.18690344326
38770,-63195.087791555736,-107679.99080013379
38771,-64070.82309935792,-105431.08234043754
38772,-61517.0363219493,-103043.12003230464
38773,-56412.26362013462,-100370.8366341774
38774,-47788.028345682396,-97495.56678079066
38775,-35872.61105893107,-93462.75904029811
38776,-23169.8785274106,-88421.85665112331
38777,-8591.486028670923,-81664.17137102858
38778,5179.0134656271985,-73226.48999233643
38779,18172.389530123324,-63060.691261939646
38780,31564.72596497977,-50566.92637383509
38781,45957.58147698393,-35232.284692616166
38782,59734.61814738927,-17191.660180976432
38783,70120.74221766155,-16.114858217675646
38784,76791.10693594764,13996.145171309076
38785,79752.55267506756,22729.414116408825
38786,80892.79731771015,27274.42382111068
38787,80536.97599354913,27681.39257435271
38788,78941.92063426538,23089.605246136776
38789,76092.72892718067,15571.380348612038
38790,72243.47652574255,7737.0894394314855
38791,68051.31404257132,793.621318987869
38792,63997.40402801683,-4819.651517675953
38793,63331.99768014075,-6003.6714217987355
38794,65301.44310375401,-3712.0450181164706
38795,69124.9679160584,-463.1839522487644
38796,73795.62569940831,4199.973839986647
38797,77134.40955680622,7858.854539059816
38798,97405.95004726583,63893.33040738199
38799,97863.78248057699,67217.66022434006
38800,98974.31648183311,68913.48427568906
38801,100638.01376884912,68374.35561122671
38802,102851.22632166663,65331.09807453332
38803,104566.91224557399,60916.10715475182
38804,105417.21379224389,54646.012711586634
38805,105114.33081139969,46233.5728381253
38806,103181.62835870887,35178.334950159595
38807,99071.21781304659,21520.53162470855
38808,91909.19277908042,5842.086369168079
38809,80775.56329756786,-13888.005355556721
38810,66318.22637249803,-34387.8238714315
38811,21353.559487077964,-66024.1484104561
38812,10527.967199773091,-75224.09041986824
38813,2924.3047465417403,-80726.34362703701
38814,-2320.85601959606,-84316.00138507175
38815,-5435.392165449346,-86799.79382166748
38816,-7941.577977040826,-89277.76209872086
38817,-10741.136426737066,-92831.95023509936
38818,-14470.007427706674,-97028.97320421675
38819,-19714.37216626163,-101425.76663221454
38820,-25987.75748407949,-105368.71451018695
38821,-33769.51935377314,-108700.32407440485
38822,-41596.57218220778,-110786.24496475299
38823,-49366.37135141112,-111042.63838739175
38824,-55899.28515459932,-109724.98882708198
38825,-59525.406137543454,-107101.39802814984
38826,-60293.72634048607,-103729.4987457501
38827,-57445.58636337191,-99917.877730664
38828,-51338.32171214785,-95772.87611086847
38829,-40713.706079653886,-91352.63632061296
38830,-25455.955002825947,-85055.48807880565
38831,-9061.987981739927,-77070.33100625433
38832,8861.785263360129,-66730.58012191714
38833,24386.394985877774,-55117.3855951595
38834,37823.52030410154,-42354.52125610284
38835,49792.989369178336,-28593.88929220542
38836,60301.34591939175,-14830.208402058794
38837,69298.51106190075,-550.9524937626702
38838,75384.12346242045,11159.789208168142
38839,78976.65266359915,19231.172544039266
38840,80118.33276876096,22756.312184210386
38841,80022.53521058601,23101.23767137368
38842,78387.4046532761,19965.50437017616
38843,75329.28651830471,12958.362664023105
38844,71015.0782963481,4133.532271254844
38845,65768.37261534535,-4433.831071454071
38846,60674.512328136465,-11226.296230055243
38847,56166.56164140905,-16228.989722141687
38848,56155.70185056311,-15678.162002314813
38849,59735.50009503359,-10535.033248222106
38850,65537.19963471856,-3661.136154535732
38851,72309.52471907604,4572.412586565173
38852,77158.6062669128,10771.294803372053
38853,101088.47475353333,61443.93621601422
38854,102694.99856896812,55399.14632861529
38855,103103.76943595982,46907.8137833127
38856,101756.94736657286,35538.74430052831
38857,97968.8157643921,20911.341963997707
38858,91122.64724275864,3471.6748817639746
38859,80403.97317449393,-15748.251658217756
38860,66115.6233472723,-36567.44264088545
38861,49667.90100998241,-56138.90917759699
38862,14442.001095248692,-73874.12799259326
38863,6545.728432344622,-79303.04589928115
38864,667.474263360964,-82597.973888785
38865,-3339.6298125427857,-84879.94096223523
38866,-5583.249786885783,-86799.80901369033
38867,-7604.543622999241,-89277.81188076473
38868,-10055.410622369483,-93125.8723001544
38869,-13588.122650308775,-97627.58720838014
38870,-18968.592691281177,-102390.63606193429
38871,-24933.940497666954,-106278.74578458501
38872,-32197.09100273859,-109394.0459878328
38873,-39427.75745810902,-111034.1856998771
38874,-46480.44224472959,-110638.37985858324
38875,-52592.82717926607,-108439.53734018067
38876,-55845.56872601255,-104559.23188876081
38877,-56321.26339493407,-99548.62942393933
38878,-52547.94462535811,-93920.6143904079
38879,-44483.038298515625,-87891.88216543419
38880,-29350.24570765984,-80806.28098555995
38881,-6707.526041462628,-69581.61238880004
38882,16696.925537684823,-54633.83802358436
38883,37470.15871512159,-38113.14086419482
38884,51783.25566275277,-23605.17351835832
38885,61194.20826846411,-11584.073558077594
38886,67678.3704522493,-1608.9487887381401
38887,72386.03080718826,5996.107278299809
38888,76412.1918508008,13482.446042500425
38889,78882.0458891702,18666.591153810117
38890,80197.2716324021,21356.615741247457
38891,79867.37718656778,20594.782462684194
38892,78482.4040483498,17530.6409408979
38893,75547.13682024107,12072.502410009522
38894,71304.61755048695,3928.6571759879153
38895,66280.37416232457,-4719.771928904927
38896,60919.575625483645,-12054.179014593712
38897,55759.584220258825,-17791.367806884373
38898,51501.51570600642,-21565.976361093646
38899,52426.46776806374,-19376.338689047345
38900,57130.721219591964,-12406.306853166745
