Fracture,Stress
51,41.59321757
49,38.82170019
42,36.33859823
30,34.23339778
22,32.59350689
5,31.43854004
173,30.67416385
171,30.20500029
85,89.69723457
90,93.40211076
91,98.57652574
107,104.1933557
112,109.1748619
119,112.8767168
117,114.9732085
123,115.4469351
124,114.3470817
119,111.6851043
118,107.7012012
120,102.7594501
117,96.97148642
122,91.41430161
124,86.0673675
124,81.70650826
119,78.06315257
119,68.52216391
32,66.74045933
35,65.07334672
49,63.55371538
35,62.02867075
53,60.43469627
54,58.78651924
57,52.10913432
66,49.1148418
48,45.82453718
48,42.36696913
38,38.91397507
49,35.63002209
86,89.38763274
90,93.36146402
94,98.7084423
96,104.3717109
104,109.3153906
112,112.9738989
111,115.1387087
118,115.8643557
112,115.2767183
114,113.5193531
125,110.7176566
114,107.0110298
123,102.4699735
112,97.50812703
120,92.49370166
122,87.50198771
122,83.02560646
112,79.11547907
120,75.86735223
132,70.37039518
53,68.15861884
43,66.23007642
41,64.51712774
53,62.98344367
35,61.49527444
60,53.71658995
86,88.59982254
90,92.71584592
95,98.07849533
105,103.7405719
104,108.6975481
106,112.4072409
131,114.6986225
107,115.6577621
124,115.4361684
115,114.2679929
109,112.2546499
122,109.4524592
112,106.1122344
122,102.1197245
122,97.63758723
113,92.83062392
115,88.06044089
108,83.62214662
122,79.4700314
117,75.8929676
112,72.71386591
20,69.98907242
109,67.78190979
40,65.88503997
55,64.24937641
86,87.36393654
96,96.75516401
105,102.3726487
115,107.378894
99,111.2241908
123,113.7186701
122,114.9409679
119,115.0963011
111,114.367068
113,112.9688883
114,110.9471022
116,108.3147637
124,105.2423482
122,101.5560085
113,97.21041249
111,92.729835
110,88.08894726
118,83.44290225
120,79.27758383
103,105.3911655
109,109.4447165
104,112.2308025
108,113.7902947
112,114.3272527
119,114.0627194
122,113.1624911
123,111.7389701
125,109.8223508
126,107.4196076
121,104.4686328
90,83.58202023
90,87.4568563
96,92.26479726
106,110.0155721
109,112.0080895
110,113.0199199
114,113.2324789
49,81.16348974
78,84.81836516
107,89.20281501
122,93.94171245
127,98.80878058
37,39.08911507
74,39.80006706
38,40.77196282
56,41.82809672
41,42.80094956
20,43.54326413
30,43.90646788
61,43.69809729
64,42.61833063
75,38.54576208
77,38.98637725
39,39.74822793
53,40.69089104
43,41.61288374
33,42.36749964
52,42.77177634
64,42.606606
29,41.54817039
68,39.22435001
74,38.09616612
66,38.21197253
34,38.70195761
25,39.4434936
50,40.24919746
51,40.94433098
50,41.32998552
62,41.16256866
83,40.07719659
87,37.69810708
38,37.78456327
31,37.49130144
37,37.61158513
26,38.04969106
11,38.63650825
3,39.20102122
59,39.45971608
119,39.24438863
94,38.06273011
89,35.62928909
58,37.42773867
50,36.63616816
17,36.2894777
16,36.33585745
40,36.56648229
175,36.84715997
171,36.94313493
127,36.5654975
117,35.32975727
7,32.90169294
40,36.93585021
59,35.54791602
51,34.61581438
7,34.11782776
174,33.91712622
166,33.8393997
178,33.6608984
93,33.12111756
4,31.83533288
162,29.56559237
4,26.16809624
61,36.33859823
58,34.23339778
22,32.59350689
9,31.43854004
173,30.67416385
169,30.20500029
166,29.71444376
1,28.93520226
108,27.67355308
76,25.62769313
158,22.8254376
48,35.63002209
54,32.66894433
42,30.2036546
3,28.30939116
174,26.94102402
166,25.9504509
4,25.13952531
19,24.3029327
5,23.22006893
173,21.50100426
132,19.36478374
148,16.98141875
53,34.72032843
49,30.82352273
26,27.50036055
171,24.888706
167,22.98124608
168,21.60635618
23,20.5547831
23,19.65437777
30,18.66531643
22,17.42963336
168,15.945502
39,14.33396264
103,12.64350441
138,10.98323596
113,9.542567159
58,33.69635332
35,28.85581329
48,24.75390173
177,21.59940381
161,19.25707225
5,17.62191336
22,16.40968615
19,15.45729768
10,14.58634608
31,13.66629447
16,12.74138013
16,11.68412817
170,10.6113491
159,9.492886477
149,8.468616091
122,7.550991551
8,6.738270273
11,6.06673659
63,32.70497497
51,26.97322689
52,22.23846328
171,18.65670217
22,16.11381658
170,14.33286467
20,12.98703238
27,11.95317564
30,11.09550708
18,10.32340131
12,9.630628015
177,9.026288596
173,8.40284502
172,7.70938745
180,7.041463319
153,6.399672595
7,5.827101301
11,5.302159889
4,4.863513203
180,4.568748365
9,4.301317837
69,31.51926951
53,25.10459797
47,19.99482456
35,16.22982637
165,13.59216872
18,11.72051349
27,10.25563135
16,9.133391794
35,8.131697991
3,7.332032058
170,6.724514347
176,6.306364652
11,5.955820299
167,5.624184968
160,5.202923747
161,4.823568003
150,4.424162271
6,4.066690305
6,3.792929146
179,3.614654183
5,3.47356818
177,3.228399094
179,3.050963028
178,2.860187031
66,30.26865973
60,23.40334951
47,18.16275729
33,14.35754012
15,11.67962417
10,9.722553691
1,8.128423524
173,6.756733137
25,5.550978972
7,4.58000494
174,3.879044167
2,3.472213433
177,3.238828114
170,3.124061376
162,2.940857221
155,2.802863417
154,2.621940322
147,2.452307406
165,2.333922262
157,2.289871599
176,2.230610467
169,2.091441312
175,1.933430502
166,1.800777529
175,1.43798134
178,0.706230986
34,28.78200494
53,21.83026052
22,16.68312063
22,12.95256072
20,10.2593174
31,8.189663519
21,6.369459851
14,4.685014284
4,3.202916491
4,1.923401857
180,0.978047695
172,0.424079246
172,0.180596646
167,0.127777687
155,0.206132864
158,0.304689886
154,0.36009839
151,0.457056398
155,0.472239643
153,0.583576776
162,0.688991517
144,0.594229619
3,0.471159153
1,0.293971481
1,179.8294223
169,178.7892013
175,176.9074714
174,173.4455316
155,167.4827863
165,27.22644728
36,20.46327805
14,15.5740654
15,11.95091381
25,9.215063109
25,6.977734907
178,4.851100182
19,2.826077151
8,0.936326222
179,179.2434248
177,177.93212
173,177.1232616
171,176.7664958
165,176.7522497
160,176.989488
156,177.31268
153,177.6168536
153,177.9027088
146,178.2320625
148,178.4721826
154,178.6786433
168,178.735828
151,178.5828297
167,178.3340837
176,177.6621578
176,176.2009087
169,173.569143
176,168.9125605
4,161.5436678
144,152.6412584
143,145.0712757
164,140.3102463
13,19.23876382
14,14.67142511
12,11.1564264
18,8.354090377
4,5.886810092
17,3.408983702
1,0.956429601
13,178.6011881
176,176.4412021
175,174.7208079
177,173.6009081
164,173.0687292
156,173.0407271
160,173.3822909
155,173.890998
154,174.5035424
148,174.9557597
150,175.4503428
149,175.9308425
147,176.2805197
169,176.3690079
149,176.2429037
147,175.8761366
162,174.9453166
2,172.9524821
165,169.4933713
149,163.7425399
160,155.6721439
164,147.356765
144,141.1710463
51,137.5973774
31,135.9842363
27,135.669225
33,136.2246431
13,18.06046428
14,13.86141408
18,10.44599227
30,7.540819038
25,4.808003781
1,1.93796933
21,179.0301745
176,176.1921201
177,173.5729862
169,171.4467796
169,170.0189471
159,169.3697638
164,169.2770551
157,169.5647468
157,170.2680024
157,170.9023596
161,171.6292622
153,172.3150676
152,172.9621444
154,173.4338042
153,173.5763769
153,173.4059313
130,172.8678227
158,171.5799033
162,169.0515864
157,164.8175581
155,158.3372062
167,150.3090484
138,143.0206871
30,138.0214147
132,135.252301
48,134.0787323
28,133.9958215
39,134.6668853
77,135.8343573
58,137.2526901
147,138.8088192
13,17.00998084
17,13.1123905
21,9.742459392
34,6.673261285
3,3.616965156
23,0.304467504
10,176.9230148
176,173.628195
175,170.5944796
166,168.1754168
162,166.4446002
162,165.5553852
160,165.3505749
158,165.7514509
155,166.3159769
153,167.1089842
154,167.9551056
152,168.7702782
148,169.526192
147,170.0758265
133,170.2262248
147,169.9630313
157,169.1999186
132,167.5197021
154,164.4501934
154,159.5809579
155,152.8163001
156,145.3603069
145,139.1646896
32,135.0819773
29,132.8663261
138,131.9696443
1,132.0152306
14,132.7523015
42,133.9578982
143,135.473453
146,137.1540577
93,138.8470789
90,140.3359615
20,15.91429615
21,12.28750334
34,8.913999114
29,5.645845118
27,2.227503887
22,178.4756383
175,174.6668546
169,170.9571695
1,167.6113849
162,164.8996445
159,163.1000613
156,162.0183933
163,161.7680859
164,161.9098225
157,162.5489693
139,163.3100699
154,164.0827422
139,164.9161944
151,165.690165
133,166.2313458
151,166.3229907
155,165.9064881
143,164.8651708
133,162.781054
137,159.2347824
133,154.0129084
143,147.4121399
139,140.8206748
148,135.5994866
52,132.2037389
74,130.361054
56,129.6314943
5,129.7372895
48,130.4928015
104,131.7190587
5,133.3061597
53,135.1110673
140,136.9618793
130,138.6856347
78,140.1799118
142,141.474322
86,142.6432913
28,14.78401054
20,11.34267668
21,7.895213303
16,4.36925217
25,0.551417346
10,176.3572117
13,172.1393911
166,168.1589104
162,164.6592463
162,161.797883
151,159.8579611
156,158.7535461
143,158.3879103
144,158.8007667
136,159.4270449
136,160.1655325
133,160.9119994
132,161.6599344
131,162.0246721
133,161.9754874
132,161.3410513
134,159.986643
140,157.5333337
138,153.6757269
143,148.4156028
137,142.3383032
157,136.625181
132,132.2033727
131,129.3105274
90,127.6951093
162,127.0390841
166,127.1380679
105,129.1083422
164,130.7050367
91,132.6519202
151,134.6413181
138,136.603347
77,138.3972031
86,139.9715322
88,141.4589495
112,142.8936566
145,144.3313871
132,145.7276841
28,13.67224331
20,10.3189584
20,6.731896117
18,2.899432481
11,178.655264
5,174.0365589
5,169.5073714
163,165.3866103
165,161.7659299
150,158.9259493
145,156.9728434
152,155.8774487
138,155.2991015
137,155.2717503
137,155.4327469
136,155.8601124
136,156.397677
136,156.9575351
134,157.4468409
132,157.7412583
133,157.405713
134,156.5717998
148,154.8659486
139,152.1470636
144,148.2134032
148,143.1961394
151,137.7823099
140,132.8582889
142,129.0488893
130,126.4825
124,124.981398
129,124.3154093
112,124.3427159
104,124.9754236
157,126.1223796
102,127.750387
93,129.7462846
87,131.9268223
79,134.1338405
74,136.2230078
128,138.1634586
122,140.0291908
125,141.8356157
2,143.6827789
171,145.5039866
163,147.3205818
142,149.3730189
129,151.8991831
29,12.70433871
24,9.332453003
20,5.519495019
15,1.307373927
11,176.615614
177,171.6033885
172,166.8620896
163,162.6503986
160,159.0658154
151,156.28054
145,154.3621322
141,153.1894716
142,152.613495
139,152.3251048
139,152.3998797
139,152.5385276
138,152.8312569
138,153.2078762
136,153.366393
136,153.3334165
139,152.8534235
136,151.6973662
137,149.7409356
141,146.8783568
142,143.0088623
149,138.4102203
143,133.6550314
125,129.3925016
118,126.0381076
120,123.6895409
123,122.2395555
114,121.484594
118,121.3916144
111,121.8805481
132,122.9005987
99,124.4698954
95,126.4908967
79,128.8006553
80,131.2529405
116,133.6919256
127,136.0353699
110,138.3204932
99,140.6114277
180,142.9270876
2,145.2392709
148,147.5697115
24,150.1372431
138,153.1295294
154,156.5790997
138,160.2640594
30,11.93930373
30,8.456381847
24,4.332737379
17,179.6943412
16,174.5338329
6,169.1794305
172,164.2722658
160,160.0894276
158,156.6073441
150,153.9177848
143,152.0506831
142,150.8922194
141,150.1836135
140,149.7529354
140,149.5665867
139,149.5136115
136,149.5397895
140,149.5754562
139,149.5628055
137,149.166493
137,148.4131036
137,146.9706523
140,144.8786962
140,141.9746523
141,138.2921877
128,134.1329862
124,129.9629456
127,126.2077514
120,123.197005
119,120.9863207
115,119.4969759
119,118.6491056
120,118.3805642
116,118.6658343
103,119.4913372
98,120.9235856
88,122.8928637
86,125.2620279
87,127.9329062
111,130.7506504
116,133.5761907
137,136.3989991
3,139.2517785
1,142.1408319
122,145.0064247
18,147.8812286
18,150.9165621
169,154.2462859
151,157.8209059
144,161.4106635
131,164.5582749
32,166.9637377
6,168.2717679
32,14.43356188
34,11.33510765
29,7.6676268
24,3.194243471
16,178.0953685
6,172.5008167
6,166.8791855
173,161.9203151
157,157.8298674
145,154.4930312
144,151.9337535
148,150.1121886
143,148.8911202
142,148.0937141
141,147.5588065
139,147.1863082
137,146.9100396
134,146.4521256
134,146.0983479
137,145.4734283
136,144.4565034
134,142.8280749
141,140.6221537
145,137.7521854
141,134.2876092
142,130.5267034
120,126.8153574
127,123.4492946
116,120.6787521
123,118.5447243
111,117.0005779
119,116.004335
123,115.5290035
104,115.5635947
98,116.1296069
93,117.3409132
88,119.1623653
82,121.5129964
78,124.3603711
77,127.5874221
174,130.9943252
179,134.5243624
138,138.123357
42,141.7379156
118,145.256598
32,148.6884142
116,152.1491197
124,155.6359339
124,159.0933073
132,162.3269757
132,165.0345351
175,166.9961289
125,167.9837435
130,168.0991795
164,167.6978406
161,166.9746972
34,13.99369095
32,10.88296555
28,6.992145123
22,2.127493381
16,176.5479109
6,170.5694042
180,164.7561457
170,159.8140689
159,155.8353738
149,152.6732703
148,150.2354803
142,148.4685976
143,146.3645946
141,145.7130616
140,145.179435
139,144.750045
134,144.2871144
134,143.8231512
136,143.2206934
136,142.3441551
138,141.1097244
140,139.3372803
136,137.0775655
142,134.245371
143,130.9869849
140,127.550653
131,124.2091606
117,121.1413977
116,118.5499788
127,116.4738226
120,114.8575918
122,113.7031891
124,112.9983233
127,112.7367463
101,112.9845732
91,113.9496652
86,115.5299976
76,117.6754649
78,120.6317043
82,124.2901643
177,128.4456408
179,132.9321785
179,137.5557365
13,142.1190206
115,146.3449365
122,150.2767297
114,153.9344427
15,157.2956599
132,160.352153
131,163.0361242
3,165.1590897
177,166.6220648
3,167.1927517
165,167.0042482
166,166.257301
162,165.1859587
152,163.7060028
150,161.954563
169,160.0479545
28,13.72780619
27,10.57424658
22,6.424149717
13,1.130314816
7,175.1062632
177,168.7559212
175,162.8176904
167,157.938236
162,154.1076928
150,151.1139453
149,148.7947529
145,145.8771059
144,144.9316217
142,144.1876082
140,143.5377666
140,142.9300937
137,142.3362396
136,141.7291464
137,140.9027522
137,139.8345259
138,138.4313407
140,136.5521896
144,134.2386807
139,131.4767513
139,128.4043643
138,125.2388111
116,122.1880341
118,119.3588489
114,116.933663
117,114.8951807
115,113.2161676
120,111.9190729
123,110.9694449
102,110.4336521
94,110.2886568
90,110.807042
141,112.0246737
110,116.9865949
123,121.2212954
3,126.3833549
1,132.1793471
180,138.2293025
31,143.8778792
21,148.7309276
112,152.8155432
129,156.2799031
122,159.1516838
130,161.5610668
27,163.5560591
180,165.030561
179,165.9565183
176,166.1080762
167,165.5400057
156,164.394182
151,162.7983973
152,160.7982946
154,158.5455282
169,156.1238933
168,154.0101174
163,152.419177
23,13.49035827
17,10.23049294
14,5.825372304
11,0.116539489
3,173.6188918
175,166.9673829
170,161.0000949
162,156.2393513
155,152.5886197
150,149.7612317
145,144.6948516
145,143.7602222
144,142.9360487
142,142.226945
140,141.5009292
139,140.8025707
137,140.0634525
137,139.1167161
137,137.9260618
136,136.3899494
141,134.4412746
141,132.1032142
140,129.4015588
139,126.4762414
109,123.5575167
115,120.753276
116,118.1475258
123,115.8508346
121,113.8808616
118,112.1603419
120,110.7149816
111,109.5438407
101,108.6730201
19,108.9198371
66,110.4933596
116,113.419272
29,118.2934349
180,124.9577049
2,133.0762553
35,141.059205
25,147.6423649
18,152.5157743
132,156.123351
151,158.9050507
125,160.983917
121,162.6182129
117,163.8909141
3,164.7390141
171,165.1489771
174,164.8863331
169,163.9326965
160,162.3569645
153,160.2299421
160,157.6008688
160,154.6940255
167,151.853459
158,149.4834443
163,147.9046544
18,13.12149922
14,9.713136602
6,5.019846952
180,178.9290589
175,172.0627744
175,165.274597
165,159.3817905
162,154.8155817
154,151.3476122
149,148.6920497
146,145.0435651
148,143.8087395
147,142.8252431
144,141.9843452
140,141.1925807
139,140.4395103
138,139.656762
137,138.8390296
136,137.8231925
137,136.5433601
138,134.942568
141,132.9609598
140,130.6139535
142,127.9565096
129,122.4541481
115,119.8522875
119,117.4656778
123,115.3387165
120,113.4316267
119,111.6946251
118,110.1319369
118,108.7385525
82,106.484639
150,106.0245631
90,106.9395271
58,109.5779311
53,115.2512956
37,137.5093791
28,147.428214
24,153.7716143
14,157.4780137
15,159.878963
152,161.5846291
142,162.7182147
148,163.5720559
126,164.1728846
3,164.4569788
178,164.4012761
169,163.7758777
158,162.4981848
164,160.5465933
158,157.9177317
156,154.712195
170,151.2625563
165,148.0475066
159,145.4625801
134,143.7876575
16,12.65742966
11,9.046963042
180,3.98396504
176,177.4851023
171,170.3024807
168,163.4733025
161,157.7645263
158,153.4249682
152,150.1808668
149,147.6919048
146,145.7454605
147,144.2128234
145,143.0066038
145,142.0213084
142,141.1556556
142,140.3402211
139,139.5552743
137,138.7602181
137,137.9053869
137,136.8680239
137,135.562393
137,133.9450504
134,131.9422345
144,129.6209231
127,127.0282136
133,124.3616291
125,121.7890725
122,119.4376919
125,117.2065942
121,115.2720433
120,113.472185
120,111.7576716
120,110.1059057
146,108.4907586
25,106.8596901
128,105.2083493
131,103.8242188
59,102.780993
72,102.2806454
50,103.5767811
48,110.1598704
38,130.2257749
40,150.6761522
27,158.8414616
34,161.7744293
9,162.9896094
3,163.6501371
149,164.0893879
16,164.2662675
121,164.3655032
3,164.3623626
178,164.1574066
173,163.7152294
166,162.7953611
160,161.2652002
155,159.015022
161,156.0191323
164,152.3474445
177,148.4598115
166,144.8426241
161,142.0377513
164,140.3468977
12,12.03025401
13,8.157328819
1,2.715946195
175,175.8825686
166,168.5205754
151,152.2081171
144,149.1688417
148,145.0074852
145,143.5329242
145,142.344954
141,141.3722901
141,140.5101972
139,139.7001475
137,138.9198436
136,138.129981
136,137.2975974
136,136.2820487
137,134.9958243
139,133.3873457
147,131.4290055
148,129.099472
138,126.5847857
124,124.0265602
117,121.6324353
117,119.416849
129,117.4387704
126,115.6627861
42,114.0055532
160,110.6488406
32,108.8353346
126,106.7435682
125,104.2315772
16,101.4545515
87,98.15557963
27,93.52772446
59,86.85069933
57,66.83527912
37,6.716535066
36,177.6781388
25,173.4648776
18,170.7488156
12,168.7903186
10,167.4705579
36,166.5597791
8,165.7598954
5,165.136579
174,164.5893756
170,163.955289
169,163.19541
161,162.0656511
158,160.3564837
155,157.9283875
147,154.6753161
167,150.725271
172,146.5118404
168,142.6002445
160,139.5659063
161,137.7069009
144,136.9670461
174,174.1335072
147,151.1974675
146,148.3532594
142,144.4388356
143,143.022391
145,141.8673348
144,140.9113526
140,140.0765052
139,139.2946573
138,138.5368896
138,137.7955274
132,137.007043
137,136.0601524
138,134.8501201
138,133.2938709
152,131.3647146
142,129.0800299
128,126.6247852
108,124.1532805
117,121.8996301
119,119.8807676
125,116.5115806
31,111.8895684
129,109.9487102
128,107.3635983
124,103.5666735
159,97.90533572
40,87.70533304
14,68.16011939
22,45.33899813
31,30.55927112
40,20.10554361
29,11.42894608
24,4.235142769
13,178.5349144
9,174.224834
178,171.1575644
7,168.9908514
2,167.26255
180,165.9562222
175,164.9061844
171,163.8982095
163,162.8680808
165,161.5762055
159,159.7777943
163,157.2569546
164,153.8669092
174,149.7344448
163,145.2778819
167,141.0971022
177,137.8013094
162,135.7195446
170,134.758251
176,172.0558736
145,150.1620097
141,141.3743091
140,140.4545506
139,139.6620738
139,138.9249592
137,138.2292254
137,137.5529026
137,136.85029
136,136.0038508
138,134.8904495
141,133.4156294
155,131.5313508
144,129.3155352
120,126.9059908
121,124.491565
122,122.3346671
121,120.4625127
158,115.0609904
128,113.6875193
133,111.8809312
128,109.054797
32,103.2268521
174,88.60622414
13,56.69670953
1,38.93819896
14,31.4878044
49,26.31605567
13,21.3335893
26,15.74650814
18,9.865554147
8,3.91484767
9,178.5934773
62,174.3564793
49,171.1774411
29,168.6551637
179,166.7401898
171,165.2324859
170,163.8997319
163,162.6406694
160,161.2084997
165,159.3684578
139,156.8044334
178,153.3438753
173,149.1067759
171,144.4729105
166,140.0387732
167,136.4898383
169,134.1428801
163,132.915341
3,8.469106459
179,3.520433002
180,177.1097698
178,169.7664557
141,149.1721931
143,141.9520123
141,140.8873635
140,140.0145007
137,139.2711396
138,138.6055589
137,137.988852
136,136.8048708
136,136.0713269
142,135.0621515
148,133.7048212
152,131.9073575
168,129.7023143
120,127.308395
114,124.9176175
120,122.8074313
132,117.7339289
119,116.957591
137,116.0819847
129,114.9692957
89,112.8597248
57,104.2179579
40,45.40116912
19,32.2280843
53,28.78541742
50,26.38489879
31,23.9847004
36,20.98072021
31,17.1906812
18,12.53681623
23,7.22743536
12,1.817528076
3,177.0244011
7,173.142243
180,169.9659277
174,167.5031371
173,165.6135686
170,163.9885261
163,162.5372831
163,160.9995821
151,159.1173205
140,156.5340622
167,153.047409
143,148.7563245
174,143.9911954
3,139.3350262
168,135.5175608
164,132.9084692
174,131.3788345
180,6.724878373
177,1.36957565
180,174.7187734
178,167.4127219
172,160.6744697
163,155.2667163
148,151.1544975
140,148.0966503
144,145.7988675
144,144.0072479
141,140.3016559
140,139.4846993
136,138.8229097
134,137.2436568
136,136.7720804
138,136.1728656
141,135.2954793
142,134.0102027
147,132.2599492
156,130.0781463
156,127.6204786
121,125.1659754
29,123.0529234
128,119.2576281
138,118.8584622
133,118.6852029
167,118.7559049
82,119.3477221
81,121.5941395
14,172.7207288
13,22.78618574
4,24.02764883
10,23.94951909
163,23.20149254
15,21.97420716
16,19.9825981
9,17.17414403
19,13.51093784
6,8.979138822
17,3.86773398
8,179.0316178
5,174.7780536
3,171.1170524
180,168.2706304
170,166.0157976
171,164.1431596
170,162.5118657
167,160.8674137
169,158.9284046
170,156.3012475
138,152.7776673
177,148.4419655
166,143.5527294
162,138.6937708
179,134.644782
164,131.7503997
166,129.9719698
2,5.00075722
178,179.3120624
177,172.4966541
180,165.2608638
177,158.7771877
163,153.6845509
120,149.8289135
146,146.9631127
146,144.8036856
145,143.1137789
144,141.7304013
138,138.9143503
136,138.3407539
133,137.4724861
130,137.1139399
132,136.7744328
134,136.3003313
130,135.5453235
132,134.319597
132,132.5657751
152,130.3019249
146,127.6888748
93,125.0918127
30,119.9412086
149,119.3762327
130,119.3956177
123,119.9761324
95,121.3867962
1,125.0835897
177,139.9201714
10,4.605567483
180,16.30155038
8,19.19284029
174,20.18093502
172,20.23244084
3,19.62812665
18,18.30062121
172,16.21143926
16,13.32914737
14,9.570590813
4,5.079975239
180,0.43865728
1,176.1711575
171,172.2920782
7,169.1085507
168,166.5807526
172,164.4690141
165,162.6708131
171,160.9156199
175,158.8986249
174,156.2033724
167,152.627891
161,148.2400934
146,143.2506212
158,138.2374853
176,133.9538331
156,130.8053575
168,128.7516456
161,127.5794172
178,3.453336126
178,177.472686
177,170.4670421
166,148.345811
86,145.6300046
102,143.5763495
145,141.9909662
143,140.7147826
106,138.8174018
136,138.1782147
136,137.3908184
136,137.1085589
136,136.8821153
126,136.6532644
133,136.3064611
138,135.6208203
125,134.3947931
