Fracture,Stress
167,135.1449785
158,134.7369353
141,134.192496
140,133.688041
124,133.2032542
124,132.8068345
120,132.6858286
127,133.0698381
160,134.052039
152,135.7492691
163,137.9886616
168,140.5862384
131,143.2045149
139,145.61745
152,147.5501599
157,148.8169408
160,149.2982418
162,148.9695686
162,147.2950833
159,143.3262369
159,136.0076549
110,125.8223491
91,114.7855251
108,100.27255
125,114.5730013
145,141.0930148
147,156.5338228
152,163.0115543
165,166.5492579
175,168.9522518
176,171.0569741
179,173.5773071
167,177.2441365
21,20.08767185
16,17.16955798
15,14.01960913
148,10.48378649
4,6.492008193
3,1.882719643
180,176.5594277
170,170.5721262
166,164.139531
161,157.6556962
156,151.6897034
154,134.3282881
136,133.5617238
132,133.8801079
176,134.5357116
26,135.3806846
18,136.0969543
106,136.5179977
171,136.477102
148,136.1497629
132,135.7761608
143,135.4859189
136,135.2423044
126,135.069999
128,135.2157929
141,135.7088664
133,136.7583839
136,138.2458066
140,140.1474875
136,142.2324542
140,144.3399123
144,146.3065327
148,147.923025
157,149.0079117
159,149.5528054
160,149.5340759
160,148.6006575
161,146.1141769
157,141.4877271
143,93.18362422
170,90.66194851
11,91.03162093
11,93.79424562
1,97.90444108
121,109.1899301
149,136.2956475
151,155.7148306
154,163.2597892
170,166.9951474
174,169.3242934
175,171.1908509
180,173.2752644
156,176.0942393
2,179.8555672
151,24.39227073
137,22.07047952
14,19.43518383
15,16.4735139
12,13.03709162
10,8.914474262
7,4.029169448
1,178.2218729
177,171.6048065
171,164.665497
162,157.9895331
155,152.1118979
149,147.130901
162,134.2948977
147,133.9986553
143,134.1818159
140,134.8120235
33,135.7221706
21,136.7242859
8,137.5233422
96,137.924418
138,137.8422523
139,137.5199623
139,137.2215213
137,137.0555139
137,136.9593233
136,136.9519327
138,137.1843096
137,137.726719
142,138.6847274
138,141.4786448
157,143.1145777
180,146.3331701
154,147.6362214
155,148.5588876
157,149.0972492
158,149.2532883
159,148.7960938
160,147.1983098
115,144.2380879
38,94.81283952
3,90.2541393
1,90.3115831
179,92.00397863
154,94.80387492
126,102.8704419
145,129.3650536
149,155.8425564
152,164.3694233
170,167.9902586
174,169.9854645
177,171.5192733
176,173.0889642
21,175.1560082
177,177.8752963
152,23.92952626
19,21.96648673
21,19.53167792
20,16.53098697
13,12.66427619
13,7.698164804
7,1.422757046
4,173.8295411
166,165.6190366
162,157.8853025
156,151.5471235
154,146.6076808
168,142.8633487
136,135.210487
150,134.1916629
151,134.2815414
155,134.8419467
137,135.8340366
22,137.0434471
22,138.1713162
7,138.9511194
143,139.1878097
145,138.9597276
142,138.5899912
141,138.3079684
141,138.2030499
139,138.1822286
139,138.2595985
173,138.523403
142,139.0572435
143,139.8689945
157,140.9115554
146,145.7945931
133,146.8403279
155,147.5836509
158,148.0808194
152,148.354562
157,148.195843
155,147.2483403
126,145.2605214
6,100.5799786
170,89.4169449
162,89.5850993
149,91.00819453
129,95.51852218
143,115.6204522
150,156.4018719
153,166.019853
165,169.1201045
173,170.6303154
175,171.6906607
163,172.7162148
173,174.0743092
16,175.8804848
157,24.06981232
22,22.54721538
22,20.4052465
15,17.46389271
15,13.18841245
20,6.90926959
165,178.2449796
139,167.732275
171,157.6841251
161,150.1366745
169,144.8187466
140,141.2230326
145,138.6613177
132,134.4889907
178,136.9195474
20,138.3864387
13,139.5561472
141,140.1714784
171,140.1852714
154,139.7902104
168,139.3601226
143,139.1071602
141,139.0178275
142,139.0649477
149,139.1646648
141,139.4198487
143,139.8900406
144,140.5511362
161,141.3599565
163,142.2334632
156,143.1186315
172,144.0429237
154,144.9653702
157,145.7530111
139,146.3652758
150,146.83139
154,147.1746609
153,147.2392043
153,146.7242626
5,145.4982423
175,104.8799799
180,88.10955768
150,86.87026852
126,88.27169931
142,95.32053718
148,158.2477534
160,168.5527
172,170.4971814
178,171.2524004
171,171.6849687
158,172.1143225
177,172.7981988
157,173.8246201
25,24.64887448
24,23.71854972
149,22.11549642
24,19.50870841
20,14.90025546
155,6.529631708
169,172.775884
162,157.414421
152,146.9403465
151,141.1079559
151,137.7952314
149,135.8637025
166,134.4641371
154,133.5393871
144,136.0163095
20,137.8373108
18,139.4820535
3,140.5539224
176,140.9079469
168,140.6920641
146,140.2025816
144,139.4688516
142,139.5390757
142,139.8929751
143,140.2813639
145,140.804518
144,141.4062488
147,142.0098547
177,142.6077131
159,143.25117
150,143.9307578
88,144.5178848
154,144.9811335
156,145.4153086
153,145.8036674
160,146.0239053
141,145.8159659
8,145.1033494
178,110.2187133
175,86.48087677
132,85.36952252
173,82.50937848
151,81.99838905
157,0.835482116
161,172.3807781
173,171.9931297
2,171.6692255
170,171.3996914
166,171.225317
169,171.3056365
168,171.6917326
26,25.33032682
161,25.17465393
132,24.47418787
145,22.80710156
156,18.60219544
165,6.170460015
141,157.0728666
158,140.0010105
160,134.2493444
173,131.8642179
129,130.8136497
165,130.3728379
132,130.2041406
144,130.1478502
148,130.247283
167,130.5347706
104,131.0207925
85,131.7737851
94,132.8848698
131,134.4537998
159,136.4024293
11,138.5172112
7,140.1510305
3,140.9896494
153,140.2151762
127,139.6035334
143,139.8255072
143,140.0254335
144,140.3371488
145,140.7314702
146,141.1412796
141,141.5138782
155,141.8844881
151,142.2913217
151,142.7375273
151,143.1685399
154,143.5211665
153,143.9160354
149,144.3189363
64,144.6337295
146,144.6603288
157,116.2383353
174,83.14426153
167,66.9656072
171,1.06239562
169,173.9633705
174,172.0054452
164,170.8941803
162,170.1323725
137,169.7199263
137,169.5643988
143,169.7185131
168,26.78744344
160,27.53581286
33,28.23056317
153,28.37046705
153,167.1227839
160,122.4747422
154,122.4931062
143,122.966134
165,123.5528747
132,124.2739917
159,125.0960526
158,125.8971149
162,126.6118545
145,127.4062153
114,128.203346
106,129.2050924
81,132.0874704
133,134.1297589
160,136.3801152
10,138.5132002
171,139.9638305
176,140.5496779
167,139.263363
128,139.5475419
143,139.7243822
143,139.9813174
143,140.269953
144,140.5359909
147,140.7314568
143,140.9132819
157,141.142479
34,141.4176711
150,141.6915367
142,142.3387188
152,141.4705138
152,139.4849414
111,130.3506498
108,121.6130813
10,110.4482159
100,99.82692435
99,92.40250143
96,87.65287855
108,84.58367778
144,82.42926377
178,35.15985397
3,177.2887624
178,172.1429392
171,170.000628
141,168.6666324
155,167.8137358
134,167.3405028
134,167.132081
163,28.11282369
142,31.21956468
31,37.51925141
141,60.32765843
149,99.10740663
159,108.9463674
158,112.9968705
159,115.3909249
130,117.1066568
136,118.7517977
146,120.4202778
144,121.9198481
139,123.209209
162,124.5634965
112,125.9916217
112,127.5453762
148,129.3574779
141,131.5186707
131,133.9862579
158,136.3406974
175,138.244534
163,139.3543567
157,139.6850798
141,139.142209
141,139.3483292
142,139.5763013
139,139.7167279
144,139.7787568
146,139.8269452
145,139.9141054
141,140.0610994
148,140.2064046
145,140.3997738
147,140.7163128
119,141.0639671
118,141.4147835
127,141.6465004
105,141.7332303
110,141.7010789
137,141.5679383
105,141.0780378
155,139.768255
109,137.2650995
109,133.0294065
120,125.9465549
96,114.450821
96,101.3670599
108,91.78734308
112,85.99550123
88,82.50901501
155,80.28297359
140,77.57140133
18,7.918725813
176,171.8617294
146,168.3862631
143,166.6239208
132,165.6110669
133,164.9994615
131,164.5792437
165,28.74117951
150,35.92417678
155,55.73985185
163,86.48192961
165,99.48298667
166,104.8201379
151,107.9873889
150,110.3390569
174,112.3317894
150,114.2360545
163,116.1875032
164,118.1431657
163,120.0116145
149,121.9200487
153,124.0160341
142,126.163411
122,128.5872968
128,131.2217706
131,133.8895848
167,136.0577662
129,137.536467
168,138.2688191
123,137.9179937
144,138.0930771
139,138.2371156
138,138.4113384
139,138.5861234
138,138.6621505
142,138.6266414
142,138.5654958
145,138.5606793
145,138.6079732
143,138.6658963
118,138.8093381
144,139.0280926
137,139.336393
120,139.6673726
118,139.8844105
115,140.0381864
107,140.1370221
106,140.1999006
104,140.0145951
104,139.1986875
103,137.4275855
114,134.2565802
118,128.3830573
120,117.4805614
124,102.5135798
120,90.82023716
106,84.17341097
103,80.50919717
97,78.38838002
132,76.96804511
169,75.97031897
106,75.23353134
178,170.4401491
168,165.5638101
133,163.8990051
136,163.0638824
145,162.6018205
130,162.2198216
134,26.85214845
155,42.7267365
165,80.97514526
158,95.49776512
162,100.7383383
157,103.5417348
160,105.5732064
157,107.340204
155,109.0446922
149,110.8935261
150,112.8418256
146,115.0415793
158,117.3737732
109,119.9027711
133,122.6772893
147,125.598861
150,128.6457947
161,136.7112405
132,136.8682288
132,137.0149274
136,137.2596014
138,137.2834322
140,137.1975947
140,137.113333
140,137.0350696
137,137.0054973
136,136.9909673
137,137.0380684
116,137.1995845
118,137.4202436
119,137.6292044
117,137.7957464
113,137.9291914
111,138.0649386
105,138.2153783
105,138.1493495
106,137.6019851
108,136.2640354
114,133.7196478
108,128.7515042
125,118.5669916
108,102.5445614
114,89.44506345
110,82.33448807
104,78.73958917
101,76.77928681
75,75.62590761
144,74.90291427
130,74.47671559
143,74.25167132
163,107.4926629
145,159.0790281
144,159.9330157
134,159.979174
131,160.0226181
138,159.9427726
127,159.6904263
174,15.89126678
156,77.08932846
168,99.12458622
163,101.3222197
155,102.6774163
165,103.6816755
143,104.6638984
142,105.7666961
163,107.0481875
151,108.5845802
132,110.4956417
139,112.8584733
142,115.6265388
115,118.8534394
121,122.4740078
165,126.2413913
163,129.7992932
140,132.8611315
160,135.0895038
147,136.2872509
156,136.7073237
146,136.7102625
144,136.4606196
10,135.283315
6,135.4190451
132,135.5964648
134,135.6911583
134,135.7701079
137,135.7638524
140,135.6360381
141,135.5003301
140,135.3954315
136,135.3266564
134,135.2018556
134,135.1617113
120,135.2259109
123,135.3312652
121,135.4005649
118,135.4396416
111,135.4808492
106,135.5896726
104,135.6453783
104,135.6248015
105,135.1998892
110,134.1122473
116,131.9497112
122,127.5131488
119,117.9424573
114,101.8579818
118,87.99574924
110,80.73120798
108,77.28692617
95,75.56722431
88,74.6736873
143,74.22694814
168,74.09461735
177,74.17435013
175,74.32749611
76,85.21538753
100,138.6623613
140,153.4039674
131,156.2011378
121,157.2982444
130,157.6797038
126,157.6663086
171,125.2955426
147,110.5515851
158,106.707847
134,105.2887245
151,104.7570084
149,104.7422231
151,105.1668754
146,105.9657278
142,108.9732928
167,111.4316219
150,114.6385881
125,118.5792205
140,123.0338294
144,127.4638891
136,131.2727715
121,134.1226266
141,135.9190011
148,136.6360704
141,135.3760825
141,134.8543256
138,134.3972298
138,134.1134983
132,133.9754497
139,133.9417639
129,133.9521719
131,133.9527107
133,133.9856525
134,134.0220866
133,133.9789626
138,133.836148
131,133.6784207
131,133.5441665
132,133.4223789
127,133.2180773
118,133.088574
121,133.035851
122,132.9927835
123,132.8898982
117,132.7483005
113,132.6859095
111,132.5975732
104,132.5800441
104,132.501107
108,132.1172198
113,131.138299
118,129.2016144
121,125.1286445
114,116.2663756
117,100.9903684
121,87.18592108
118,79.86936781
109,76.49363764
93,74.96765942
69,74.28372571
70,74.06726567
178,74.18424893
152,74.50673611
159,74.89231359
92,102.9631139
145,140.7652462
132,150.8934585
128,154.0833399
122,155.3253032
126,155.6738569
166,131.3114756
148,118.8756339
162,112.1815494
63,108.6724476
84,106.7144889
84,105.6818263
145,105.4448246
128,105.7546264
159,106.6638137
144,108.3126051
144,110.8916443
133,114.5163297
144,119.1970437
159,124.4437035
141,129.3295764
148,135.6031479
143,134.9258658
141,134.2242723
139,133.6027201
136,133.1441325
164,132.4767003
129,132.3409817
131,132.2334508
133,132.1803205
132,132.1580587
132,132.0925264
130,131.9380514
136,131.7990006
126,131.6364624
121,131.3915023
121,131.134891
119,130.9036419
120,130.7110355
123,130.4910979
121,130.1954545
118,129.8536816
111,129.56258
109,129.4139148
104,129.229067
108,129.0538836
114,128.6760662
113,127.8497439
118,126.0922678
123,122.3947154
124,114.5275834
124,100.8542592
123,87.44861803
117,79.87768905
110,76.42852097
107,74.96044992
71,74.40456413
77,74.35339075
153,74.64566659
154,75.13787557
152,75.67063917
80,92.15428539
99,119.4620161
119,142.6853181
143,150.0555382
121,152.7589789
115,153.7255395
152,134.102686
48,124.778692
77,117.6253613
156,106.3069311
146,106.886415
126,108.4030455
140,111.0769705
149,115.1258944
150,120.5007902
156,137.0643098
155,136.2573412
143,135.437466
148,134.5824136
138,133.7076162
131,130.4614542
131,130.3116847
132,130.212285
132,130.1077149
126,129.9435523
125,129.7592761
131,129.5499084
122,129.2691293
120,128.9655019
121,128.5849939
123,128.2767598
123,127.8413768
124,127.3377802
116,126.8012122
110,126.3791759
105,126.0415281
107,125.793659
113,125.5057254
122,125.2096447
124,124.4152635
125,122.9068677
125,119.7731625
127,113.0824292
126,101.35301
122,88.5983286
114,80.74446208
88,77.05663548
59,75.50810055
70,74.99869366
75,75.04611772
155,75.44635383
159,76.03119373
158,76.64160826
85,102.5010877
106,129.3955
126,144.2975144
122,149.5889771
123,151.4847246
38,136.0722797
146,107.6515307
160,107.8884374
157,109.2333181
144,112.0169678
139,116.4535994
155,122.370024
168,128.5471522
145,133.5534496
134,138.2630695
121,128.7508613
120,128.4824714
128,128.3078615
125,128.1849806
123,128.0008093
123,127.7887837
122,127.5329851
119,127.147115
120,126.7533936
122,126.2845138
123,125.7391625
123,125.163972
119,124.4785646
113,123.761098
111,123.1361373
109,122.7575855
113,122.4149692
111,122.1821679
126,121.9163653
131,121.3841844
133,120.2196622
131,117.6699702
129,112.2110403
128,102.3852611
103,90.5177432
114,82.17444337
103,78.13878332
74,76.4420989
84,75.91645461
75,75.99562684
72,76.45638147
141,77.06333669
163,77.68101522
140,135.9504015
122,145.6806246
149,149.2153744
111,150.4716461
149,109.7404144
139,109.5347676
157,110.6547211
167,113.4384604
167,118.0982121
147,124.3118297
143,130.554379
167,135.2744579
118,126.7880434
121,126.5219459
122,126.318584
123,126.1038061
123,125.8480272
123,125.5242502
122,125.0780941
121,124.5439313
121,123.9392286
123,123.3164768
123,122.5064421
116,121.6461632
116,120.7818302
108,120.0563708
104,119.590843
111,119.3165184
116,119.1558322
126,119.0758561
132,118.8021723
132,118.0486134
114,116.174204
125,111.8860637
120,103.8213242
116,92.84255617
104,84.12885743
83,79.65562201
38,77.75302532
81,77.16821896
80,77.24901263
83,77.68978663
72,78.27482227
164,78.83335272
132,140.0435742
128,146.2787006
117,148.6379936
162,114.4169803
160,112.3499032
153,111.6546112
136,112.4182382
141,114.9361014
146,119.4001889
113,125.4618365
147,131.3996003
147,135.7852998
160,139.3448902
140,134.9411696
137,133.65379
130,132.3447964
131,131.0813281
117,125.3418016
120,125.0089745
120,124.7479529
128,124.4915094
125,124.1804982
123,123.8052648
123,123.2512633
121,122.5545193
124,121.8563751
123,120.9707165
124,120.0143023
126,119.0354555
106,118.0136444
106,117.2372537
107,116.784793
102,116.6376876
112,116.5642818
131,116.7076546
130,116.7544724
131,116.4571694
132,115.304238
120,112.1783048
119,105.7724442
130,95.89772729
111,86.96706933
96,81.88625881
125,79.68051633
74,78.93842701
83,78.92329399
90,79.26989033
74,79.73892538
6,80.17266352
153,141.7857477
121,146.0440222
19,118.3779925
154,116.9089172
158,120.9164078
162,126.4362098
147,131.8209354
150,135.8284946
145,138.1360183
160,138.9762545
140,138.2310863
149,135.7879306
128,133.1254468
124,130.4853973
121,129.3250861
121,128.2863613
118,126.4131699
121,123.7070921
122,123.4082682
123,123.064937
121,122.5394714
123,121.8721225
124,121.0933813
124,120.216045
129,119.1990189
129,118.0775462
114,116.9188929
112,115.9014396
107,115.1005625
110,114.7285568
128,114.8327079
133,115.279998
128,115.7007666
129,115.934771
127,115.5121771
131,113.4901507
118,108.4870255
104,99.82891061
140,90.65497036
62,84.92282428
122,82.25009554
93,81.23944447
105,81.02215525
81,81.14339162
77,81.43179964
4,81.72714166
57,83.55492169
91,85.32011641
105,142.989421
139,135.1844986
148,126.0408403
148,117.4609433
127,118.8780661
133,122.2005006
166,127.012986
150,131.7743225
134,135.4175994
126,131.1258916
125,129.8684405
125,128.7396541
126,127.7313971
122,126.7993051
123,122.4056711
123,121.053315
122,120.1646973
130,119.1531973
130,117.9651486
130,115.5812312
136,116.4552658
133,116.8725846
130,115.9701931
132,112.599017
103,105.1477728
108,96.01531807
94,89.33802707
144,85.89561487
127,84.26715541
95,83.71702351
174,83.54993763
83,83.55597828
169,83.57426723
148,83.55647359
41,83.25790412
58,83.52640532
141,137.5939115
141,136.5673073
166,120.7854295
144,136.7716329
147,137.4165038
131,134.2566746
163,132.9415476
132,131.6531396
126,130.4031223
125,129.2551942
125,128.2343602
127,127.3249253
125,126.4685836
123,122.3851383
124,120.9215892
126,119.9506275
131,118.8360714
134,117.5082577
133,116.0527261
124,116.6739124
140,118.3637867
127,119.7141709
125,119.997753
137,118.1059909
142,112.2363947
148,103.1230905
149,95.3932944
128,90.73310507
132,88.26804945
169,86.38600001
86,85.98163539
10,85.7110795
131,85.10689154
99,84.76781856
129,84.39177889
168,85.41950899
157,88.57310128
154,96.67609982
143,137.9027741
145,137.5860417
137,130.8227048
159,133.8412871
140,136.3183347
162,135.5404566
153,134.4367867
6,133.2121432
124,131.9553754
156,130.7188837
157,129.5957707
128,128.5730404
127,126.9395085
125,122.8510952
126,118.8343855
129,121.3409506
132,123.5471704
126,124.5709378
144,123.6514764
143,119.0534859
145,110.7081533
164,102.0987239
153,96.20409107
138,92.74155777
166,89.62044128
5,88.87654151
10,88.28577013
153,86.54594509
104,86.52570888
74,91.24497541
94,104.1437211
107,125.1533889
132,138.3946058
158,138.0539236
140,127.3039379
154,130.2499071
138,132.9010777
160,134.7182787
146,135.4187562
163,135.1833716
136,134.3703869
158,132.1198081
128,128.7879519
129,122.4591167
130,121.5618294
136,120.430636
138,118.9745378
139,117.369599
121,122.4503077
120,129.5086285
130,128.6043697
130,124.3771498
138,116.4677533
163,107.7211412
164,101.1568261
2,92.84877189
10,91.76841197
41,90.28689185
166,88.72010465
122,116.1584392
139,132.6424351
145,139.3082523
160,139.5262424
132,127.73482
169,130.2257156
167,132.6274096
157,134.3033574
153,134.4734975
160,133.5745557
156,129.047108
159,128.1838079
129,127.4886881
139,126.9642758
132,124.6443401
133,124.0698935
138,123.376507
138,122.4634164
20,119.0218404
115,132.2577751
134,134.5647409
138,135.0932964
113,133.4686099
131,128.8096521
153,120.910032
144,112.1758091
156,105.2515294
2,95.95375565
173,94.78162548
3,93.02983234
7,91.31547839
147,127.0181985
155,140.3380506
167,141.0991511
101,141.0197854
131,132.3641175
141,133.9604308
164,134.4432033
149,133.9917618
161,133.0294413
150,131.8366995
134,126.4140061
133,126.347179
139,125.7411677
141,125.3220671
140,124.7437401
137,123.9408134
142,123.0127909
146,123.6495204
118,139.0206114
148,139.945196
139,139.2236638
142,136.4801761
147,131.0596966
154,123.1839227
154,114.8015139
156,108.094285
161,98.70702517
156,97.54084398
23,96.65077148
17,95.87030928
174,94.297993
168,127.933532
154,141.7448702
164,143.259496
153,142.4650872
132,132.4015284
152,134.0229048
125,134.5215547
139,134.0010885
144,132.9077489
138,127.5503644
137,127.4427108
139,127.289176
140,127.1265745
141,126.9023064
141,126.6278299
141,126.2726445
141,126.300204
141,126.9167594
153,128.3896459
141,136.662037
158,141.5498882
163,137.8067528
157,131.8206799
160,123.9990134
160,116.1173214
166,109.804746
148,105.4332278
128,102.606163
160,100.9074592
4,99.80251494
6,99.04799397
180,98.47553295
6,97.34992291
159,145.6890963
177,146.1484803
127,143.3059792
138,135.1826185
137,128.1010483
137,128.4367137
138,128.4261906
140,128.4515285
142,128.537109
142,128.5723298
141,128.786723
140,129.4211939
141,130.6809306
146,132.7334053
139,135.3218932
173,142.965255
161,142.5477356
167,138.2609204
161,131.9473103
157,124.2575354
161,116.736754
162,110.7693633
162,106.6849578
99,103.9848066
149,102.4424016
180,101.5780221
178,100.9699976
180,100.2487077
11,100.1021727
166,150.1510518
137,128.596392
137,128.9162426
141,129.1323817
140,129.354651
140,129.6937074
138,130.2138158
137,131.1591926
141,132.6697531
138,134.8317396
133,137.3044822
161,142.3276266
163,137.9438223
165,131.7026383
161,124.3471735
167,117.2593922
161,111.6350834
145,107.6805777
162,105.1327419
141,103.6608181
158,102.8938479
1,102.4777183
111,102.252509
110,102.2045579
13,103.469046
142,103.5243301
144,130.7621684
139,129.0393898
136,129.3518677
133,130.4676439
137,131.5229038
134,133.0756622
157,135.1088523
174,140.9365597
139,136.8170825
159,131.085649
164,124.508894
165,117.8935379
164,112.5445447
165,108.6516311
20,106.1529647
27,104.6998344
62,103.9081898
165,103.5780448
169,103.5239076
41,103.6806453
154,105.6622512
151,106.934112
132,108.7890522
73,52.74326063
71,65.88447477
122,128.3946086
129,128.171734
133,128.4178046
131,128.7492526
129,129.2593736
130,129.9835441
129,131.0524515
132,132.5087376
106,141.7022798
139,139.4779111
173,135.9814561
149,131.1561148
157,125.3498472
158,119.2744048
157,113.9238295
175,109.8932239
173,107.2049009
174,105.5735869
146,104.7215251
160,104.3439728
158,104.3204069
16,107.3432372
156,109.4070037
92,112.6670906
161,118.1329355
89,132.4692473
118,18.77105464
146,37.28300591
157,51.5606991
73,63.93403754
82,72.95942635
82,79.14546242
167,173.8765167
156,135.5099232
146,133.7591907
125,127.4324529
125,127.2020099
128,127.3107515
128,127.6329034
129,128.1185269
128,128.8369609
124,129.8599059
122,134.2527143
1,137.8904335
160,135.1986127
144,131.2726491
167,126.3947305
154,120.7706496
155,115.454563
142,111.1801839
165,108.1872374
51,106.2683781
180,105.2240519
10,104.7334733
174,104.6578504
160,106.5112399
156,107.9879529
148,110.4673148
148,114.40454
116,121.0223647
126,136.6398271
95,15.3538772
170,39.63846217
152,54.06656368
63,64.64118094
90,71.87201044
75,76.77059361
153,121.5850433
144,124.336967
165,132.0049626
131,127.9768236
132,128.0077093
126,127.8520752
127,127.5383295
126,126.6993864
127,126.2111511
127,125.6427495
127,125.7545619
128,126.0121765
126,126.4440471
124,127.117448
124,128.0075225
115,131.6762153
120,132.6477234
152,133.7604608
147,130.8027464
86,126.8460046
149,121.8905353
151,116.7127162
145,108.9864163
51,106.7653381
43,105.4182961
2,104.7148183
177,104.5055202
166,106.0509055
6,107.4418233
146,109.8055558
106,113.412915
171,118.3847331
131,124.877016
126,41.94584324
136,52.36301875
122,61.06661461
73,67.72655954
84,72.69435212
74,76.19266471
14,11.61312022
150,115.3196036
134,117.0811341
137,120.720573
144,131.6580195
147,130.4684236
133,128.1481893
131,127.7772883
126,127.1628576
126,126.4668282
126,124.9816693
126,124.3749189
125,124.0792805
127,124.1126943
125,124.234172
124,124.581071
123,125.127205
118,125.9008967
115,127.9604833
112,128.9578319
120,129.8225948
127,130.4986295
128,132.6489249
131,130.5529326
129,127.4553948
165,123.1666532
136,118.2462763
153,109.8873406
122,107.2331222
13,105.5113384
168,104.5295968
159,104.079838
117,104.0804524
152,106.1833842
171,108.1598823
153,110.9539719
100,113.5875446
114,112.2817157
136,86.62622027
158,67.79311342
173,68.34573625
118,71.21286715
78,74.1111723
76,76.38985506
9,17.58281294
138,128.8774417
133,127.8863744
130,126.9533261
126,125.8806046
127,124.7816019
125,122.8403735
124,122.3422384
122,122.1842375
122,122.2204113
121,122.4451913
118,122.9128453
105,125.3519638
109,126.2341425
119,127.0166547
127,127.7657601
132,128.680843
119,129.860304
118,131.7183618
127,130.335983
129,127.9320996
128,124.1766758
134,119.5717329
140,114.757617
180,110.6046659
114,107.4804808
40,105.32638
140,103.9968413
97,102.9726424
139,103.0021319
101,103.3412385
97,104.1696002
176,105.707541
143,107.4917737
131,108.1875743
84,104.4051401
81,91.37761458
91,79.06032748
96,75.07994487
164,75.02834479
88,76.11775407
154,77.28013325
8,22.45017111
147,129.4773531
138,129.0275846
133,126.896604
132,125.425656
127,122.4381403
122,120.0276969
119,119.914539
116,120.0378124
115,120.4100247
107,121.8094115
102,122.7325285
106,123.5702911
120,124.3947013
125,125.3180896
130,126.3530371
129,127.7095976
132,130.8815166
125,130.0479702
125,128.1911091
128,124.9851192
134,120.611943
133,115.6756725
160,111.1689835
119,107.5002817
2,104.8841356
90,101.2524935
89,101.7803962
151,104.1224349
71,104.06163
69,100.9891678
71,94.28373686
70,86.63795772
88,81.48342466
79,79.23840544
82,78.83696976
85,78.8777764
83,78.97318555
8,25.99207066
8,25.89325544
122,118.2063827
114,117.3073638
111,117.6512059
108,118.2248639
104,119.0205377
108,119.9237358
109,120.8814676
122,121.8737611
128,122.9447587
129,124.2375113
132,125.8200953
128,127.476781
130,121.2866471
146,116.3315274
127,111.4096131
114,107.2378973
144,101.3609511
69,99.74088218
81,96.4645424
72,91.96813291
160,87.30041142
73,84.01782438
81,82.28164374
87,81.28993363
84,80.65759162
111,118.5089743
120,119.6495714
125,120.9588407
126,122.5044578
120,126.0880113
124,128.8150302
132,129.3666704
132,129.228213
116,116.6408574
110,111.3855448
76,99.78937189
75,99.3382422
78,98.02264526
76,95.58893668
153,91.8553492
79,88.31977859
77,85.80343365
81,84.03692123
86,82.72187352
100,111.7823118
102,112.1621023
102,112.8915883
111,116.3646233
120,117.786192
125,119.3277038
128,121.0699265
127,122.9889312
126,125.0126241
124,126.7905607
121,128.0710172
122,128.817219
124,128.8921714
129,127.9464891
139,125.6488118
87,95.6314155
90,95.33742071
90,95.71161077
81,97.89743125
81,98.82723436
89,99.2381168
148,97.94876603
79,95.18255844
83,91.83109606
84,89.00400242
82,86.63960349
89,84.86994306
121,127.6798067
117,120.6666339
99,109.4129349
101,110.2753738
119,116.0082142
121,117.7827318
127,119.7603292
128,121.8366384
126,125.8802409
119,127.2925722
123,128.1711866
122,128.39616
140,127.5824138
140,125.4187991
130,121.7643247
128,116.6014753
88,94.31544132
91,94.10332216
87,99.79928034
95,99.50523194
97,97.52877263
95,94.67092133
94,91.76813374
154,89.13707742
153,86.97156605
124,118.4631232
125,120.7437004
122,123.0512274
121,125.0893697
122,127.6307315
130,127.9744821
131,127.270711
137,125.2191155
63,121.6211251
132,116.409528
95,93.2457524
101,100.3321713
103,99.02049399
93,96.63003905
97,93.78685575
96,91.14298292
148,103.1952241
166,109.7759114
126,124.8860031
119,115.0124249
127,119.5666599
117,122.0711268
122,124.2936344
119,125.9740923
127,127.1285695
131,127.6119509
133,126.9890575
145,125.0266053
150,121.5253075
150,116.207843
85,109.8830258
88,103.9713647
94,92.55181956
97,93.19910517
97,98.70181888
103,100.5540979
110,99.66291993
109,97.73720417
106,95.17960209
103,92.48808248
88,88.54765224
137,99.13348287
180,104.9522703
144,111.0570457
160,116.794474
149,125.7262388
134,132.0945678
129,109.2607761
119,121.2636094
122,123.746676
122,125.675616
126,127.0623229
133,127.7328832
143,127.2870188
146,125.5040407
154,122.0973708
160,116.6634883
162,109.9166419
87,103.5869789
79,98.75237458
105,100.7126613
109,100.1119312
111,98.43992024
111,95.94227513
106,93.19100519
157,106.0945551
154,111.889042
149,117.5975655
123,117.0982039
119,120.3202291
130,125.4773523
125,127.2128279
116,128.1968923
143,127.987578
150,126.435584
156,123.1990489
74,110.3772752
104,103.3662381
109,100.0503378
112,98.49295167
109,95.93016292
105,93.00869665
95,90.52028104
78,88.73171593
133,122.6525173
130,127.6317064
145,128.9593473
153,127.9497603
159,125.1338725
64,97.56402956
159,96.03323052
145,92.79099951
126,87.90197189
77,86.62353793
131,113.8120169
149,118.2075148
132,122.4676647
138,126.0848051
163,115.1885374
126,88.578327
159,122.2670316
156,135.7778096
165,121.527284
144,101.2666668
121,86.06200349
107,82.95640515
125,98.959288
148,138.8950723
155,142.6274794
101,102.127307
99,99.64319036
139,87.73318956
139,81.89488172
112,78.19624099
129,101.3042247
123,127.5667187
161,149.3083236
164,68.45177646
99,103.3388731
100,100.2802471
109,92.97925834
130,82.81974165
123,74.99682493
138,71.26300845
148,70.35090472
