crev_maps,temp_maps,temp_model,viscosity,strain_experiments,correlation,error
IE,all,RACMO,0,Exp9,Gaussian,0.059493
IE,all,RACMO,0,Exp0,Exponential,0.056569
IE,all,RACMO,0,Exp1,Exponential,0.057127
IE,all,RACMO,0,Exp2,Exponential,0.058238
IE,all,RACMO,0,Exp3,Exponential,0.056651
IE,all,RACMO,0,Exp4,Exponential,0.058128
IE,all,RACMO,0,Exp5,Exponential,0.057355
IE,all,RACMO,0,Exp6,Exponential,0.058924
IE,all,RACMO,0,Exp7,Exponential,0.057668
IE,all,RACMO,0,Exp8,Exponential,0.057154
IE,all,RACMO,0,Exp9,Exponential,0.063303
IE,all,RACMO,1,Exp0,Gaussian,0.089091
IE,all,RACMO,1,Exp1,Gaussian,0.086718
IE,all,RACMO,1,Exp2,Gaussian,0.087736
IE,all,RACMO,1,Exp3,Gaussian,0.087431
IE,all,RACMO,1,Exp4,Gaussian,0.089934
IE,all,RACMO,1,Exp5,Gaussian,0.086355
IE,all,RACMO,1,Exp6,Gaussian,0.095173
IE,all,RACMO,1,Exp7,Gaussian,0.086153
IE,all,RACMO,1,Exp8,Gaussian,0.088279
IE,all,RACMO,1,Exp9,Gaussian,0.089320
IE,all,RACMO,1,Exp0,Exponential,0.087117
IE,all,RACMO,1,Exp1,Exponential,0.085795
IE,all,RACMO,1,Exp2,Exponential,0.088867
IE,all,RACMO,1,Exp3,Exponential,0.088210
IE,all,RACMO,1,Exp4,Exponential,0.089532
IE,all,RACMO,1,Exp5,Exponential,0.088994
IE,all,RACMO,1,Exp6,Exponential,0.090338
IE,all,RACMO,1,Exp7,Exponential,0.090576
IE,all,RACMO,1,Exp8,Exponential,0.086942
IE,all,RACMO,1,Exp9,Exponential,0.086453
IE,all,MAR,0,Exp0,Gaussian,0.085781
IE,all,MAR,0,Exp1,Gaussian,0.082125
IE,all,MAR,0,Exp2,Gaussian,0.085063
IE,all,MAR,0,Exp3,Gaussian,0.083164
IE,all,MAR,0,Exp4,Gaussian,0.083035
IE,all,MAR,0,Exp5,Gaussian,0.084324
IE,all,MAR,0,Exp6,Gaussian,0.082112
IE,all,MAR,0,Exp7,Gaussian,0.083608
IE,all,MAR,0,Exp8,Gaussian,0.082366
IE,all,MAR,0,Exp9,Gaussian,0.082923
IE,all,MAR,0,Exp0,Exponential,0.084001
IE,all,MAR,0,Exp1,Exponential,0.083849
IE,all,MAR,0,Exp2,Exponential,0.082928
IE,all,MAR,0,Exp3,Exponential,0.081632
IE,all,MAR,0,Exp4,Exponential,0.083067
IE,all,MAR,0,Exp5,Exponential,0.084680
IE,all,MAR,0,Exp6,Exponential,0.086700
IE,all,MAR,0,Exp7,Exponential,0.083310
IE,all,MAR,0,Exp8,Exponential,0.083999
IE,all,MAR,0,Exp9,Exponential,0.084953
IE,all,MAR,1,Exp0,Gaussian,0.112636
IE,all,MAR,1,Exp1,Gaussian,0.110418
IE,all,MAR,1,Exp2,Gaussian,0.111716
IE,all,MAR,1,Exp3,Gaussian,0.111088
IE,all,MAR,1,Exp4,Gaussian,0.111324
IE,all,MAR,1,Exp5,Gaussian,0.114245
IE,all,MAR,1,Exp6,Gaussian,0.107773
IE,all,MAR,1,Exp7,Gaussian,0.112305
IE,all,MAR,1,Exp8,Gaussian,0.111035
IE,all,MAR,1,Exp9,Gaussian,0.109904
IE,all,MAR,1,Exp0,Exponential,0.114616
IE,all,MAR,1,Exp1,Exponential,0.110124
IE,all,MAR,1,Exp2,Exponential,0.112350
IE,all,MAR,1,Exp3,Exponential,0.114068
IE,all,MAR,1,Exp4,Exponential,0.110099
IE,all,MAR,1,Exp5,Exponential,0.110566
IE,all,MAR,1,Exp6,Exponential,0.110979
IE,all,MAR,1,Exp7,Exponential,0.112569
IE,all,MAR,1,Exp8,Exponential,0.112499
IE,all,MAR,1,Exp9,Exponential,0.112938
IE,all,CARRA,0,Exp0,Gaussian,0.091417
IE,all,CARRA,0,Exp1,Gaussian,0.092499
IE,all,CARRA,0,Exp2,Gaussian,0.094211
IE,all,CARRA,0,Exp3,Gaussian,0.094646
IE,all,CARRA,0,Exp4,Gaussian,0.093066
IE,all,CARRA,0,Exp5,Gaussian,0.090060
IE,all,CARRA,0,Exp6,Gaussian,0.089734
IE,all,CARRA,0,Exp7,Gaussian,0.090604
IE,all,CARRA,0,Exp8,Gaussian,0.089269
IE,all,CARRA,0,Exp9,Gaussian,0.095338
IE,all,CARRA,0,Exp0,Exponential,0.090279
IE,all,CARRA,0,Exp1,Exponential,0.090820
IE,all,CARRA,0,Exp2,Exponential,0.093534
IE,all,CARRA,0,Exp3,Exponential,0.094046
IE,all,CARRA,0,Exp4,Exponential,0.096525
IE,all,CARRA,0,Exp5,Exponential,0.090834
IE,all,CARRA,0,Exp6,Exponential,0.089645
IE,all,CARRA,0,Exp7,Exponential,0.094738
IE,all,CARRA,0,Exp8,Exponential,0.094156
IE,all,CARRA,0,Exp9,Exponential,0.095035
IE,all,CARRA,1,Exp0,Gaussian,0.145483
IE,all,CARRA,1,Exp1,Gaussian,0.148252
IE,all,CARRA,1,Exp2,Gaussian,0.147194
IE,all,CARRA,1,Exp3,Gaussian,0.146164
IE,all,CARRA,1,Exp4,Gaussian,0.150875
IE,all,CARRA,1,Exp5,Gaussian,0.146193
IE,all,CARRA,1,Exp6,Gaussian,0.143172
IE,all,CARRA,1,Exp7,Gaussian,0.149589
IE,all,CARRA,1,Exp8,Gaussian,0.144121
IE,all,CARRA,1,Exp9,Gaussian,0.149931
IE,all,CARRA,1,Exp0,Exponential,0.148931
IE,all,CARRA,1,Exp1,Exponential,0.145488
IE,all,CARRA,1,Exp2,Exponential,0.148693
IE,all,CARRA,1,Exp3,Exponential,0.146715
IE,all,CARRA,1,Exp4,Exponential,0.147570
IE,all,CARRA,1,Exp5,Exponential,0.145997
IE,all,CARRA,1,Exp6,Exponential,0.145256
IE,all,CARRA,1,Exp7,Exponential,0.148305
IE,all,CARRA,1,Exp8,Exponential,0.149616
IE,all,CARRA,1,Exp9,Exponential,0.150225
Riley,Annual,all,0,Exp0,Gaussian,0.036630
Riley,Annual,all,0,Exp1,Gaussian,0.041074
Riley,Annual,all,0,Exp2,Gaussian,0.036632
Riley,Annual,all,0,Exp3,Gaussian,0.036273
Riley,Annual,all,0,Exp4,Gaussian,0.035372
Riley,Annual,all,0,Exp5,Gaussian,0.035954
Riley,Annual,all,0,Exp6,Gaussian,0.039686
Riley,Annual,all,0,Exp7,Gaussian,0.037416
Riley,Annual,all,0,Exp8,Gaussian,0.036775
Riley,Annual,all,0,Exp9,Gaussian,0.035901
Riley,Annual,all,0,Exp0,Exponential,0.040507
Riley,Annual,all,0,Exp1,Exponential,0.035377
Riley,Annual,all,0,Exp2,Exponential,0.038878
Riley,Annual,all,0,Exp3,Exponential,0.036087
Riley,Annual,all,0,Exp4,Exponential,0.036538
Riley,Annual,all,0,Exp5,Exponential,0.037492
Riley,Annual,all,0,Exp6,Exponential,0.035526
Riley,Annual,all,0,Exp7,Exponential,0.035973
Riley,Annual,all,0,Exp8,Exponential,0.036281
Riley,Annual,all,0,Exp9,Exponential,0.036377
Riley,Annual,all,1,Exp0,Gaussian,0.047368
Riley,Annual,all,1,Exp1,Gaussian,0.047201
Riley,Annual,all,1,Exp2,Gaussian,0.047507
Riley,Annual,all,1,Exp3,Gaussian,0.046515
Riley,Annual,all,1,Exp4,Gaussian,0.048571
Riley,Annual,all,1,Exp5,Gaussian,0.048106
Riley,Annual,all,1,Exp6,Gaussian,0.046676
Riley,Annual,all,1,Exp7,Gaussian,0.045913
Riley,Annual,all,1,Exp8,Gaussian,0.049627
Riley,Annual,all,1,Exp9,Gaussian,0.048513
Riley,Annual,all,1,Exp0,Exponential,0.046758
Riley,Annual,all,1,Exp1,Exponential,0.051066
Riley,Annual,all,1,Exp2,Exponential,0.046740
Riley,Annual,all,1,Exp3,Exponential,0.048543
Riley,Annual,all,1,Exp4,Exponential,0.048428
Riley,Annual,all,1,Exp5,Exponential,0.046702
Riley,Annual,all,1,Exp6,Exponential,0.045349
Riley,Annual,all,1,Exp7,Exponential,0.047638
Riley,Annual,all,1,Exp8,Exponential,0.053117
Riley,Annual,all,1,Exp9,Exponential,0.048723
Riley,DJF,all,0,Exp0,Gaussian,0.054142
Riley,DJF,all,0,Exp1,Gaussian,0.055645
Riley,DJF,all,0,Exp2,Gaussian,0.054167
Riley,DJF,all,0,Exp3,Gaussian,0.056356
Riley,DJF,all,0,Exp4,Gaussian,0.051871
Riley,DJF,all,0,Exp5,Gaussian,0.052424
Riley,DJF,all,0,Exp6,Gaussian,0.050755
Riley,DJF,all,0,Exp7,Gaussian,0.054244
Riley,DJF,all,0,Exp8,Gaussian,0.051156
Riley,DJF,all,0,Exp9,Gaussian,0.052119
Riley,DJF,all,0,Exp0,Exponential,0.054887
Riley,DJF,all,0,Exp1,Exponential,0.052153
Riley,DJF,all,0,Exp2,Exponential,0.053928
Riley,DJF,all,0,Exp3,Exponential,0.052113
Riley,DJF,all,0,Exp4,Exponential,0.055533
Riley,DJF,all,0,Exp5,Exponential,0.055072
Riley,DJF,all,0,Exp6,Exponential,0.053614
Riley,DJF,all,0,Exp7,Exponential,0.052693
Riley,DJF,all,0,Exp8,Exponential,0.056708
Riley,DJF,all,0,Exp9,Exponential,0.056129
Riley,DJF,all,1,Exp0,Gaussian,0.067268
Riley,DJF,all,1,Exp1,Gaussian,0.071480
Riley,DJF,all,1,Exp2,Gaussian,0.067682
Riley,DJF,all,1,Exp3,Gaussian,0.066709
Riley,DJF,all,1,Exp4,Gaussian,0.063931
Riley,DJF,all,1,Exp5,Gaussian,0.068326
Riley,DJF,all,1,Exp6,Gaussian,0.066718
Riley,DJF,all,1,Exp7,Gaussian,0.066400
Riley,DJF,all,1,Exp8,Gaussian,0.066251
Riley,DJF,all,1,Exp9,Gaussian,0.067439
Riley,DJF,all,1,Exp0,Exponential,0.069555
Riley,DJF,all,1,Exp1,Exponential,0.064498
Riley,DJF,all,1,Exp2,Exponential,0.069705
Riley,DJF,all,1,Exp3,Exponential,0.066029
Riley,DJF,all,1,Exp4,Exponential,0.063242
Riley,DJF,all,1,Exp5,Exponential,0.067444
Riley,DJF,all,1,Exp6,Exponential,0.067013
Riley,DJF,all,1,Exp7,Exponential,0.066489
Riley,DJF,all,1,Exp8,Exponential,0.070630
Riley,DJF,all,1,Exp9,Exponential,0.071996
Riley,JJA,all,0,Exp0,Gaussian,0.077724
Riley,JJA,all,0,Exp1,Gaussian,0.073740
Riley,JJA,all,0,Exp2,Gaussian,0.076457
Riley,JJA,all,0,Exp3,Gaussian,0.075097
Riley,JJA,all,0,Exp4,Gaussian,0.077054
Riley,JJA,all,0,Exp5,Gaussian,0.074405
Riley,JJA,all,0,Exp6,Gaussian,0.073574
Riley,JJA,all,0,Exp7,Gaussian,0.074684
Riley,JJA,all,0,Exp8,Gaussian,0.075269
Riley,JJA,all,0,Exp9,Gaussian,0.075744
Riley,JJA,all,0,Exp0,Exponential,0.075334
Riley,JJA,all,0,Exp1,Exponential,0.076392
Riley,JJA,all,0,Exp2,Exponential,0.076718
Riley,JJA,all,0,Exp3,Exponential,0.074487
Riley,JJA,all,0,Exp4,Exponential,0.077762
Riley,JJA,all,0,Exp5,Exponential,0.074591
Riley,JJA,all,0,Exp6,Exponential,0.074833
Riley,JJA,all,0,Exp7,Exponential,0.074994
Riley,JJA,all,0,Exp8,Exponential,0.074255
Riley,JJA,all,0,Exp9,Exponential,0.074854
Riley,JJA,all,1,Exp0,Gaussian,0.104922
Riley,JJA,all,1,Exp1,Gaussian,0.102695
Riley,JJA,all,1,Exp2,Gaussian,0.103573
Riley,JJA,all,1,Exp3,Gaussian,0.104200
Riley,JJA,all,1,Exp4,Gaussian,0.104410
Riley,JJA,all,1,Exp5,Gaussian,0.102859
Riley,JJA,all,1,Exp6,Gaussian,0.100792
Riley,JJA,all,1,Exp7,Gaussian,0.101970
Riley,JJA,all,1,Exp8,Gaussian,0.102450
Riley,JJA,all,1,Exp9,Gaussian,0.102981
Riley,JJA,all,1,Exp0,Exponential,0.107777
Riley,JJA,all,1,Exp1,Exponential,0.104356
Riley,JJA,all,1,Exp2,Exponential,0.106942
Riley,JJA,all,1,Exp3,Exponential,0.105607
Riley,JJA,all,1,Exp4,Exponential,0.104432
Riley,JJA,all,1,Exp5,Exponential,0.102865
Riley,JJA,all,1,Exp6,Exponential,0.101923
Riley,JJA,all,1,Exp7,Exponential,0.102995
Riley,JJA,all,1,Exp8,Exponential,0.103024
Riley,JJA,all,1,Exp9,Exponential,0.104089
IE,Annual,all,0,Exp0,Gaussian,0.034638
IE,Annual,all,0,Exp1,Gaussian,0.035037
IE,Annual,all,0,Exp2,Gaussian,0.034905
IE,Annual,all,0,Exp3,Gaussian,0.034895
IE,Annual,all,0,Exp4,Gaussian,0.038285
IE,Annual,all,0,Exp5,Gaussian,0.034823
IE,Annual,all,0,Exp6,Gaussian,0.040336
IE,Annual,all,0,Exp7,Gaussian,0.033070
IE,Annual,all,0,Exp8,Gaussian,0.037035
IE,Annual,all,0,Exp9,Gaussian,0.034120
IE,Annual,all,0,Exp0,Exponential,0.035443
IE,Annual,all,0,Exp1,Exponential,0.034635
IE,Annual,all,0,Exp2,Exponential,0.035774
IE,Annual,all,0,Exp3,Exponential,0.034430
IE,Annual,all,0,Exp4,Exponential,0.040719
IE,Annual,all,0,Exp5,Exponential,0.036580
IE,Annual,all,0,Exp6,Exponential,0.034459
IE,Annual,all,0,Exp7,Exponential,0.033310
IE,Annual,all,0,Exp8,Exponential,0.036292
IE,Annual,all,0,Exp9,Exponential,0.034360
IE,Annual,all,1,Exp0,Gaussian,0.043343
IE,Annual,all,1,Exp1,Gaussian,0.046423
IE,Annual,all,1,Exp2,Gaussian,0.043721
IE,Annual,all,1,Exp3,Gaussian,0.043033
IE,Annual,all,1,Exp4,Gaussian,0.043800
IE,Annual,all,1,Exp5,Gaussian,0.044310
IE,Annual,all,1,Exp6,Gaussian,0.052364
IE,Annual,all,1,Exp7,Gaussian,0.041459
IE,Annual,all,1,Exp8,Gaussian,0.042504
IE,Annual,all,1,Exp9,Gaussian,0.052167
IE,Annual,all,1,Exp0,Exponential,0.041659
IE,Annual,all,1,Exp1,Exponential,0.044432
IE,Annual,all,1,Exp2,Exponential,0.045116
IE,Annual,all,1,Exp3,Exponential,0.046855
IE,Annual,all,1,Exp4,Exponential,0.043239
IE,Annual,all,1,Exp5,Exponential,0.043302
IE,Annual,all,1,Exp6,Exponential,0.045983
IE,Annual,all,1,Exp7,Exponential,0.045146
IE,Annual,all,1,Exp8,Exponential,0.043418
IE,Annual,all,1,Exp9,Exponential,0.043779
IE,DJF,all,0,Exp0,Gaussian,0.051771
IE,DJF,all,0,Exp1,Gaussian,0.052703
IE,DJF,all,0,Exp2,Gaussian,0.046782
IE,DJF,all,0,Exp3,Gaussian,0.052171
IE,DJF,all,0,Exp4,Gaussian,0.045988
IE,DJF,all,0,Exp5,Gaussian,0.048753
IE,DJF,all,0,Exp6,Gaussian,0.050440
IE,DJF,all,0,Exp7,Gaussian,0.046701
IE,DJF,all,0,Exp8,Gaussian,0.050835
IE,DJF,all,0,Exp9,Gaussian,0.053972
IE,DJF,all,0,Exp0,Exponential,0.047468
IE,DJF,all,0,Exp1,Exponential,0.047501
IE,DJF,all,0,Exp2,Exponential,0.047488
IE,DJF,all,0,Exp3,Exponential,0.050027
IE,DJF,all,0,Exp4,Exponential,0.048836
IE,DJF,all,0,Exp5,Exponential,0.049820
IE,DJF,all,0,Exp6,Exponential,0.052723
IE,DJF,all,0,Exp7,Exponential,0.048190
IE,DJF,all,0,Exp8,Exponential,0.050440
IE,DJF,all,0,Exp9,Exponential,0.050293
IE,DJF,all,1,Exp0,Gaussian,0.062952
IE,DJF,all,1,Exp1,Gaussian,0.057417
IE,DJF,all,1,Exp2,Gaussian,0.059070
IE,DJF,all,1,Exp3,Gaussian,0.061452
IE,DJF,all,1,Exp4,Gaussian,0.058403
IE,DJF,all,1,Exp5,Gaussian,0.060206
IE,DJF,all,1,Exp6,Gaussian,0.063845
IE,DJF,all,1,Exp7,Gaussian,0.059438
IE,DJF,all,1,Exp8,Gaussian,0.062945
IE,DJF,all,1,Exp9,Gaussian,0.060498
IE,DJF,all,1,Exp0,Exponential,0.060480
IE,DJF,all,1,Exp1,Exponential,0.059051
IE,DJF,all,1,Exp2,Exponential,0.060723
IE,DJF,all,1,Exp3,Exponential,0.062570
IE,DJF,all,1,Exp4,Exponential,0.060709
IE,DJF,all,1,Exp5,Exponential,0.062453
IE,DJF,all,1,Exp6,Exponential,0.063232
IE,DJF,all,1,Exp7,Exponential,0.059746
IE,DJF,all,1,Exp8,Exponential,0.062670
IE,DJF,all,1,Exp9,Exponential,0.060669
IE,JJA,all,0,Exp0,Gaussian,0.073717
IE,JJA,all,0,Exp1,Gaussian,0.072025
IE,JJA,all,0,Exp2,Gaussian,0.074140
IE,JJA,all,0,Exp3,Gaussian,0.073309
IE,JJA,all,0,Exp4,Gaussian,0.074437
IE,JJA,all,0,Exp5,Gaussian,0.072942
IE,JJA,all,0,Exp6,Gaussian,0.073459
IE,JJA,all,0,Exp7,Gaussian,0.073319
IE,JJA,all,0,Exp8,Gaussian,0.072987
IE,JJA,all,0,Exp9,Gaussian,0.072919
IE,JJA,all,0,Exp0,Exponential,0.078164
IE,JJA,all,0,Exp1,Exponential,0.073118
IE,JJA,all,0,Exp2,Exponential,0.073442
IE,JJA,all,0,Exp3,Exponential,0.073138
IE,JJA,all,0,Exp4,Exponential,0.072587
IE,JJA,all,0,Exp5,Exponential,0.072369
IE,JJA,all,0,Exp6,Exponential,0.073170
IE,JJA,all,0,Exp7,Exponential,0.074137
IE,JJA,all,0,Exp8,Exponential,0.073016
IE,JJA,all,0,Exp9,Exponential,0.076496
IE,JJA,all,1,Exp0,Gaussian,0.102783
IE,JJA,all,1,Exp1,Gaussian,0.103025
IE,JJA,all,1,Exp2,Gaussian,0.103817
IE,JJA,all,1,Exp3,Gaussian,0.103232
IE,JJA,all,1,Exp4,Gaussian,0.102746
IE,JJA,all,1,Exp5,Gaussian,0.101881
IE,JJA,all,1,Exp6,Gaussian,0.102501
IE,JJA,all,1,Exp7,Gaussian,0.102190
IE,JJA,all,1,Exp8,Gaussian,0.104275
IE,JJA,all,1,Exp9,Gaussian,0.102606
IE,JJA,all,1,Exp0,Exponential,0.102248
IE,JJA,all,1,Exp1,Exponential,0.102925
IE,JJA,all,1,Exp2,Exponential,0.103394
IE,JJA,all,1,Exp3,Exponential,0.102792
IE,JJA,all,1,Exp4,Exponential,0.102259
IE,JJA,all,1,Exp5,Exponential,0.102713
IE,JJA,all,1,Exp6,Exponential,0.104285
IE,JJA,all,1,Exp7,Exponential,0.104828
IE,JJA,all,1,Exp8,Exponential,0.101814
IE,JJA,all,1,Exp9,Exponential,0.102877
Riley,Annual,RACMO,all,Exp0,Gaussian,0.021499
Riley,Annual,RACMO,all,Exp1,Gaussian,0.020513
Riley,Annual,RACMO,all,Exp2,Gaussian,0.020896
Riley,Annual,RACMO,all,Exp3,Gaussian,0.021469
Riley,Annual,RACMO,all,Exp4,Gaussian,0.020794
Riley,Annual,RACMO,all,Exp5,Gaussian,0.023132
Riley,Annual,RACMO,all,Exp6,Gaussian,0.020176
Riley,Annual,RACMO,all,Exp7,Gaussian,0.020803
Riley,Annual,RACMO,all,Exp8,Gaussian,0.021018
Riley,Annual,RACMO,all,Exp9,Gaussian,0.021022
Riley,Annual,RACMO,all,Exp0,Exponential,0.020719
Riley,Annual,RACMO,all,Exp1,Exponential,0.022089
Riley,Annual,RACMO,all,Exp2,Exponential,0.021671
Riley,Annual,RACMO,all,Exp3,Exponential,0.020824
Riley,Annual,RACMO,all,Exp4,Exponential,0.020863
Riley,Annual,RACMO,all,Exp5,Exponential,0.020783
Riley,Annual,RACMO,all,Exp6,Exponential,0.020988
Riley,Annual,RACMO,all,Exp7,Exponential,0.020459
Riley,Annual,RACMO,all,Exp8,Exponential,0.021755
Riley,Annual,RACMO,all,Exp9,Exponential,0.020742
Riley,Annual,MAR,all,Exp0,Gaussian,0.020607
Riley,Annual,MAR,all,Exp1,Gaussian,0.019541
Riley,Annual,MAR,all,Exp2,Gaussian,0.020641
Riley,Annual,MAR,all,Exp3,Gaussian,0.020295
Riley,Annual,MAR,all,Exp4,Gaussian,0.019383
Riley,Annual,MAR,all,Exp5,Gaussian,0.019420
Riley,Annual,MAR,all,Exp6,Gaussian,0.018842
Riley,Annual,MAR,all,Exp7,Gaussian,0.019186
Riley,Annual,MAR,all,Exp8,Gaussian,0.019952
Riley,Annual,MAR,all,Exp9,Gaussian,0.019662
Riley,Annual,MAR,all,Exp0,Exponential,0.019391
Riley,Annual,MAR,all,Exp1,Exponential,0.019340
Riley,Annual,MAR,all,Exp2,Exponential,0.019316
Riley,Annual,MAR,all,Exp3,Exponential,0.019386
Riley,Annual,MAR,all,Exp4,Exponential,0.019264
Riley,Annual,MAR,all,Exp5,Exponential,0.019634
Riley,Annual,MAR,all,Exp6,Exponential,0.019310
Riley,Annual,MAR,all,Exp7,Exponential,0.019000
Riley,Annual,MAR,all,Exp8,Exponential,0.019562
Riley,Annual,MAR,all,Exp9,Exponential,0.019489
Riley,Annual,CARRA,all,Exp0,Gaussian,0.016981
Riley,Annual,CARRA,all,Exp1,Gaussian,0.016949
Riley,Annual,CARRA,all,Exp2,Gaussian,0.018922
Riley,Annual,CARRA,all,Exp3,Gaussian,0.017011
Riley,Annual,CARRA,all,Exp4,Gaussian,0.017731
Riley,Annual,CARRA,all,Exp5,Gaussian,0.018092
Riley,Annual,CARRA,all,Exp6,Gaussian,0.017695
Riley,Annual,CARRA,all,Exp7,Gaussian,0.017671
Riley,Annual,CARRA,all,Exp8,Gaussian,0.021814
Riley,Annual,CARRA,all,Exp9,Gaussian,0.019233
Riley,Annual,CARRA,all,Exp0,Exponential,0.017413
Riley,Annual,CARRA,all,Exp1,Exponential,0.017045
Riley,Annual,CARRA,all,Exp2,Exponential,0.017091
Riley,Annual,CARRA,all,Exp3,Exponential,0.017447
Riley,Annual,CARRA,all,Exp4,Exponential,0.017505
Riley,Annual,CARRA,all,Exp5,Exponential,0.017158
Riley,Annual,CARRA,all,Exp6,Exponential,0.017184
Riley,Annual,CARRA,all,Exp7,Exponential,0.017925
Riley,Annual,CARRA,all,Exp8,Exponential,0.017209
Riley,Annual,CARRA,all,Exp9,Exponential,0.017383
Riley,DJF,RACMO,all,Exp0,Gaussian,0.026066
Riley,DJF,RACMO,all,Exp1,Gaussian,0.024667
Riley,DJF,RACMO,all,Exp2,Gaussian,0.024885
Riley,DJF,RACMO,all,Exp3,Gaussian,0.026034
Riley,DJF,RACMO,all,Exp4,Gaussian,0.024700
Riley,DJF,RACMO,all,Exp5,Gaussian,0.024556
Riley,DJF,RACMO,all,Exp6,Gaussian,0.024191
Riley,DJF,RACMO,all,Exp7,Gaussian,0.025563
Riley,DJF,RACMO,all,Exp8,Gaussian,0.024339
Riley,DJF,RACMO,all,Exp9,Gaussian,0.024813
Riley,DJF,RACMO,all,Exp0,Exponential,0.024524
Riley,DJF,RACMO,all,Exp1,Exponential,0.024911
Riley,DJF,RACMO,all,Exp2,Exponential,0.026116
Riley,DJF,RACMO,all,Exp3,Exponential,0.026802
Riley,DJF,RACMO,all,Exp4,Exponential,0.025137
Riley,DJF,RACMO,all,Exp5,Exponential,0.024372
Riley,DJF,RACMO,all,Exp6,Exponential,0.023931
Riley,DJF,RACMO,all,Exp7,Exponential,0.024858
Riley,DJF,RACMO,all,Exp8,Exponential,0.027988
Riley,DJF,RACMO,all,Exp9,Exponential,0.024076
Riley,DJF,MAR,all,Exp0,Gaussian,0.025437
Riley,DJF,MAR,all,Exp1,Gaussian,0.025687
Riley,DJF,MAR,all,Exp2,Gaussian,0.025526
Riley,DJF,MAR,all,Exp3,Gaussian,0.026214
Riley,DJF,MAR,all,Exp4,Gaussian,0.025704
Riley,DJF,MAR,all,Exp5,Gaussian,0.025630
Riley,DJF,MAR,all,Exp6,Gaussian,0.026875
Riley,DJF,MAR,all,Exp7,Gaussian,0.025364
Riley,DJF,MAR,all,Exp8,Gaussian,0.026264
Riley,DJF,MAR,all,Exp9,Gaussian,0.026059
Riley,DJF,MAR,all,Exp0,Exponential,0.026040
Riley,DJF,MAR,all,Exp1,Exponential,0.025309
Riley,DJF,MAR,all,Exp2,Exponential,0.028975
Riley,DJF,MAR,all,Exp3,Exponential,0.026205
Riley,DJF,MAR,all,Exp4,Exponential,0.027810
Riley,DJF,MAR,all,Exp5,Exponential,0.026021
Riley,DJF,MAR,all,Exp6,Exponential,0.025472
Riley,DJF,MAR,all,Exp7,Exponential,0.025621
Riley,DJF,MAR,all,Exp8,Exponential,0.025746
Riley,DJF,MAR,all,Exp9,Exponential,0.025966
Riley,DJF,CARRA,all,Exp0,Gaussian,0.026417
Riley,DJF,CARRA,all,Exp1,Gaussian,0.025713
Riley,DJF,CARRA,all,Exp2,Gaussian,0.031331
Riley,DJF,CARRA,all,Exp3,Gaussian,0.025225
Riley,DJF,CARRA,all,Exp4,Gaussian,0.028606
Riley,DJF,CARRA,all,Exp5,Gaussian,0.027812
Riley,DJF,CARRA,all,Exp6,Gaussian,0.025504
Riley,DJF,CARRA,all,Exp7,Gaussian,0.026284
Riley,DJF,CARRA,all,Exp8,Gaussian,0.025594
Riley,DJF,CARRA,all,Exp9,Gaussian,0.025736
Riley,DJF,CARRA,all,Exp0,Exponential,0.025995
Riley,DJF,CARRA,all,Exp1,Exponential,0.026646
Riley,DJF,CARRA,all,Exp2,Exponential,0.030207
Riley,DJF,CARRA,all,Exp3,Exponential,0.025026
Riley,DJF,CARRA,all,Exp4,Exponential,0.025501
Riley,DJF,CARRA,all,Exp5,Exponential,0.026012
Riley,DJF,CARRA,all,Exp6,Exponential,0.026903
Riley,DJF,CARRA,all,Exp7,Exponential,0.025444
Riley,DJF,CARRA,all,Exp8,Exponential,0.025399
Riley,DJF,CARRA,all,Exp9,Exponential,0.025700
Riley,JJA,RACMO,all,Exp0,Gaussian,0.011662
Riley,JJA,RACMO,all,Exp1,Gaussian,0.012194
Riley,JJA,RACMO,all,Exp2,Gaussian,0.011602
Riley,JJA,RACMO,all,Exp3,Gaussian,0.011951
Riley,JJA,RACMO,all,Exp4,Gaussian,0.014733
Riley,JJA,RACMO,all,Exp5,Gaussian,0.011263
Riley,JJA,RACMO,all,Exp6,Gaussian,0.011263
Riley,JJA,RACMO,all,Exp7,Gaussian,0.011067
Riley,JJA,RACMO,all,Exp8,Gaussian,0.013553
Riley,JJA,RACMO,all,Exp9,Gaussian,0.011185
Riley,JJA,RACMO,all,Exp0,Exponential,0.013066
Riley,JJA,RACMO,all,Exp1,Exponential,0.010858
Riley,JJA,RACMO,all,Exp2,Exponential,0.014142
Riley,JJA,RACMO,all,Exp3,Exponential,0.012743
Riley,JJA,RACMO,all,Exp4,Exponential,0.011963
Riley,JJA,RACMO,all,Exp5,Exponential,0.011657
Riley,JJA,RACMO,all,Exp6,Exponential,0.012021
Riley,JJA,RACMO,all,Exp7,Exponential,0.011217
Riley,JJA,RACMO,all,Exp8,Exponential,0.011360
Riley,JJA,RACMO,all,Exp9,Exponential,0.012127
Riley,JJA,MAR,all,Exp0,Gaussian,0.007836
Riley,JJA,MAR,all,Exp1,Gaussian,0.010734
Riley,JJA,MAR,all,Exp2,Gaussian,0.011572
Riley,JJA,MAR,all,Exp3,Gaussian,0.018637
Riley,JJA,MAR,all,Exp4,Gaussian,0.010579
Riley,JJA,MAR,all,Exp5,Gaussian,0.007948
Riley,JJA,MAR,all,Exp6,Gaussian,0.009099
Riley,JJA,MAR,all,Exp7,Gaussian,0.007977
